"","FILE","MODEL","RECYCLE","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","NUM_CLUSTERS","N_MONOMERS","FILE_RECYCLE","RANK","V1","Entry.Name","Gene.Names","Gene.Names..primary.","Gene.Names..synonym.","Organism","Organism..ID.","Protein.names","Proteomes","Taxonomic.lineage"
"321","MYD88_O88342_x1",3,"model_3_multimer_v3_p1_230501_262826_recycled_00",9999,82.95,0.6868,0.4818,0.0464,70,137,1,2,"MYD88_O88342_x1_3_model_3_multimer_v3_p1_230501_262826_recycled_00",1,"O88342","WDR1_MOUSE","Wdr1","Wdr1",NA,"Mus musculus (Mouse)",10090,"WD repeat-containing protein 1 (Actin-interacting protein 1) (AIP1)","UP000000589: Chromosome 5","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"322","MYD88_O88351_x1",2,"model_2_multimer_v3_p1_230501_818350_recycled_00",9999,74.4,0.6663,0.4675,0.1915,101,147,2,2,"MYD88_O88351_x1_2_model_2_multimer_v3_p1_230501_818350_recycled_00",1,"O88351","IKKB_MOUSE","Ikbkb Ikkb","Ikbkb","Ikkb","Mus musculus (Mouse)",10090,"Inhibitor of nuclear factor kappa-B kinase subunit beta (I-kappa-B-kinase beta) (IKK-B) (IKK-beta) (IkBKB) (EC 2.7.11.10) (I-kappa-B kinase 2) (IKK2) (Nuclear factor NF-kappa-B inhibitor kinase beta) (NFKBIKB) (Serine/threonine protein kinase IKBKB) (EC 2.7.11.1)","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"323","MYD88_O88379_x1",1,"model_1_multimer_v3_p1_230501_366887_recycled_01",81.47,59.08,0.4442,0.3591,0.2791,151,278,1,2,"MYD88_O88379_x1_1_model_1_multimer_v3_p1_230501_366887_recycled_01",1,"O88379","BAZ1A_MOUSE","Baz1a Cbp146","Baz1a","Cbp146","Mus musculus (Mouse)",10090,"Bromodomain adjacent to zinc finger domain protein 1A (Cbp146)","UP000000589: Chromosome 12","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"324","MYD88_O88398_x1",3,"model_3_multimer_v3_p1_230501_603649_recycled_00",9999,70.82,0.4932,0.4392,0.2292,81,80,1,2,"MYD88_O88398_x1_3_model_3_multimer_v3_p1_230501_603649_recycled_00",1,"O88398","AVIL_MOUSE","Avil Advil","Avil","Advil","Mus musculus (Mouse)",10090,"Advillin (Actin-binding protein DOC6) (p92)","UP000000589: Chromosome 10","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"325","MYD88_O88447_x1",5,"model_5_multimer_v2_p1_230329_509599_recycled_13",1.84,71.91,0.4034,0.2455,0.1647,45,37,1,2,"MYD88_O88447_x1_5_model_5_multimer_v2_p1_230329_509599_recycled_13",1,"O88447","KLC1_MOUSE","Klc1 Kns2","Klc1","Kns2","Mus musculus (Mouse)",10090,"Kinesin light chain 1 (KLC 1)","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"326","MYD88_O88455_x1",5,"model_5_multimer_v3_p1_230501_093929_recycled_03",5.27,82.22,0.6293,0.403,0.2138,65,92,1,2,"MYD88_O88455_x1_5_model_5_multimer_v3_p1_230501_093929_recycled_03",1,"O88455","DHCR7_MOUSE","Dhcr7","Dhcr7",NA,"Mus musculus (Mouse)",10090,"7-dehydrocholesterol reductase (7-DHC reductase) (EC 1.3.1.21) (Sterol Delta(7)-reductase)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"327","MYD88_O88466_x1",3,"model_3_multimer_v3_p1_230501_601659_recycled_16",13.62,39.47,0.3242,0.3394,0.2449,82,119,1,2,"MYD88_O88466_x1_3_model_3_multimer_v3_p1_230501_601659_recycled_16",1,"O88466","ZN106_MOUSE","Znf106 H3a Sh3bp3 Sirm Zfp106 Znf474","Znf106","H3a Sh3bp3 Sirm Zfp106 Znf474","Mus musculus (Mouse)",10090,"Zinc finger protein 106 (Zfp-106) (H3a minor histocompatibility antigen) (Son of insulin receptor mutant) (Zinc finger protein 474)","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"328","MYD88_O88477_x1",1,"model_1_multimer_v3_p1_230501_559960_recycled_00",9999,61.72,0.318,0.2508,0.1428,99,116,1,2,"MYD88_O88477_x1_1_model_1_multimer_v3_p1_230501_559960_recycled_00",1,"O88477","IF2B1_MOUSE","Igf2bp1 Vickz1","Igf2bp1","Vickz1","Mus musculus (Mouse)",10090,"Insulin-like growth factor 2 mRNA-binding protein 1 (IGF2 mRNA-binding protein 1) (IMP-1) (Coding region determinant-binding protein) (CRD-BP) (IGF-II mRNA-binding protein 1) (VICKZ family member 1) (Zipcode-binding protein 1) (ZBP-1)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"329","MYD88_O88485_x1",4,"model_4_multimer_v3_p1_230501_082408_recycled_00",9999,67.53,0.5692,0.5511,0.2937,61,114,1,2,"MYD88_O88485_x1_4_model_4_multimer_v3_p1_230501_082408_recycled_00",1,"O88485","DC1I1_MOUSE","Dync1i1 Dnci1 Dncic1","Dync1i1","Dnci1 Dncic1","Mus musculus (Mouse)",10090,"Cytoplasmic dynein 1 intermediate chain 1 (Cytoplasmic dynein intermediate chain 1) (Dynein intermediate chain 1, cytosolic) (DH IC-1)","UP000000589: Chromosome 6","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"330","MYD88_O88487_x1",3,"model_3_multimer_v2_p1_230328_101562_recycled_00",9999,69.7,0.4963,0.1181,0.0034,22,17,2,2,"MYD88_O88487_x1_3_model_3_multimer_v2_p1_230328_101562_recycled_00",1,"O88487","DC1I2_MOUSE","Dync1i2 Dnci2 Dncic2","Dync1i2","Dnci2 Dncic2","Mus musculus (Mouse)",10090,"Cytoplasmic dynein 1 intermediate chain 2 (Cytoplasmic dynein intermediate chain 2) (Dynein intermediate chain 2, cytosolic) (DH IC-2)","UP000000589: Chromosome 2","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"331","MYD88_O88502_x1",2,"model_2_multimer_v2_p1_230324_203284_recycled_19",3.88,73.32,0.4332,0.3514,0.1675,27,28,1,2,"MYD88_O88502_x1_2_model_2_multimer_v2_p1_230324_203284_recycled_19",1,"O88502","PDE8A_MOUSE","Pde8a Pde8","Pde8a","Pde8","Mus musculus (Mouse)",10090,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A (MmPDE8) (EC 3.1.4.53)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"332","MYD88_O88508_x1",3,"model_3_multimer_v3_p1_230501_063733_recycled_01",61.45,64.34,0.5174,0.4094,0.2417,110,175,1,2,"MYD88_O88508_x1_3_model_3_multimer_v3_p1_230501_063733_recycled_01",1,"O88508","DNM3A_MOUSE","Dnmt3a","Dnmt3a",NA,"Mus musculus (Mouse)",10090,"DNA (cytosine-5)-methyltransferase 3A (Dnmt3a) (EC 2.1.1.37) (Cysteine methyltransferase DNMT3A) (EC 2.1.1.-) (DNA methyltransferase MmuIIIA) (DNA MTase MmuIIIA) (M.MmuIIIA)","UP000000589: Chromosome 12","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"333","MYD88_O88522_x1",4,"model_4_multimer_v2_p1_230329_042293_recycled_19",7.96,71.1,0.2756,0.4035,0.0031,37,69,2,2,"MYD88_O88522_x1_4_model_4_multimer_v2_p1_230329_042293_recycled_19",1,"O88522","NEMO_MOUSE","Ikbkg Nemo","Ikbkg","Nemo","Mus musculus (Mouse)",10090,"NF-kappa-B essential modulator (NEMO) (IkB kinase-associated protein 1) (IKKAP1) (mFIP-3) (Inhibitor of nuclear factor kappa-B kinase subunit gamma) (I-kappa-B kinase subunit gamma) (IKK-gamma) (IKKG) (IkB kinase subunit gamma) (NF-kappa-B essential modifier)","UP000000589: Chromosome X","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"334","MYD88_O88532_x1",5,"model_5_multimer_v3_p1_230501_206753_recycled_16",4.72,53.05,0.381,0.3659,0.234,55,49,1,2,"MYD88_O88532_x1_5_model_5_multimer_v3_p1_230501_206753_recycled_16",1,"O88532","ZFR_MOUSE","Zfr","Zfr",NA,"Mus musculus (Mouse)",10090,"Zinc finger RNA-binding protein","UP000000589: Chromosome 15","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"335","MYD88_O88543_x1",1,"model_1_multimer_v3_p1_230501_257723_recycled_00",9999,71.91,0.5612,0.4371,0.1446,99,151,1,2,"MYD88_O88543_x1_1_model_1_multimer_v3_p1_230501_257723_recycled_00",1,"O88543","CSN3_MOUSE","Cops3 Csn3","Cops3","Csn3","Mus musculus (Mouse)",10090,"COP9 signalosome complex subunit 3 (SGN3) (Signalosome subunit 3) (JAB1-containing signalosome subunit 3)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"336","MYD88_O88544_x1",3,"model_3_multimer_v2_p1_230329_893652_recycled_01",66.16,80.95,0.5572,0.2444,0.1058,26,26,2,2,"MYD88_O88544_x1_3_model_3_multimer_v2_p1_230329_893652_recycled_01",1,"O88544","CSN4_MOUSE","Cops4 Csn4","Cops4","Csn4","Mus musculus (Mouse)",10090,"COP9 signalosome complex subunit 4 (SGN4) (Signalosome subunit 4) (JAB1-containing signalosome subunit 4)","UP000000589: Chromosome 5","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"337","MYD88_O88569_x1",3,"model_3_multimer_v3_p1_230501_775985_recycled_00",9999,55.75,0.3317,0.3216,0.0856,81,139,1,2,"MYD88_O88569_x1_3_model_3_multimer_v3_p1_230501_775985_recycled_00",1,"O88569","ROA2_MOUSE","Hnrnpa2b1 Hnrpa2b1","Hnrnpa2b1","Hnrpa2b1","Mus musculus (Mouse)",10090,"Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1)","UP000000589: Chromosome 6","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"338","MYD88_O88574_x1",4,"model_4_multimer_v3_p1_230501_703076_recycled_01",46.06,58.05,0.3777,0.3061,0.1231,90,116,1,2,"MYD88_O88574_x1_4_model_4_multimer_v3_p1_230501_703076_recycled_01",1,"O88574","SAP30_MOUSE","Sap30","Sap30",NA,"Mus musculus (Mouse)",10090,"Histone deacetylase complex subunit SAP30 (30 kDa Sin3-associated polypeptide) (Sin3 corepressor complex subunit SAP30) (Sin3-associated polypeptide p30)","UP000000589: Chromosome 8","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"339","MYD88_O88643_x1",1,"model_1_multimer_v3_p1_230501_761384_recycled_13",4.54,63.63,0.4441,0.3941,0.2753,155,222,1,2,"MYD88_O88643_x1_1_model_1_multimer_v3_p1_230501_761384_recycled_13",1,"O88643","PAK1_MOUSE","Pak1 Paka","Pak1","Paka","Mus musculus (Mouse)",10090,"Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (CDC42/RAC effector kinase PAK-A) (p21-activated kinase 1) (PAK-1) (p65-PAK)","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"340","MYD88_O88653_x1",1,"model_1_multimer_v2_p1_230330_170889_recycled_11",0.64,80.91,0.5097,0.0122,0.0023,8,6,2,2,"MYD88_O88653_x1_1_model_1_multimer_v2_p1_230330_170889_recycled_11",1,"O88653","LTOR3_MOUSE","Lamtor3 Map2k1ip1 Mapbp Mapksp1","Lamtor3","Map2k1ip1 Mapbp Mapksp1","Mus musculus (Mouse)",10090,"Ragulator complex protein LAMTOR3 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3) (MEK-binding partner 1) (Mp1) (Mitogen-activated protein kinase kinase 1-interacting protein 1) (Mitogen-activated protein kinase scaffold protein 1)","UP000000589: Chromosome 3","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"341","MYD88_O88665_x1",3,"model_3_multimer_v3_p1_230501_517424_recycled_11",17.55,51.61,0.2712,0.283,0.0778,81,134,1,2,"MYD88_O88665_x1_3_model_3_multimer_v3_p1_230501_517424_recycled_11",1,"O88665","BRD7_MOUSE","Brd7 Bp75","Brd7","Bp75","Mus musculus (Mouse)",10090,"Bromodomain-containing protein 7 (75 kDa bromodomain protein)","UP000000589: Chromosome 8","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"342","MYD88_O88697_x1",5,"model_5_multimer_v2_p1_230401_275427_recycled_00",9999,79.47,0.5769,0.3706,0.0972,64,66,1,2,"MYD88_O88697_x1_5_model_5_multimer_v2_p1_230401_275427_recycled_00",1,"O88697","STK16_MOUSE","Stk16 Edpk Krct Mpsk1 Pkl12 Tsf1","Stk16","Edpk Krct Mpsk1 Pkl12 Tsf1","Mus musculus (Mouse)",10090,"Serine/threonine-protein kinase 16 (EC 2.7.11.1) (Embryo-derived protein kinase) (Edpk) (Myristoylated and palmitoylated serine/threonine-protein kinase) (MPSK) (Protein kinase Krct) (Protein kinase PKL12) (TGF-beta-stimulated factor 1) (TSF-1) (Tyrosine-protein kinase STK16) (EC 2.7.10.2)","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"343","MYD88_O88700_x1",4,"model_4_multimer_v3_p1_230501_074597_recycled_03",8.16,53.87,0.4815,0.3984,0.2771,67,75,1,2,"MYD88_O88700_x1_4_model_4_multimer_v3_p1_230501_074597_recycled_03",1,"O88700","BLM_MOUSE","Blm","Blm",NA,"Mus musculus (Mouse)",10090,"RecQ-like DNA helicase BLM (EC 3.6.4.12) (Bloom syndrome protein homolog) (mBLM) (RecQ helicase homolog)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
