"","FILE","MODEL","RECYCLE","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","NUM_CLUSTERS","N_MONOMERS","FILE_RECYCLE","RANK","V1","Entry.Name","Gene.Names","Gene.Names..primary.","Gene.Names..synonym.","Organism","Organism..ID.","Protein.names","Proteomes","Taxonomic.lineage"
"24","IRAK4_P58801_x1",4,"model_4_multimer_v3_p1_230419_395637_recycled_00",9999,67.36,0.5885,0.3992,0.3053,119,175,1,2,"IRAK4_P58801_x1_4_model_4_multimer_v3_p1_230419_395637_recycled_00",1,"P58801","RIPK2_MOUSE","Ripk2","Ripk2",NA,"Mus musculus (Mouse)",10090,"Receptor-interacting serine/threonine-protein kinase 2 (EC 2.7.11.1) (Tyrosine-protein kinase RIPK2) (EC 2.7.10.2)","UP000000589: Chromosome 4","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"25","IRAK4_P59325_x1",5,"model_5_multimer_v3_p1_230420_448518_recycled_17",2.27,71.76,0.5246,0.3465,0.2493,72,89,1,2,"IRAK4_P59325_x1_5_model_5_multimer_v3_p1_230420_448518_recycled_17",1,"P59325","IF5_MOUSE","Eif5","Eif5",NA,"Mus musculus (Mouse)",10090,"Eukaryotic translation initiation factor 5 (eIF-5)","UP000000589: Chromosome 12","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"26","IRAK4_P59511_x1",4,"model_4_multimer_v3_p1_230420_408045_recycled_17",2.19,63.23,0.4534,0.3693,0.3042,82,79,1,2,"IRAK4_P59511_x1_4_model_4_multimer_v3_p1_230420_408045_recycled_17",1,"P59511","ATS20_MOUSE","Adamts20","Adamts20",NA,"Mus musculus (Mouse)",10090,"A disintegrin and metalloproteinase with thrombospondin motifs 20 (ADAM-TS 20) (ADAM-TS20) (ADAMTS-20) (EC 3.4.24.-)","UP000000589: Chromosome 15","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"27","IRAK4_P60762_x1",4,"model_4_multimer_v3_p1_230419_800960_recycled_00",9999,66.25,0.5373,0.2546,0.1059,31,33,1,2,"IRAK4_P60762_x1_4_model_4_multimer_v3_p1_230419_800960_recycled_00",1,"P60762","MO4L1_MOUSE","Morf4l1 Mrg15 Tex189","Morf4l1","Mrg15 Tex189","Mus musculus (Mouse)",10090,"Mortality factor 4-like protein 1 (MORF-related gene 15 protein) (Testis-expressed gene 189 protein) (Transcription factor-like protein MRG15)","UP000000589: Chromosome 9","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"28","IRAK4_P61759_x1",4,"model_4_multimer_v3_p1_230407_923340_recycled_02",5.45,77.75,0.6462,0.4535,0.332,44,41,1,2,"IRAK4_P61759_x1_4_model_4_multimer_v3_p1_230407_923340_recycled_02",1,"P61759","PFD3_MOUSE","Vbp1 Pfdn3","Vbp1","Pfdn3","Mus musculus (Mouse)",10090,"Prefoldin subunit 3 (von Hippel-Lindau-binding protein 1) (VBP-1) (VHL-binding protein 1)","UP000000589: Chromosome X","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"29","IRAK4_P70191_x1",1,"model_1_multimer_v3_p1_230419_015442_recycled_00",9999,70.88,0.4144,0.3647,0.109,87,99,1,2,"IRAK4_P70191_x1_1_model_1_multimer_v3_p1_230419_015442_recycled_00",1,"P70191","TRAF5_MOUSE","Traf5","Traf5",NA,"Mus musculus (Mouse)",10090,"TNF receptor-associated factor 5","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"30","IRAK4_P84102_x1",3,"model_3_multimer_v3_p1_230407_395356_recycled_16",1.63,75.99,0.6202,0.486,0.228,40,43,1,2,"IRAK4_P84102_x1_3_model_3_multimer_v3_p1_230407_395356_recycled_16",1,"P84102","SERF2_MOUSE","Serf2","Serf2",NA,"Mus musculus (Mouse)",10090,"Small EDRK-rich factor 2 (Protein 4F5-related) (4F5rel)","UP000000589: Chromosome 2","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"31","IRAK4_P99029_x1",4,"model_4_multimer_v3_p1_230419_153548_recycled_01",40.05,73.96,0.5165,0.4188,0.0619,96,141,1,2,"IRAK4_P99029_x1_4_model_4_multimer_v3_p1_230419_153548_recycled_01",1,"P99029","PRDX5_MOUSE","Prdx5 Prdx6","Prdx5","Prdx6","Mus musculus (Mouse)",10090,"Peroxiredoxin-5, mitochondrial (EC 1.11.1.24) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 2D-0014IV) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5)","UP000000589: Chromosome 19","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"32","IRAK4_Q02614_x1",5,"model_5_multimer_v3_p1_230419_635346_recycled_17",2.47,62.06,0.4439,0.3957,0.1355,53,60,1,2,"IRAK4_Q02614_x1_5_model_5_multimer_v3_p1_230419_635346_recycled_17",1,"Q02614","S30BP_MOUSE","Sap30bp Hcngp","Sap30bp","Hcngp","Mus musculus (Mouse)",10090,"SAP30-binding protein (Transcriptional regulator protein HCNGP)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"33","IRAK4_Q3TIX9_x1",5,"model_5_multimer_v3_p1_230419_781446_recycled_00",9999,71.71,0.6109,0.3577,0.1042,32,30,1,2,"IRAK4_Q3TIX9_x1_5_model_5_multimer_v3_p1_230419_781446_recycled_00",1,"Q3TIX9","SNUT2_MOUSE","Usp39","Usp39",NA,"Mus musculus (Mouse)",10090,"U4/U6.U5 tri-snRNP-associated protein 2 (Inactive ubiquitin-specific peptidase 39)","UP000000589: Chromosome 6","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"34","IRAK4_Q3TW96_x1",1,"model_1_multimer_v3_p1_230419_128132",0.736,81.75,0.621,0.352,0.2395,88,105,1,2,"IRAK4_Q3TW96_x1_1_model_1_multimer_v3_p1_230419_128132",1,"Q3TW96","UAP1L_MOUSE","Uap1l1","Uap1l1",NA,"Mus musculus (Mouse)",10090,"UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 (EC 2.7.7.-)","UP000000589: Chromosome 2","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"35","IRAK4_Q3UB74_x1",1,"model_1_multimer_v3_p1_230419_324474_recycled_19",2.47,63.12,0.4306,0.4524,0.1545,93,148,1,2,"IRAK4_Q3UB74_x1_1_model_1_multimer_v3_p1_230419_324474_recycled_19",1,"Q3UB74","TBRG1_MOUSE","Tbrg1 Niam","Tbrg1","Niam","Mus musculus (Mouse)",10090,"Transforming growth factor beta regulator 1 (Nuclear interactor of ARF and Mdm2)","UP000000589: Chromosome 9","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"36","IRAK4_Q3UHX2_x1",1,"model_1_multimer_v3_p1_230419_081155_recycled_15",1.28,67.1,0.5432,0.5122,0.265,85,106,1,2,"IRAK4_Q3UHX2_x1_1_model_1_multimer_v3_p1_230419_081155_recycled_15",1,"Q3UHX2","HAP28_MOUSE","Pdap1","Pdap1",NA,"Mus musculus (Mouse)",10090,"28 kDa heat- and acid-stable phosphoprotein (PDGF-associated protein) (PAP) (PDGFA-associated protein 1) (PAP1)","UP000000589: Chromosome 5","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"37","IRAK4_Q499X9_x1",4,"model_4_multimer_v3_p1_230419_726323_recycled_18",1.04,80.92,0.64,0.4315,0.337,64,65,1,2,"IRAK4_Q499X9_x1_4_model_4_multimer_v3_p1_230419_726323_recycled_18",1,"Q499X9","SYMM_MOUSE","Mars2","Mars2",NA,"Mus musculus (Mouse)",10090,"Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"38","IRAK4_Q52KE7_x1",4,"model_4_multimer_v3_p1_230419_507801_recycled_01",65.15,64.72,0.5381,0.4817,0.3993,103,109,1,2,"IRAK4_Q52KE7_x1_4_model_4_multimer_v3_p1_230419_507801_recycled_01",1,"Q52KE7","CCNL1_MOUSE","Ccnl1 Ania6a Ccn1","Ccnl1","Ania6a Ccn1","Mus musculus (Mouse)",10090,"Cyclin-L1 (Cyclin-L) (Cyclin Ania-6a)","UP000000589: Chromosome 3","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"39","IRAK4_Q56A08_x1",4,"model_4_multimer_v3_p1_230406_206744_recycled_00",9999,56.97,0.4141,0.4909,0.1501,104,164,1,2,"IRAK4_Q56A08_x1_4_model_4_multimer_v3_p1_230406_206744_recycled_00",1,"Q56A08","GPKOW_MOUSE","Gpkow","Gpkow",NA,"Mus musculus (Mouse)",10090,"G-patch domain and KOW motifs-containing protein (Protein MOS2 homolog)","UP000000589: Chromosome X","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"40","IRAK4_Q5DTM8_x1",5,"model_5_multimer_v3_p1_230420_819041_recycled_18",12.44,58.81,0.35,0.4138,0.1455,43,38,1,2,"IRAK4_Q5DTM8_x1_5_model_5_multimer_v3_p1_230420_819041_recycled_18",1,"Q5DTM8","BRE1A_MOUSE","Rnf20 Bre1a Kiaa4116","Rnf20","Bre1a Kiaa4116","Mus musculus (Mouse)",10090,"E3 ubiquitin-protein ligase BRE1A (BRE1-A) (EC 2.3.2.27) (RING finger protein 20) (RING-type E3 ubiquitin transferase BRE1A)","UP000000589: Chromosome 4","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"41","IRAK4_Q5HZG4_x1",2,"model_2_multimer_v3_p1_230406_644104_recycled_18",3.98,46.63,0.349,0.4649,0.3558,65,91,1,2,"IRAK4_Q5HZG4_x1_2_model_2_multimer_v3_p1_230406_644104_recycled_18",1,"Q5HZG4","TAF3_MOUSE","Taf3","Taf3",NA,"Mus musculus (Mouse)",10090,"Transcription initiation factor TFIID subunit 3 (140 kDa TATA box-binding protein-associated factor) (TBP-associated factor 3) (Transcription initiation factor TFIID 140 kDa subunit) (TAF(II)140) (TAF140) (TAFII-140) (TAFII140)","UP000000589: Chromosome 2","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"42","IRAK4_Q60872_x1",1,"model_1_multimer_v3_p1_230419_663346_recycled_03",4.6,70.55,0.5504,0.3333,0.1892,72,85,1,2,"IRAK4_Q60872_x1_1_model_1_multimer_v3_p1_230419_663346_recycled_03",1,"Q60872","IF1A_MOUSE","Eif1a","Eif1a",NA,"Mus musculus (Mouse)",10090,"Eukaryotic translation initiation factor 1A (eIF-1A) (Eukaryotic translation initiation factor 4C) (eIF-4C)","UP000000589: Chromosome 18","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"43","IRAK4_Q61048_x1",3,"model_3_multimer_v3_p1_230407_363683_recycled_00",9999,56.78,0.4477,0.3034,0.1701,162,229,1,2,"IRAK4_Q61048_x1_3_model_3_multimer_v3_p1_230407_363683_recycled_00",1,"Q61048","WBP4_MOUSE","Wbp4 Fbp21 Fnbp21","Wbp4","Fbp21 Fnbp21","Mus musculus (Mouse)",10090,"WW domain-binding protein 4 (WBP-4) (Formin-binding protein 21) (WW domain-containing-binding protein 4)","UP000000589: Chromosome 14","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"44","IRAK4_Q61102_x1",4,"model_4_multimer_v3_p1_230420_918917",1.281,70.05,0.4462,0.241,0.0279,39,33,1,2,"IRAK4_Q61102_x1_4_model_4_multimer_v3_p1_230420_918917",1,"Q61102","ABCB7_MOUSE","Abcb7 Abc7","Abcb7","Abc7","Mus musculus (Mouse)",10090,"Iron-sulfur clusters transporter ABCB7, mitochondrial (ATP-binding cassette sub-family B member 7, mitochondrial) (ATP-binding cassette transporter 7) (ABC transporter 7 protein)","UP000000589: Chromosome X","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"45","IRAK4_Q61599_x1",4,"model_4_multimer_v3_p1_230407_660092_recycled_15",1.47,69.46,0.4937,0.4032,0.0754,152,412,1,2,"IRAK4_Q61599_x1_4_model_4_multimer_v3_p1_230407_660092_recycled_15",1,"Q61599","GDIR2_MOUSE","Arhgdib Gdid4","Arhgdib","Gdid4","Mus musculus (Mouse)",10090,"Rho GDP-dissociation inhibitor 2 (Rho GDI 2) (D4) (Rho-GDI beta)","UP000000589: Chromosome 6","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"46","IRAK4_Q61749_x1",3,"model_3_multimer_v3_p1_230419_378854_recycled_01",57.36,71.7,0.5622,0.4511,0.2548,58,62,1,2,"IRAK4_Q61749_x1_3_model_3_multimer_v3_p1_230419_378854_recycled_01",1,"Q61749","EI2BD_MOUSE","Eif2b4 Eif2b Eif2bd Jgr1a","Eif2b4","Eif2b Eif2bd Jgr1a","Mus musculus (Mouse)",10090,"Translation initiation factor eIF-2B subunit delta (eIF-2B GDP-GTP exchange factor subunit delta)","UP000000589: Chromosome 5","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"47","IRAK4_Q62209_x1",3,"model_3_multimer_v3_p1_230406_188338_recycled_17",35.98,57.87,0.3845,0.3947,0.2968,60,54,1,2,"IRAK4_Q62209_x1_3_model_3_multimer_v3_p1_230406_188338_recycled_17",1,"Q62209","SYCP1_MOUSE","Sycp1 Scp1","Sycp1","Scp1","Mus musculus (Mouse)",10090,"Synaptonemal complex protein 1 (SCP-1)","UP000000589: Chromosome 3","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
