"","FILE","MODEL","RECYCLE","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","NUM_CLUSTERS","N_MONOMERS","FILE_RECYCLE","RANK","V1","Entry.Name","Gene.Names","Gene.Names..primary.","Gene.Names..synonym.","Organism","Organism..ID.","Protein.names","Proteomes","Taxonomic.lineage"
"51","MYD88_C0HKE2_x1",5,"model_5_multimer_v3_p1_230426_554024_recycled_00",9999,65.37,0.4317,0.3737,0.1699,68,84,1,2,"MYD88_C0HKE2_x1_5_model_5_multimer_v3_p1_230426_554024_recycled_00",1,"C0HKE2","H2A1C_MOUSE","H2ac6 Hist1h2ac","H2ac6","Hist1h2ac","Mus musculus (Mouse)",10090,"Histone H2A type 1-C (H2A-clustered histone 6)","UP000000589: Chromosome 13","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"52","MYD88_C0HKE3_x1",5,"model_5_multimer_v3_p1_230426_947740_recycled_00",9999,64.94,0.4129,0.3508,0.1303,72,87,1,2,"MYD88_C0HKE3_x1_5_model_5_multimer_v3_p1_230426_947740_recycled_00",1,"C0HKE3","H2A1D_MOUSE","H2ac7 Hist1h2ad","H2ac7","Hist1h2ad","Mus musculus (Mouse)",10090,"Histone H2A type 1-D","UP000000589: Chromosome 13","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"53","MYD88_C0HKE4_x1",5,"model_5_multimer_v3_p1_230426_268883_recycled_00",9999,65.88,0.4222,0.366,0.1417,72,99,1,2,"MYD88_C0HKE4_x1_5_model_5_multimer_v3_p1_230426_268883_recycled_00",1,"C0HKE4","H2A1E_MOUSE","H2ac8 Hist1h2ae","H2ac8","Hist1h2ae","Mus musculus (Mouse)",10090,"Histone H2A type 1-E","UP000000589: Chromosome 13","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"54","MYD88_C0HKE6_x1",5,"model_5_multimer_v3_p1_230425_729842_recycled_05",4.88,65.01,0.4052,0.3167,0.0556,113,218,1,2,"MYD88_C0HKE6_x1_5_model_5_multimer_v3_p1_230425_729842_recycled_05",1,"C0HKE6","H2A1I_MOUSE","H2ac13 Hist1h2ai","H2ac13","Hist1h2ai","Mus musculus (Mouse)",10090,"Histone H2A type 1-I","UP000000589: Chromosome 13","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"55","MYD88_C0HKE8_x1",1,"model_1_multimer_v3_p1_230424_239576_recycled_11",1.03,70.92,0.4153,0.3656,0.0583,55,75,1,2,"MYD88_C0HKE8_x1_1_model_1_multimer_v3_p1_230424_239576_recycled_11",1,"C0HKE8","H2A1O_MOUSE","Hist1h2ao","Hist1h2ao",NA,"Mus musculus (Mouse)",10090,"Histone H2A type 1-O","UP000000589: Chromosome 13","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"56","MYD88_C0HKE9_x1",1,"model_1_multimer_v3_p1_230424_446937_recycled_12",1.42,69.66,0.4183,0.3578,0.0699,69,87,1,2,"MYD88_C0HKE9_x1_1_model_1_multimer_v3_p1_230424_446937_recycled_12",1,"C0HKE9","H2A1P_MOUSE","Hist1h2ap","Hist1h2ap",NA,"Mus musculus (Mouse)",10090,"Histone H2A type 1-P","UP000000589: Chromosome 13","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"57","MYD88_C6KI89_x1",4,"model_4_multimer_v3_p1_230426_885749_recycled_16",1.78,78.77,0.73,0.3909,0.2708,55,66,1,2,"MYD88_C6KI89_x1_4_model_4_multimer_v3_p1_230426_885749_recycled_16",1,"C6KI89","CTSG2_MOUSE","Catsperg2 Catsperg","Catsperg2","Catsperg","Mus musculus (Mouse)",10090,"Cation channel sperm-associated auxiliary subunit gamma 2","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"58","MYD88_D2EAC2_x1",3,"model_3_multimer_v3_p1_230426_121650_recycled_01",62.81,59.66,0.4721,0.3885,0.0807,97,152,1,2,"MYD88_D2EAC2_x1_3_model_3_multimer_v3_p1_230426_121650_recycled_01",1,"D2EAC2","ZBED6_MOUSE","Zbed6","Zbed6",NA,"Mus musculus (Mouse)",10090,"Zinc finger BED domain-containing protein 6 (Muscle growth regulator) (MGR)","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"59","MYD88_D3YWQ0_x1",4,"model_4_multimer_v3_p1_230426_174732_recycled_08",3.38,64.94,0.5168,0.2841,0.2094,63,83,1,2,"MYD88_D3YWQ0_x1_4_model_4_multimer_v3_p1_230426_174732_recycled_08",1,"D3YWQ0","DGKI_MOUSE","Dgki","Dgki",NA,"Mus musculus (Mouse)",10090,"Diacylglycerol kinase iota (DAG kinase iota) (EC 2.7.1.107)","UP000000589: Chromosome 6","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"60","MYD88_D3YXK1_x1",5,"model_5_multimer_v3_p1_230426_506926_recycled_00",9999,47.67,0.267,0.2433,0.0567,105,156,2,2,"MYD88_D3YXK1_x1_5_model_5_multimer_v3_p1_230426_506926_recycled_00",1,"D3YXK1","SAMD1_MOUSE","Samd1","Samd1",NA,"Mus musculus (Mouse)",10090,"Sterile alpha motif domain-containing protein 1 (SAM domain-containing protein 1) (Atherin)","UP000000589: Chromosome 8","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"61","MYD88_D3YXK2_x1",3,"model_3_multimer_v3_p1_230425_202724_recycled_07",7.88,43.96,0.2518,0.3328,0.1737,39,61,1,2,"MYD88_D3YXK2_x1_3_model_3_multimer_v3_p1_230425_202724_recycled_07",1,"D3YXK2","SAFB1_MOUSE","Safb Safb1","Safb","Safb1","Mus musculus (Mouse)",10090,"Scaffold attachment factor B1 (SAF-B1)","UP000000589: Chromosome 17","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"62","MYD88_D3Z6Q9_x1",1,"model_1_multimer_v3_p1_230424_792623_recycled_10",3.45,60.6,0.3778,0.3674,0.1507,27,32,1,2,"MYD88_D3Z6Q9_x1_1_model_1_multimer_v3_p1_230424_792623_recycled_10",1,"D3Z6Q9","BIN2_MOUSE","Bin2","Bin2",NA,"Mus musculus (Mouse)",10090,"Bridging integrator 2","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"63","MYD88_D3Z750_x1",2,"model_2_multimer_v3_p1_230424_457212_recycled_03",7.46,76.36,0.5043,0.5174,0.0872,225,478,1,2,"MYD88_D3Z750_x1_2_model_2_multimer_v3_p1_230424_457212_recycled_03",1,"D3Z750","MRO2A_MOUSE","Mroh2a Heatr7b1","Mroh2a","Heatr7b1","Mus musculus (Mouse)",10090,"Maestro heat-like repeat-containing protein family member 2A (HEAT repeat-containing protein 7B1)","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"64","MYD88_MYD88_x1",5,"model_5_multimer_v3_p1_230420_475825_recycled_02",14.64,81.15,0.8142,0.8024,0.8531,588,678,1,14,"MYD88_MYD88_x1_5_model_5_multimer_v3_p1_230420_475825_recycled_02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","MYD88_E9PVA8_x1",3,"model_3_multimer_v3_p1_230424_348946_recycled_01",85.92,79.29,0.4147,0.3064,0.1334,57,95,1,2,"MYD88_E9PVA8_x1_3_model_3_multimer_v3_p1_230424_348946_recycled_01",1,"E9PVA8","GCN1_MOUSE","Gcn1 Gcn1l1","Gcn1","Gcn1l1","Mus musculus (Mouse)",10090,"eIF-2-alpha kinase activator GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1)","UP000000589: Chromosome 5","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"66","MYD88_E9PVX6_x1",1,"model_1_multimer_v3_p1_230424_132428_recycled_15",16.3,22.77,0.2843,0.3239,0.1793,32,46,1,2,"MYD88_E9PVX6_x1_1_model_1_multimer_v3_p1_230424_132428_recycled_15",1,"E9PVX6","KI67_MOUSE","Mki67","Mki67",NA,"Mus musculus (Mouse)",10090,"Proliferation marker protein Ki-67 (Antigen identified by monoclonal antibody Ki-67 homolog) (Antigen KI-67 homolog) (Antigen Ki67 homolog)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"67","MYD88_E9PYI1_x1",1,"model_1_multimer_v3_p1_230425_319065_recycled_01",65.4,51.09,0.3051,0.3811,0.3165,88,91,1,2,"MYD88_E9PYI1_x1_1_model_1_multimer_v3_p1_230425_319065_recycled_01",1,"E9PYI1","ZN568_MOUSE","Znf568 chato Zfp568","Znf568","chato Zfp568","Mus musculus (Mouse)",10090,"Zinc finger protein 568","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"68","MYD88_E9PYK3_x1",5,"model_5_multimer_v3_p1_230426_124876_recycled_16",7.67,56.2,0.516,0.4216,0.2129,56,78,1,2,"MYD88_E9PYK3_x1_5_model_5_multimer_v3_p1_230426_124876_recycled_16",1,"E9PYK3","PARP4_MOUSE","Parp4 Kiaa0177","Parp4","Kiaa0177","Mus musculus (Mouse)",10090,"Protein mono-ADP-ribosyltransferase PARP4 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 4) (ARTD4) (Poly [ADP-ribose] polymerase 4) (PARP-4) (Vault poly(ADP-ribose) polymerase) (VPARP) (mVparp)","UP000000589: Chromosome 14","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"69","MYD88_E9PZJ8_x1",4,"model_4_multimer_v3_p1_230426_488410_recycled_08",2.06,74.21,0.6648,0.3756,0.1351,56,71,1,2,"MYD88_E9PZJ8_x1_4_model_4_multimer_v3_p1_230426_488410_recycled_08",1,"E9PZJ8","ASCC3_MOUSE","Ascc3","Ascc3",NA,"Mus musculus (Mouse)",10090,"Activating signal cointegrator 1 complex subunit 3 (EC 3.6.4.12)","UP000000589: Chromosome 10","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"70","MYD88_E9PZM4_x1",3,"model_3_multimer_v3_p1_230417_807251_recycled_00",9999,53.63,0.4649,0.3546,0.1541,91,124,1,2,"MYD88_E9PZM4_x1_3_model_3_multimer_v3_p1_230417_807251_recycled_00",1,"E9PZM4","CHD2_MOUSE","Chd2","Chd2",NA,"Mus musculus (Mouse)",10090,"Chromodomain-helicase-DNA-binding protein 2 (CHD-2) (EC 3.6.4.12) (ATP-dependent helicase CHD2)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"71","MYD88_E9Q286_x1",3,"model_3_multimer_v3_p1_230426_346575_recycled_19",9.03,35.21,0.3333,0.4437,0.1942,75,105,1,2,"MYD88_E9Q286_x1_3_model_3_multimer_v3_p1_230426_346575_recycled_19",1,"E9Q286","ICE1_MOUSE","Ice1 Kiaa0947","Ice1","Kiaa0947","Mus musculus (Mouse)",10090,"Little elongation complex subunit 1 (Interactor of little elongator complex ELL subunit 1)","UP000000589: Chromosome 13","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"72","MYD88_E9Q355_x1",4,"model_4_multimer_v3_p1_230424_673862_recycled_04",6.34,78.22,0.7479,0.4881,0.1666,72,84,1,2,"MYD88_E9Q355_x1_4_model_4_multimer_v3_p1_230424_673862_recycled_04",1,"E9Q355","CTSG1_MOUSE","Catsperg1","Catsperg1",NA,"Mus musculus (Mouse)",10090,"Cation channel sperm-associated protein subunit gamma 1","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"73","MYD88_E9Q394_x1",3,"model_3_multimer_v3_p1_230425_669357_recycled_01",90.12,37.03,0.322,0.318,0.1001,411,903,1,2,"MYD88_E9Q394_x1_3_model_3_multimer_v3_p1_230425_669357_recycled_01",1,"E9Q394","AKP13_MOUSE","Akap13 Brx","Akap13","Brx","Mus musculus (Mouse)",10090,"A-kinase anchor protein 13 (AKAP-13) (AKAP-Lbc)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"74","MYD88_E9Q3E1_x1",5,"model_5_multimer_v3_p1_230426_294779_recycled_12",1.15,83.99,0.6499,0.577,0.2585,59,74,1,2,"MYD88_E9Q3E1_x1_5_model_5_multimer_v3_p1_230426_294779_recycled_12",1,"E9Q3E1","AL3B2_MOUSE","Aldh3b2","Aldh3b2",NA,"Mus musculus (Mouse)",10090,"Aldehyde dehydrogenase family 3 member B2 (EC 1.2.1.3) (Aldehyde dehydrogenase 8)","UP000000589: Chromosome 19","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"75","MYD88_E9Q3L2_x1",3,"model_3_multimer_v3_p1_230426_823485_recycled_14",1.73,79.18,0.6966,0.6128,0.2471,86,156,1,2,"MYD88_E9Q3L2_x1_3_model_3_multimer_v3_p1_230426_823485_recycled_14",1,"E9Q3L2","PI4KA_MOUSE","Pi4ka Pik4 Pik4ca","Pi4ka","Pik4 Pik4ca","Mus musculus (Mouse)",10090,"Phosphatidylinositol 4-kinase alpha (PI4-kinase alpha) (PI4K-alpha) (PtdIns-4-kinase alpha) (EC 2.7.1.67)","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
