"","FILE","MODEL","RECYCLE","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","NUM_CLUSTERS","N_MONOMERS","FILE_RECYCLE","RANK","V1","Entry.Name","Gene.Names","Gene.Names..primary.","Gene.Names..synonym.","Organism","Organism..ID.","Protein.names","Proteomes","Taxonomic.lineage"
"139","MYD88_P97471_x1",2,"model_2_multimer_v2_p1_230324_486319",4.504,69.08,0.4812,0.5229,0.1617,48,48,1,2,"MYD88_P97471_x1_2_model_2_multimer_v2_p1_230324_486319",1,"P97471","SMAD4_MOUSE","Smad4 Dpc4 Madh4","Smad4","Dpc4 Madh4","Mus musculus (Mouse)",10090,"Mothers against decapentaplegic homolog 4 (MAD homolog 4) (Mothers against DPP homolog 4) (Deletion target in pancreatic carcinoma 4 homolog) (SMAD family member 4) (SMAD 4) (Smad4)","UP000000589: Chromosome 18","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"140","MYD88_Q01965_x1",5,"model_5_multimer_v2_p1_230401_442601_recycled_00",9999,62.94,0.4107,0.2824,0.052,28,39,2,2,"MYD88_Q01965_x1_5_model_5_multimer_v2_p1_230401_442601_recycled_00",1,"Q01965","LY9_MOUSE","Ly9 Ly-9","Ly9","Ly-9","Mus musculus (Mouse)",10090,"T-lymphocyte surface antigen Ly-9 (Cell surface molecule Ly-9) (Lymphocyte antigen 9) (SLAM family member 3) (SLAMF3) (Signaling lymphocytic activation molecule 3) (CD antigen CD229)","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"141","MYD88_Q04692_x1",1,"model_1_multimer_v2_p1_230326_640124_recycled_18",3.98,64.82,0.497,0.2003,0.0555,26,23,1,2,"MYD88_Q04692_x1_1_model_1_multimer_v2_p1_230326_640124_recycled_18",1,"Q04692","SMRCD_MOUSE","Smarcad1 Etl1 Kiaa1122","Smarcad1","Etl1 Kiaa1122","Mus musculus (Mouse)",10090,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 (EC 3.6.4.12) (ATP-dependent helicase SMARCAD1) (Enhancer trap locus homolog 1) (Etl-1)","UP000000589: Chromosome 6","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"142","MYD88_Q07076_x1",3,"model_3_multimer_v2_p1_230328_843422_recycled_00",9999,66.15,0.4532,0.2444,0.0057,29,37,2,2,"MYD88_Q07076_x1_3_model_3_multimer_v2_p1_230328_843422_recycled_00",1,"Q07076","ANXA7_MOUSE","Anxa7 Anx7","Anxa7","Anx7","Mus musculus (Mouse)",10090,"Annexin A7 (Annexin VII) (Annexin-7) (Synexin)","UP000000589: Chromosome 14","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"143","MYD88_Q08024_x1",5,"model_5_multimer_v2_p1_230328_571715_recycled_00",9999,75.94,0.4872,0.3346,0.2231,55,50,1,2,"MYD88_Q08024_x1_5_model_5_multimer_v2_p1_230328_571715_recycled_00",1,"Q08024","PEBB_MOUSE","Cbfb Pebp2b Pebpb2","Cbfb","Pebp2b Pebpb2","Mus musculus (Mouse)",10090,"Core-binding factor subunit beta (CBF-beta) (Polyomavirus enhancer-binding protein 2 beta subunit) (PEA2-beta) (PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit)","UP000000589: Chromosome 8","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"144","MYD88_Q09143_x1",3,"model_3_multimer_v2_p1_230328_390883_recycled_13",0.95,77.13,0.6518,0.2251,0.1224,59,60,1,2,"MYD88_Q09143_x1_3_model_3_multimer_v2_p1_230328_390883_recycled_13",1,"Q09143","CTR1_MOUSE","Slc7a1 Atrc1 Rec-1","Slc7a1","Atrc1 Rec-1","Mus musculus (Mouse)",10090,"High affinity cationic amino acid transporter 1 (CAT-1) (CAT1) (Ecotropic retroviral leukemia receptor) (Ecotropic retrovirus receptor) (ERR) (EcoR) (Solute carrier family 7 member 1) (System Y+ basic amino acid transporter)","UP000000589: Chromosome 5","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"145","MYD88_Q11011_x1",2,"model_2_multimer_v2_p1_230328_303223_recycled_00",9999,83.83,0.723,0.3404,0.0297,36,35,1,2,"MYD88_Q11011_x1_2_model_2_multimer_v2_p1_230328_303223_recycled_00",1,"Q11011","PSA_MOUSE","Npepps Psa","Npepps","Psa","Mus musculus (Mouse)",10090,"Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"146","MYD88_Q3TCJ8_x1",1,"model_1_multimer_v2_p1_230324_531868_recycled_00",9999,71.51,0.3905,0.1577,0.0365,22,26,2,2,"MYD88_Q3TCJ8_x1_1_model_1_multimer_v2_p1_230324_531868_recycled_00",1,"Q3TCJ8","CCD69_MOUSE","Ccdc69 D11Ertd461e","Ccdc69","D11Ertd461e","Mus musculus (Mouse)",10090,"Coiled-coil domain-containing protein 69","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"147","MYD88_Q3TDD9_x1",1,"model_1_multimer_v2_p1_230326_134782_recycled_04",62.31,70.67,0.4366,0.3777,0.2134,35,35,1,2,"MYD88_Q3TDD9_x1_1_model_1_multimer_v2_p1_230326_134782_recycled_04",1,"Q3TDD9","PPR21_MOUSE","Ppp1r21 Ccdc128 Klraq1","Ppp1r21","Ccdc128 Klraq1","Mus musculus (Mouse)",10090,"Protein phosphatase 1 regulatory subunit 21 (Coiled-coil domain-containing protein 128) (KLRAQ motif-containing protein 1)","UP000000589: Chromosome 17","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"148","MYD88_Q3TIU4_x1",2,"model_2_multimer_v2_p1_230326_718272_recycled_02",4.37,81.08,0.6219,0.3806,0.0462,35,48,2,2,"MYD88_Q3TIU4_x1_2_model_2_multimer_v2_p1_230326_718272_recycled_02",1,"Q3TIU4","PDE12_MOUSE","Pde12","Pde12",NA,"Mus musculus (Mouse)",10090,"2',5'-phosphodiesterase 12 (2'-PDE) (2-PDE) (EC 3.1.4.-) (Mitochondrial deadenylase) (EC 3.1.13.4)","UP000000589: Chromosome 14","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"149","MYD88_Q3TL26_x1",4,"model_4_multimer_v2_p1_230324_964120_recycled_08",3.31,73.32,0.5108,0.5137,0.0385,84,129,1,2,"MYD88_Q3TL26_x1_4_model_4_multimer_v2_p1_230324_964120_recycled_08",1,"Q3TL26","TFB2M_MOUSE","Tfb2m","Tfb2m",NA,"Mus musculus (Mouse)",10090,"Dimethyladenosine transferase 2, mitochondrial (EC 2.1.1.-) (Mitochondrial 12S rRNA dimethylase 2) (Mitochondrial transcription factor B2) (mTFB2M) (mtTFB2) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 2)","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"150","MYD88_Q3TPX4_x1",3,"model_3_multimer_v2_p1_230326_932195_recycled_07",3.33,80.62,0.5572,0.3523,0.1616,42,32,1,2,"MYD88_Q3TPX4_x1_3_model_3_multimer_v2_p1_230326_932195_recycled_07",1,"Q3TPX4","EXOC5_MOUSE","Exoc5 Sec10l1","Exoc5","Sec10l1","Mus musculus (Mouse)",10090,"Exocyst complex component 5 (Exocyst complex component Sec10)","UP000000589: Chromosome 14","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"151","MYD88_Q3TV65_x1",3,"model_3_multimer_v2_p1_230328_980264_recycled_07",4.94,72.55,0.4656,0.4527,0.1564,46,47,1,2,"MYD88_Q3TV65_x1_3_model_3_multimer_v2_p1_230328_980264_recycled_07",1,"Q3TV65","MPND_MOUSE","Mpnd","Mpnd",NA,"Mus musculus (Mouse)",10090,"MPN domain-containing protein (EC 3.4.-.-)","UP000000589: Chromosome 17","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"152","MYD88_Q3TWL2_x1",2,"model_2_multimer_v2_p1_230326_680805_recycled_00",9999,67.1,0.363,0.4361,0.2616,42,46,2,2,"MYD88_Q3TWL2_x1_2_model_2_multimer_v2_p1_230326_680805_recycled_00",1,"Q3TWL2","PP4P1_MOUSE","Pip4p1 Tmem55b","Pip4p1","Tmem55b","Mus musculus (Mouse)",10090,"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase (Type 1 PtdIns-4,5-P2 4-Ptase) (EC 3.1.3.78) (PtdIns-4,5-P2 4-Ptase I) (Transmembrane protein 55B)","UP000000589: Chromosome 14","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"153","MYD88_Q3U0J8_x1",4,"model_4_multimer_v2_p1_230328_855521_recycled_00",9999,62.25,0.3966,0.3035,0.0997,88,169,2,2,"MYD88_Q3U0J8_x1_4_model_4_multimer_v2_p1_230328_855521_recycled_00",1,"Q3U0J8","TBD2B_MOUSE","Tbc1d2b Kiaa1055","Tbc1d2b","Kiaa1055","Mus musculus (Mouse)",10090,"TBC1 domain family member 2B","UP000000589: Chromosome 9","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"154","MYD88_Q3U1F9_x1",4,"model_4_multimer_v2_p1_230329_921668_recycled_09",18.06,51.06,0.2797,0.3562,0.0154,103,165,2,2,"MYD88_Q3U1F9_x1_4_model_4_multimer_v2_p1_230329_921668_recycled_09",1,"Q3U1F9","PHAG1_MOUSE","Pag1 Cbp Pag","Pag1","Cbp Pag","Mus musculus (Mouse)",10090,"Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 (Csk-binding protein) (Transmembrane phosphoprotein Cbp)","UP000000589: Chromosome 3","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"155","MYD88_Q3U1V6_x1",1,"model_1_multimer_v2_p1_230324_443404_recycled_02",12.28,77.54,0.4555,0.4719,0.2406,42,46,1,2,"MYD88_Q3U1V6_x1_1_model_1_multimer_v2_p1_230324_443404_recycled_02",1,"Q3U1V6","UEVLD_MOUSE","Uevld Attp Uev3","Uevld","Attp Uev3","Mus musculus (Mouse)",10090,"Ubiquitin-conjugating enzyme E2 variant 3 (UEV-3) (EV and lactate/malate dehydrogenase domain-containing protein)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"156","MYD88_Q3U1Z5_x1",2,"model_2_multimer_v2_p1_230326_661136",2.882,64.33,0.404,0.302,0.1449,28,30,1,2,"MYD88_Q3U1Z5_x1_2_model_2_multimer_v2_p1_230326_661136",1,"Q3U1Z5","GPSM3_MOUSE","Gpsm3","Gpsm3",NA,"Mus musculus (Mouse)",10090,"G-protein-signaling modulator 3","UP000000589: Chromosome 17","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"157","MYD88_Q3U3C9_x1",5,"model_5_multimer_v2_p1_230330_358895",33.205,39.79,0.2342,0.3378,0.0251,150,254,1,2,"MYD88_Q3U3C9_x1_5_model_5_multimer_v2_p1_230330_358895",1,"Q3U3C9","GSE1_MOUSE","Gse1 Kiaa0182","Gse1","Kiaa0182","Mus musculus (Mouse)",10090,"Genetic suppressor element 1","UP000000589: Chromosome 8","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"158","MYD88_Q3U3E2_x1",4,"model_4_multimer_v2_p1_230329_237465_recycled_00",9999,42.77,0.2642,0.1977,0.0467,25,25,2,2,"MYD88_Q3U3E2_x1_4_model_4_multimer_v2_p1_230329_237465_recycled_00",1,"Q3U3E2","F117B_MOUSE","Fam117b Als2cr13","Fam117b","Als2cr13","Mus musculus (Mouse)",10090,"Protein FAM117B (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 13 protein homolog)","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"159","MYD88_Q3U3T8_x1",2,"model_2_multimer_v2_p1_230326_941736_recycled_16",18.4,57.51,0.4969,0.4514,0.189,70,125,1,2,"MYD88_Q3U3T8_x1_2_model_2_multimer_v2_p1_230326_941736_recycled_16",1,"Q3U3T8","WDR62_MOUSE","Wdr62","Wdr62",NA,"Mus musculus (Mouse)",10090,"WD repeat-containing protein 62","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"160","MYD88_Q3UFS0_x1",1,"model_1_multimer_v2_p1_230324_738500",4.607,84.82,0.6692,0.4139,0.1446,34,38,1,2,"MYD88_Q3UFS0_x1_1_model_1_multimer_v2_p1_230324_738500",1,"Q3UFS0","ZY11B_MOUSE","Zyg11b Kiaa1730","Zyg11b","Kiaa1730","Mus musculus (Mouse)",10090,"Protein zyg-11 homolog B","UP000000589: Chromosome 4","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"161","MYD88_Q3UGC7_x1",5,"model_5_multimer_v2_p1_230325_655824_recycled_14",9.71,63.61,0.3333,0.3993,0.0393,33,42,2,2,"MYD88_Q3UGC7_x1_5_model_5_multimer_v2_p1_230325_655824_recycled_14",1,"Q3UGC7","EI3JA_MOUSE","Eif3j1 Eif3s1-1","Eif3j1","Eif3s1-1","Mus musculus (Mouse)",10090,"Eukaryotic translation initiation factor 3 subunit J-A (eIF3j-A) (Eukaryotic translation initiation factor 3 subunit 1-A) (eIF-3-alpha-A) (eIF3 p35)","UP000000589: Chromosome 2","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
