Significant,-LOG(P-value),Difference,T:.Protein.IDs,T:.Majority.protein.IDs,T:.Protein.names,T:.Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,C:.Only.identified.by.site,C:.Reverse,C:.Potential.contami1000t,N:.Peptides,N:.Mol..weight.[kDa],N:.Valid.values,N:.Valid.values.15.min,N:.Valid.values.30.min,N:.Valid.values.60.min,N:.Valid.values.unstim,15.min.FG.167.neu,15.min.FG.168.neu,15.min.FG.169.neu,15.min.FG.170.neu,30.min.FG171.neu,30.min.FG172.neu,30.min.FG173.neu,30.min.FG174.neu,60.min.FG175.neu,60.min.FG176.neu,60.min.FG177.neu,60.min.FG178.neu,unstim.FG163.neu,unstim.FG164.neu,unstim.FG165.neu,unstim.FG166.neu,ORIGIN,PULLED_PROTEIN,KO
TRUE,3.37280700393327,2.64237499237061,Q91ZU6,Q91ZU6,Dystonin,Dst,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,14,834.21,16,4,4,4,4,11.3116683959961,11.6835689544678,11.5281686782837,11.2100687026978,10.6763687133789,11.0709686279297,9.99995899200439,10.4431791305542,11.375168800354,11.2868690490723,10.6171684265137,11.2483692169189,7.54006862640381,8.59753894805908,8.70824909210205,9.11221885681152,60,MYD88,IRAK1
TRUE,3.64062383315609,3.80079507827759,Q922M3,Q922M3,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3,Kctd10,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,35.701,14,4,4,4,2,14.2709684371948,13.1820688247681,14.9361686706543,14.5510692596436,14.1778688430786,13.1951684951782,14.2934684753418,13.7176685333252,13.8583688735962,14.4930686950684,13.8765687942505,14.3512687683105,NA,NA,10.0543689727783,10.6336784362793,60,MYD88,IRAK1
TRUE,3.30335650057107,4.29959011077881,Q99KD5,Q99KD5,Protein unc-45 homolog A,Unc45a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,7,103.45,16,4,4,4,4,14.3630685806274,14.5727682113647,14.4623689651489,14.543568611145,14.7734689712524,13.7880687713623,14.3261690139771,12.8897686004639,14.5556688308716,14.6265687942505,13.4406690597534,14.2040691375732,9.44156837463379,8.50790882110596,10.7841691970825,10.8949689865112,60,MYD88,IRAK1
TRUE,3.46369988174628,2.75545001029968,Q99M51,Q99M51,Cytoplasmic protein NCK1,Nck1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,6,42.89,16,4,4,4,4,14.118369102478,15.4433689117432,16.0745677947998,16.0296688079834,15.6772689819336,15.5517683029175,12.7159690856934,13.433669090271,15.0304689407349,14.7652683258057,13.8585691452026,14.151068687439,11.0259685516357,11.5219688415527,12.0411691665649,12.19446849823,60,MYD88,IRAK1
TRUE,3.08854235834656,-3.66134977340698,Q9CPP0,Q9CPP0,Nucleoplasmin-3,Npm3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,19.023,16,4,4,4,4,17.6997680664063,17.59596824646,17.4049682617188,16.366268157959,15.9851684570313,16.4146690368652,16.7915687561035,17.6426677703857,14.1561689376831,15.8392686843872,13.4242687225342,14.0151691436768,18.4745693206787,18.4575691223145,17.2802677154541,17.8678684234619,60,MYD88,IRAK1
TRUE,2.96547934082915,-1.84602475166321,Q9CQB2,Q9CQB2,Protein FAM195A,Fam195a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,17.871,16,4,4,4,4,15.1712684631348,16.3824691772461,13.500168800354,13.9723691940308,15.8574686050415,15.0521688461304,15.4503688812256,15.3849687576294,13.799168586731,13.1533689498901,13.1224689483643,13.4707689285278,15.2010688781738,15.1705684661865,14.6170682907104,15.9411687850952,60,MYD88,IRAK1
TRUE,1.58380340189026,-2.49422478675842,Q9CQS2,Q9CQS2,H/ACA ribonucleoprotein complex subunit 3,Nop10,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,7.7059,15,4,3,4,4,16.5678691864014,17.0981693267822,17.5255680084229,16.8693695068359,16.7908687591553,17.2500686645508,NA,13.2758684158325,12.5712690353394,13.0253686904907,15.4319686889648,15.2278690338135,15.3283681869507,16.7501678466797,17.2140693664551,16.9407691955566,60,MYD88,IRAK1
TRUE,4.40878528875292,2.86197543144226,Q9CQV8,Q9CQV8,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",Ywhab,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,9,28.086,16,4,4,4,4,14.8077688217163,18.829568862915,19.059268951416,18.5761680603027,15.6547689437866,18.9136695861816,14.2105684280396,16.5905685424805,18.0133686065674,17.7836685180664,17.5065689086914,17.6718692779541,14.3398685455322,15.4705686569214,15.0572681427002,14.6598682403564,60,MYD88,IRAK1
TRUE,6.11327829454826,-2.7347047328949,Q9CZT4,Q9CZT4,DNA-directed RNA polymerase III subunit RPC5,Polr3e,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,79.853,16,4,4,4,4,12.6796684265137,10.604868888855,12.0809688568115,11.2250690460205,12.4817686080933,12.35426902771,9.64446926116943,9.43370914459229,9.63066864013672,9.33127880096436,9.8393087387085,9.76209926605225,12.1986684799194,12.3428688049316,12.4886684417725,12.4719686508179,60,MYD88,IRAK1
TRUE,2.28715718339397,-2.56479954719543,Q9D1Q1,Q9D1Q1,M-phase phosphoprotein 6,Mphosph6,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,19.086,12,4,2,2,4,13.7863683700562,14.3966684341431,15.276068687439,12.9783687591553,13.2632684707642,13.4251689910889,NA,NA,NA,NA,11.058069229126,12.4644689559937,14.2741689682007,14.0470685958862,14.5792684555054,14.4037685394287,60,MYD88,IRAK1
TRUE,3.3143748692256,-3.51304960250854,Q9D7H3,Q9D7H3,RNA 3-terminal phosphate cyclase,RtcA,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,39.254,16,4,4,4,4,14.3973684310913,14.8639688491821,14.8993682861328,15.085768699646,13.9333686828613,14.692268371582,12.6760692596436,13.0316686630249,11.8078689575195,12.1812686920166,11.8626689910889,12.3136692047119,15.3283681869507,16.9303684234619,14.5368690490723,15.4220685958862,60,MYD88,IRAK1
TRUE,3.06502435115789,-1.7983877658844,Q9D968,Q9D968,Host cell factor 2,Hcfc2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,79.434,16,4,4,4,4,11.6011686325073,12.2887687683105,12.2890691757202,12.5265684127808,12.0909690856934,11.8022689819336,11.2166690826416,11.2683687210083,10.3645687103271,9.5560884475708,9.67989921569824,10.7474689483643,11.9021692276001,11.7277688980103,11.8205690383911,12.0910692214966,60,MYD88,IRAK1
TRUE,2.35325006808206,-1.95230007171631,Q9DC33,Q9DC33,High mobility group protein 20A,Hmg20a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,39.917,16,4,4,4,4,11.652268409729,13.440468788147,13.1518688201904,11.6356687545776,12.5477685928345,14.9614686965942,11.98996925354,15.7405681610107,11.6486692428589,12.2540683746338,11.9043684005737,13.2416687011719,14.1465692520142,14.1152687072754,14.9463682174683,13.6497688293457,60,MYD88,IRAK1
TRUE,2.30805019868903,-2.05049991607666,Q9ERF3,Q9ERF3,"WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed",Wdr61,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,33.772,16,4,4,4,4,14.6501684188843,15.3487682342529,16.8996677398682,15.1789684295654,17.1305694580078,15.0123682022095,12.2736692428589,13.7217683792114,13.7503690719604,12.3093690872192,12.5702686309814,13.4469690322876,14.9065685272217,14.2736692428589,15.2795686721802,15.8191690444946,60,MYD88,IRAK1
TRUE,2.53035535089471,-2.23938306172689,Q9JI13,Q9JI13,Something about silencing protein 10,Utp3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,6,53.398,14,4,3,3,4,16.1789684295654,17.6356678009033,17.3411693572998,16.4690685272217,16.3145694732666,17.3995685577393,NA,15.9055681228638,NA,15.5071687698364,15.2485685348511,15.4206686019897,16.6234683990479,18.1565685272217,18.0003681182861,17.7456684112549,60,MYD88,IRAK1
TRUE,2.68626012336392,-2.81007480621338,Q9JJ66,Q9JJ66,Cell division cycle protein 20 homolog,Cdc20,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,6,54.815,16,4,4,4,4,16.1206684112549,16.013069152832,15.4441690444946,15.7502689361572,14.7814683914185,14.7369689941406,12.5074691772461,12.316668510437,12.9240684509277,13.8841686248779,11.6490688323975,11.7410688400269,15.0850687026978,15.2886686325073,15.5987682342529,15.4661684036255,60,MYD88,IRAK1
TRUE,2.37523365319562,3.58869965871175,Q9JK91,Q9JK91,DNA mismatch repair protein Mlh1,Mlh1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,84.669,14,4,4,3,3,11.3764686584473,11.5628690719604,10.7429685592651,11.8242683410645,12.9345684051514,11.4089689254761,8.6839485168457,8.70887851715088,12.9594688415527,12.2077684402466,NA,11.3127689361572,9.32276916503906,8.33466911315918,8.05646896362305,NA,60,MYD88,IRAK1
TRUE,2.58412683586951,2.46940040588379,Q9JMH9,Q9JMH9,Unconventional myosin-XVIIIa,Myo18a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,82,232.75,16,4,4,4,4,20.8579692840576,20.7229690551758,21.5391693115234,21.0663681030273,20.620569229126,20.3972682952881,20.6523685455322,20.8387680053711,20.5229682922363,20.2406692504883,19.9394683837891,20.3292694091797,16.488468170166,17.9037685394287,17.9251689910889,18.8373680114746,60,MYD88,IRAK1
TRUE,2.63776461862475,3.0338249206543,Q9QYB5,Q9QYB5,Gamma-adducin,Add3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,7,78.776,16,4,4,4,4,16.3349685668945,14.4741687774658,16.4154682159424,15.770468711853,15.1851682662964,15.5958681106567,15.4040689468384,15.9437685012817,16.3402690887451,16.1283683776855,15.5521688461304,16.2787685394287,11.4282684326172,13.045768737793,13.9582691192627,13.7319688796997,60,MYD88,IRAK1
TRUE,2.72240643474787,5.29999947547913,Q9QYC0,Q9QYC0,Alpha-adducin,Add1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,9,80.646,16,4,4,4,4,16.1100692749023,14.7400684356689,16.4181690216064,16.4854679107666,15.6473684310913,17.0223693847656,15.6808681488037,16.7636680603027,17.4018688201904,16.9376678466797,17.0206680297852,17.4536685943604,10.7607688903809,12.8177690505981,9.80486869812012,14.23046875,60,MYD88,IRAK1
TRUE,2.37407197560625,-2.41967535018921,Q9QZH3,Q9QZH3,Peptidyl-prolyl cis-trans isomerase E,Ppie,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,33.448,16,4,4,4,4,15.1997690200806,16.7935676574707,14.6490688323975,12.7973690032959,14.3191690444946,16.6019687652588,12.108868598938,12.4974689483643,15.1785688400269,14.5427684783936,14.6514682769775,13.0957689285278,17.6445693969727,16.8115692138672,16.3498687744141,16.3412685394287,60,MYD88,IRAK1
TRUE,2.8931555724556,2.5758916536967,Q9R0Q6,Q9R0Q6,Actin-related protein 2/3 complex subunit 1A,Arpc1a,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,7,41.626,15,4,4,4,3,15.7959690093994,15.6237688064575,15.8774681091309,15.5091686248779,15.2788686752319,15.1356687545776,15.8589687347412,16.3317680358887,15.260968208313,14.7912683486938,14.3895692825317,15.7769689559937,NA,12.4815683364868,12.1123685836792,12.8424692153931,60,MYD88,IRAK1
TRUE,2.76070564249216,1.99445009231567,Q9WTI7;O88329,Q9WTI7,Unconventional myosin-Ic,Myo1c,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,39,121.94,16,4,4,4,4,20.5147686004639,20.3691692352295,21.1520690917969,20.5991687774658,20.5106678009033,20.05126953125,20.3817691802979,20.5908679962158,20.507568359375,20.3083686828613,19.711368560791,20.210168838501,17.2785682678223,18.3613681793213,18.254768371582,18.86496925354,60,MYD88,IRAK1
TRUE,2.63792509282598,1.93740034103394,Q9WUM4,Q9WUM4,Coronin-1C,Coro1c,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,17,53.12,16,4,4,4,4,21.8057689666748,21.9541683197021,22.0339679718018,21.8036689758301,21.0187683105469,20.9705696105957,21.6872692108154,21.6469688415527,20.9426689147949,20.9248695373535,20.5796680450439,21.2322692871094,17.9527683258057,19.4013690948486,19.0425682067871,19.5331687927246,60,MYD88,IRAK1
TRUE,4.11289900752873,-2.77317460378011,Q9Z0H4,Q9Z0H4,CUGBP Elav-like family member 2,Celf2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,54.27,15,4,4,3,4,14.5208692550659,14.3438692092896,14.4870691299438,14.3971691131592,14.2896690368652,14.2343692779541,13.3226690292358,14.5309686660767,12.727068901062,12.6437692642212,NA,12.4551687240601,14.8801689147949,15.7816686630249,15.336968421936,15.5285682678223,60,MYD88,IRAK1
TRUE,2.15763381953384,2.95999979972839,Q9Z0P5,Q9Z0P5,Twinfilin-2,Twf2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,5,39.47,16,4,4,4,4,15.716968536377,15.3236684799194,15.97096824646,15.921368598938,15.0880689620972,14.6818685531616,14.9475688934326,14.9622688293457,15.5091686248779,15.4351682662964,13.4253692626953,15.1136684417725,10.6135692596436,11.3885688781738,12.9193687438965,12.7218685150146,60,MYD88,IRAK1
TRUE,50,10,O54788,O54788,DNA fragmentation factor subunit beta,Dffb,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,39.449,7,2,1,3,1,NA,11.4454,12.0808,NA,NA,NA,NA,10.1649,12.1356,10.3526,NA,8.34853,10.5911,NA,NA,NA,60,MYD88,IRAK1
TRUE,50,10,P13504,P13504,"Interleukin-1 receptor type 1;Interleukin-1 receptor type 1, membrane form;Interleukin-1 receptor type 1, soluble form",Il1r1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,66.697,11,4,3,4,0,10.8038,9.82477,11.8683,11.8688,13.3697,13.3896,NA,12.1172,13.2572,13.9295,13.8479,12.8954,NA,NA,NA,NA,60,MYD88,IRAK1
TRUE,50,10,P18181,P18181,CD48 antigen,Cd48,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,4,27.383,13,4,4,4,1,15.4404,15.5026,16.4048,15.6752,16.1407,16.3174,14.8651,15.6947,14.2834,14.275,13.6329,15.4771,NA,NA,11.9561,NA,60,MYD88,IRAK1
TRUE,50,10,P20937,P20937,T-cell surface glycoprotein YE1/48,Klra1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,30.498,9,2,3,4,0,9.62482,NA,NA,10.2382,11.2771,NA,10.1309,10.4827,10.0595,10.8643,10.8342,9.83991,NA,NA,NA,NA,60,MYD88,IRAK1
TRUE,50,10,Q3U1F9,Q3U1F9,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,Pag1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,46.549,13,4,4,4,1,14.0694,14.829,15.5131,13.9769,15.0441,14.5126,14.0241,14.8863,15.1536,12.9225,14.0592,15.3057,NA,NA,12.223,NA,60,MYD88,IRAK1
TRUE,50,10,Q4VC33,Q4VC33,Macrophage erythroblast attacher,Maea,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,45.336,9,3,2,3,1,NA,9.56519,9.54248,10.0889,NA,NA,9.04034,9.84593,8.95552,9.4092,9.01292,NA,NA,NA,NA,9.97267,60,MYD88,IRAK1
TRUE,50,10,Q60843,Q60843,Krueppel-like factor 2,Klf2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,37.656,12,4,3,4,1,11.5499,11.8879,11.3384,11.8559,12.1399,12.2715,NA,12.0265,12.2978,11.5208,11.4815,12.0226,NA,NA,NA,12.0551,60,MYD88,IRAK1
TRUE,50,10,Q61239,Q61239,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,Fnta,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,44.013,6,1,1,3,1,NA,12.2206,NA,NA,12.8603,NA,NA,NA,11.4112,10.9187,NA,11.2592,NA,NA,11.6909,NA,60,MYD88,IRAK1
TRUE,50,10,Q61730,Q61730,Interleukin-1 receptor accessory protein,Il1rap,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,65.74,7,1,3,3,0,NA,NA,NA,11.0791,13.3006,12.9118,12.3207,NA,NA,13.1666,13.088,13.1256,NA,NA,NA,NA,60,MYD88,IRAK1
TRUE,50,10,Q80TN4,Q80TN4,DnaJ homolog subfamily C member 16,Dnajc16,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,3,89.135,9,3,2,3,1,NA,11.8472,12.5663,11.1672,NA,NA,12.9686,12.6812,11.6761,NA,10.805,10.1905,8.70827,NA,NA,NA,60,MYD88,IRAK1
TRUE,50,10,Q80WC1,Q80WC1,Ubinuclein-2,Ubn2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,141.74,4,0,1,3,0,NA,NA,NA,NA,NA,NA,NA,11.6392,10.4317,9.82633,NA,8.55822,NA,NA,NA,NA,60,MYD88,IRAK1
TRUE,50,10,Q8BJ25,Q8BJ25,THAP domain-containing protein 3,Thap3,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,24.627,8,1,3,3,1,NA,NA,11.7891,NA,NA,11.7678,12.3332,11.8436,13.5565,11.5661,NA,11.907,NA,NA,NA,12.0243,60,MYD88,IRAK1
TRUE,50,10,Q8CD92,Q8CD92,Tetratricopeptide repeat protein 27,Ttc27,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,96.43,12,4,3,4,1,12.4001,12.8766,12.6389,12.1747,11.8177,11.9653,NA,13.4334,11.9951,11.2195,11.7564,11.7604,NA,NA,NA,11.9659,60,MYD88,IRAK1
TRUE,50,10,Q8CFA1,Q8CFA1,Interleukin-1 receptor-associated kinase-like 2,Irak2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,69.046,5,1,0,4,0,7.66967,NA,NA,NA,NA,NA,NA,NA,13.2322,8.67023,8.2579,10.9118,NA,NA,NA,NA,60,MYD88,IRAK1
TRUE,50,10,Q8R1G6,Q8R1G6,PDZ and LIM domain protein 2,Pdlim2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,37.703,9,4,1,3,1,13.0941,14.7997,14.2504,14.0322,13.2852,NA,NA,NA,12.5011,NA,12.8911,12.0964,NA,NA,11.7408,NA,60,MYD88,IRAK1
TRUE,50,10,Q8R4D5,Q8R4D5,Transient receptor potential cation channel subfamily M member 8,Trpm8,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,127.71,8,3,2,3,0,NA,12.4305,13.055,13.7519,13.21,12.6198,NA,NA,13.1258,12.7036,12.2394,NA,NA,NA,NA,NA,60,MYD88,IRAK1
TRUE,50,10,Q99J56,Q99J56,Derlin-1,Derl1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,28.834,10,3,2,4,1,14.1131,14.2425,14.6856,NA,14.2889,NA,12.9669,NA,13.6588,13.432,13.971,13.8136,NA,NA,NA,14.3616,60,MYD88,IRAK1
TRUE,50,10,Q9EPK2,Q9EPK2,Protein XRP2,Rp2,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,39.376,7,1,3,3,0,NA,12.3338,NA,NA,12.478,12.7085,NA,12.7573,12.2106,12.7647,NA,12.188,NA,NA,NA,NA,60,MYD88,IRAK1
TRUE,50,10,Q9JKV1,Q9JKV1,Proteasomal ubiquitin receptor ADRM1,Adrm1,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,2,42.06,7,1,2,3,1,NA,NA,NA,8.83088,NA,NA,12.6139,13.6979,12.897,11.1545,NA,11.5262,9.28257,NA,NA,NA,60,MYD88,IRAK1
TRUE,50,10,Q9QZB7,Q9QZB7,Actin-related protein 10,Actr10,"Color2 [A=255, R=169, G=169, B=169]",1,4,NA,NA,NA,NA,1,46.207,12,4,3,4,1,10.5277,11.5423,12.5024,11.9208,9.73142,10.3522,NA,10.6041,9.22193,10.8762,10.6787,10.4641,9.92927,NA,NA,NA,60,MYD88,IRAK1
