"FILE","MODEL","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","FILE_MODEL","NUM_CLUSTERS","N_MONOMERS","ORIGIN","FILE_N","RANK","inv.RANK","VIS"
"MYD88_P53568_x1",3,3.37,71.56,0.3721,0,0,0,0,"MYD88_P53568_x1_x2_model_3",2,2,"MYD88","MYD88_P53568_x1_2",5,1,"none"
"MYD88_P53568_x1",4,1.33,70.05,0.3775,0.0075,0,5,4,"MYD88_P53568_x1_x2_model_4",2,2,"MYD88","MYD88_P53568_x1_2",5,1,"none"
"MYD88_P53568_x1",5,3.39,69.5,0.3731,0.009,0,5,3,"MYD88_P53568_x1_x2_model_5",2,2,"MYD88","MYD88_P53568_x1_2",5,1,"none"
"MYD88_P54116_x1",1,1.12,73.98,0.3735,0.0281,2e-04,11,10,"MYD88_P54116_x1_x2_model_1",2,2,"MYD88","MYD88_P54116_x1_2",2,4,NA
"MYD88_P54116_x1",2,1.73,73.75,0.3688,0.0032,0,3,2,"MYD88_P54116_x1_x2_model_2",2,2,"MYD88","MYD88_P54116_x1_2",5,1,"none"
"MYD88_P54116_x1",3,1.2,73.27,0.3777,0.0326,4e-04,14,10,"MYD88_P54116_x1_x2_model_3",2,2,"MYD88","MYD88_P54116_x1_2",1,5,NA
"MYD88_P54116_x1",4,0.95,75.62,0.365,0.0014,0,2,1,"MYD88_P54116_x1_x2_model_4",2,2,"MYD88","MYD88_P54116_x1_2",5,1,"none"
"MYD88_P54116_x1",5,1.98,73.57,0.3696,0,0,0,0,"MYD88_P54116_x1_x2_model_5",2,2,"MYD88","MYD88_P54116_x1_2",5,1,"none"
"MYD88_P57746_x1",1,2.57,77.9,0.3752,0.006,1e-04,6,3,"MYD88_P57746_x1_x2_model_1",2,2,"MYD88","MYD88_P57746_x1_2",4,2,NA
"MYD88_P57746_x1",2,0.94,75.39,0.3795,0.0382,0.001,17,12,"MYD88_P57746_x1_x2_model_2",1,2,"MYD88","MYD88_P57746_x1_2",2,4,NA
"MYD88_P57746_x1",3,2.29,75.56,0.3787,0.0103,3e-04,7,4,"MYD88_P57746_x1_x2_model_3",2,2,"MYD88","MYD88_P57746_x1_2",3,3,NA
"MYD88_P57746_x1",4,2.35,75.56,0.3666,0.0014,0,2,1,"MYD88_P57746_x1_x2_model_4",2,2,"MYD88","MYD88_P57746_x1_2",5,1,"none"
"MYD88_P57746_x1",5,1.15,76.54,0.4139,0.0274,0.0016,15,9,"MYD88_P57746_x1_x2_model_5",2,2,"MYD88","MYD88_P57746_x1_2",1,5,NA
"MYD88_P58389_x1",1,0.45,84.94,0.6226,0.479,0.3327,43,42,"MYD88_P58389_x1_x2_model_1",1,2,"MYD88","MYD88_P58389_x1_2",1,5,NA
"MYD88_P58389_x1",2,2.33,82.38,0.5396,0.017,2e-04,9,6,"MYD88_P58389_x1_x2_model_2",2,2,"MYD88","MYD88_P58389_x1_2",5,1,NA
"MYD88_P58389_x1",3,0.52,84.59,0.6057,0.4722,0.313,51,45,"MYD88_P58389_x1_x2_model_3",1,2,"MYD88","MYD88_P58389_x1_2",2,4,NA
"MYD88_P58389_x1",4,0.51,81.67,0.5324,0.0291,4e-04,14,10,"MYD88_P58389_x1_x2_model_4",2,2,"MYD88","MYD88_P58389_x1_2",4,2,NA
"MYD88_P58389_x1",5,0.33,84.24,0.6148,0.4143,0.2604,31,32,"MYD88_P58389_x1_x2_model_5",1,2,"MYD88","MYD88_P58389_x1_2",3,3,NA
"MYD88_P58462_x1",1,6.98,53.39,0.2785,0.1823,0.0292,34,29,"MYD88_P58462_x1_x2_model_1",1,2,"MYD88","MYD88_P58462_x1_2",2,4,NA
"MYD88_P58462_x1",2,8.47,51.66,0.2582,0,0,0,0,"MYD88_P58462_x1_x2_model_2",2,2,"MYD88","MYD88_P58462_x1_2",5,1,"none"
"MYD88_P58462_x1",3,5.23,51.88,0.2605,0,0,0,0,"MYD88_P58462_x1_x2_model_3",2,2,"MYD88","MYD88_P58462_x1_2",5,1,"none"
"MYD88_P58462_x1",4,20.1,52.44,0.2451,0.1218,0.0015,29,26,"MYD88_P58462_x1_x2_model_4",1,2,"MYD88","MYD88_P58462_x1_2",3,3,NA
"MYD88_P58462_x1",5,9.93,52.11,0.3103,0.3291,0.1892,31,26,"MYD88_P58462_x1_x2_model_5",1,2,"MYD88","MYD88_P58462_x1_2",1,5,NA
"MYD88_P58465_x1",1,5.35,72.88,0.4438,0.3696,0.121,47,45,"MYD88_P58465_x1_x2_model_1",1,2,"MYD88","MYD88_P58465_x1_2",1,5,NA
"MYD88_P58465_x1",2,6.43,72.41,0.3778,0.2678,0.011,30,25,"MYD88_P58465_x1_x2_model_2",1,2,"MYD88","MYD88_P58465_x1_2",4,2,NA
"MYD88_P58465_x1",3,14.73,70.02,0.4629,0.2898,0.0637,30,38,"MYD88_P58465_x1_x2_model_3",1,2,"MYD88","MYD88_P58465_x1_2",3,3,NA
"MYD88_P58465_x1",4,5.6,71.67,0.3991,0.1054,0.0066,23,16,"MYD88_P58465_x1_x2_model_4",1,2,"MYD88","MYD88_P58465_x1_2",5,1,NA
"MYD88_P58465_x1",5,12.86,69.98,0.4034,0.4232,0.1027,148,268,"MYD88_P58465_x1_x2_model_5",1,2,"MYD88","MYD88_P58465_x1_2",2,4,NA
"MYD88_P58466_x1",1,11.24,73.96,0.3841,0.0408,7e-04,20,13,"MYD88_P58466_x1_x2_model_1",1,2,"MYD88","MYD88_P58466_x1_2",5,1,NA
"MYD88_P58466_x1",2,3.26,74.07,0.3959,0.2057,0.0126,31,31,"MYD88_P58466_x1_x2_model_2",1,2,"MYD88","MYD88_P58466_x1_2",4,2,NA
"MYD88_P58466_x1",3,7.03,72.35,0.3939,0.3014,0.0458,42,44,"MYD88_P58466_x1_x2_model_3",1,2,"MYD88","MYD88_P58466_x1_2",1,5,NA
"MYD88_P58466_x1",4,3.19,73.23,0.395,0.2782,0.0194,33,32,"MYD88_P58466_x1_x2_model_4",1,2,"MYD88","MYD88_P58466_x1_2",3,3,NA
"MYD88_P58466_x1",5,7.44,73.14,0.3902,0.2299,0.0305,31,28,"MYD88_P58466_x1_x2_model_5",1,2,"MYD88","MYD88_P58466_x1_2",2,4,NA
"MYD88_P58802_x1",1,2.26,71.43,0.5237,0.3824,0.0814,56,61,"MYD88_P58802_x1_x2_model_1",1,2,"MYD88","MYD88_P58802_x1_2",3,3,NA
"MYD88_P58802_x1",2,5.54,72.15,0.5161,0.3362,0.069,36,35,"MYD88_P58802_x1_x2_model_2",1,2,"MYD88","MYD88_P58802_x1_2",4,2,NA
"MYD88_P58802_x1",3,12.62,70.56,0.511,0.3335,0.0877,47,50,"MYD88_P58802_x1_x2_model_3",1,2,"MYD88","MYD88_P58802_x1_2",2,4,NA
"MYD88_P58802_x1",4,2.2,70.9,0.5559,0.411,0.1707,69,114,"MYD88_P58802_x1_x2_model_4",1,2,"MYD88","MYD88_P58802_x1_2",1,5,NA
"MYD88_P58802_x1",5,9.47,71.13,0.486,0.2873,0.0135,28,38,"MYD88_P58802_x1_x2_model_5",1,2,"MYD88","MYD88_P58802_x1_2",5,1,NA
"MYD88_P59279_x1",1,1.79,79.24,0.6325,0.5038,0.4463,57,57,"MYD88_P59279_x1_x2_model_1",1,2,"MYD88","MYD88_P59279_x1_2",1,5,NA
"MYD88_P59279_x1",2,1.96,77.83,0.5964,0.4448,0.3646,45,45,"MYD88_P59279_x1_x2_model_2",1,2,"MYD88","MYD88_P59279_x1_2",4,2,NA
"MYD88_P59279_x1",3,1.09,78.09,0.6116,0.4741,0.3965,42,41,"MYD88_P59279_x1_x2_model_3",1,2,"MYD88","MYD88_P59279_x1_2",3,3,NA
"MYD88_P59279_x1",4,1.79,78.39,0.6119,0.4475,0.3636,42,40,"MYD88_P59279_x1_x2_model_4",1,2,"MYD88","MYD88_P59279_x1_2",5,1,NA
"MYD88_P59279_x1",5,0.87,79.75,0.6326,0.5101,0.4453,60,61,"MYD88_P59279_x1_x2_model_5",1,2,"MYD88","MYD88_P59279_x1_2",2,4,NA
"MYD88_P59481_x1",1,3.85,76.91,0.4827,0.4067,0.103,50,46,"MYD88_P59481_x1_x2_model_1",1,2,"MYD88","MYD88_P59481_x1_2",1,5,NA
"MYD88_P59481_x1",2,1.6,75.71,0.4545,0.0968,0.0032,22,17,"MYD88_P59481_x1_x2_model_2",1,2,"MYD88","MYD88_P59481_x1_2",4,2,NA
"MYD88_P59481_x1",3,2.77,74.77,0.4499,0.1683,0.0069,25,20,"MYD88_P59481_x1_x2_model_3",1,2,"MYD88","MYD88_P59481_x1_2",3,3,NA
"MYD88_P59481_x1",4,0.6,76.69,0.449,0.0515,8e-04,16,10,"MYD88_P59481_x1_x2_model_4",2,2,"MYD88","MYD88_P59481_x1_2",5,1,NA
"MYD88_P59481_x1",5,1.85,75.07,0.436,0.2505,0.0085,31,30,"MYD88_P59481_x1_x2_model_5",1,2,"MYD88","MYD88_P59481_x1_2",2,4,NA
"MYD88_P59913_x1",1,0.6,76.73,0.5041,0.2417,0.0434,42,51,"MYD88_P59913_x1_x2_model_1",1,2,"MYD88","MYD88_P59913_x1_2",3,3,NA
"MYD88_P59913_x1",2,2.28,75.15,0.4951,0.1115,0.0066,22,25,"MYD88_P59913_x1_x2_model_2",1,2,"MYD88","MYD88_P59913_x1_2",4,2,NA
"MYD88_P59913_x1",3,1.6,75.49,0.5408,0.3305,0.0886,47,48,"MYD88_P59913_x1_x2_model_3",1,2,"MYD88","MYD88_P59913_x1_2",1,5,NA
"MYD88_P59913_x1",4,1.03,76.4,0.4997,0.0608,0.0018,20,21,"MYD88_P59913_x1_x2_model_4",1,2,"MYD88","MYD88_P59913_x1_2",5,1,NA
"MYD88_P59913_x1",5,1.53,76.06,0.4961,0.2811,0.0568,29,35,"MYD88_P59913_x1_x2_model_5",1,2,"MYD88","MYD88_P59913_x1_2",2,4,NA
"MYD88_P61027_x1",1,0.58,77.55,0.5969,0.4492,0.3527,74,84,"MYD88_P61027_x1_x2_model_1",1,2,"MYD88","MYD88_P61027_x1_2",1,5,NA
"MYD88_P61027_x1",2,1.54,75.69,0.5652,0.4085,0.2893,64,67,"MYD88_P61027_x1_x2_model_2",1,2,"MYD88","MYD88_P61027_x1_2",3,3,NA
"MYD88_P61027_x1",3,0.93,74.15,0.4186,0.2526,0.066,47,48,"MYD88_P61027_x1_x2_model_3",1,2,"MYD88","MYD88_P61027_x1_2",5,1,NA
"MYD88_P61027_x1",4,0.51,76.71,0.5609,0.3733,0.2811,64,65,"MYD88_P61027_x1_x2_model_4",1,2,"MYD88","MYD88_P61027_x1_2",4,2,NA
"MYD88_P61027_x1",5,1.81,77.55,0.5634,0.3871,0.3069,55,60,"MYD88_P61027_x1_x2_model_5",1,2,"MYD88","MYD88_P61027_x1_2",2,4,NA
"MYD88_P61202_x1",1,6.3,74.41,0.4739,0,0,0,0,"MYD88_P61202_x1_x2_model_1",2,2,"MYD88","MYD88_P61202_x1_2",5,1,"none"
"MYD88_P61202_x1",2,1.28,77.69,0.4783,0,0,0,0,"MYD88_P61202_x1_x2_model_2",2,2,"MYD88","MYD88_P61202_x1_2",5,1,"none"
"MYD88_P61202_x1",3,1.17,77.93,0.4927,0,0,0,0,"MYD88_P61202_x1_x2_model_3",2,2,"MYD88","MYD88_P61202_x1_2",5,1,"none"
"MYD88_P61202_x1",4,1.22,78.27,0.4724,0,0,0,0,"MYD88_P61202_x1_x2_model_4",2,2,"MYD88","MYD88_P61202_x1_2",5,1,"none"
"MYD88_P61202_x1",5,1.33,75.42,0.4725,0.0041,0,4,3,"MYD88_P61202_x1_x2_model_5",2,2,"MYD88","MYD88_P61202_x1_2",5,1,"none"
"MYD88_P61294_x1",1,1.54,74.39,0.4191,0.3052,0.0802,45,45,"MYD88_P61294_x1_x2_model_1",1,2,"MYD88","MYD88_P61294_x1_2",2,4,NA
"MYD88_P61294_x1",2,1.67,73.46,0.3987,0.231,0.0478,42,40,"MYD88_P61294_x1_x2_model_2",1,2,"MYD88","MYD88_P61294_x1_2",5,1,NA
"MYD88_P61294_x1",3,2.36,74.57,0.4172,0.3026,0.069,37,45,"MYD88_P61294_x1_x2_model_3",1,2,"MYD88","MYD88_P61294_x1_2",3,3,NA
"MYD88_P61294_x1",4,2.21,73.94,0.4045,0.2941,0.0543,43,48,"MYD88_P61294_x1_x2_model_4",1,2,"MYD88","MYD88_P61294_x1_2",4,2,NA
"MYD88_P61294_x1",5,1.19,73.89,0.4176,0.2715,0.1052,37,36,"MYD88_P61294_x1_x2_model_5",1,2,"MYD88","MYD88_P61294_x1_2",1,5,NA
"MYD88_P62071_x1",1,2.44,74.22,0.3944,0.0138,3e-04,10,6,"MYD88_P62071_x1_x2_model_1",2,2,"MYD88","MYD88_P62071_x1_2",5,1,NA
"MYD88_P62071_x1",2,2.09,75.4,0.4226,0.3132,0.0941,44,53,"MYD88_P62071_x1_x2_model_2",1,2,"MYD88","MYD88_P62071_x1_2",1,5,NA
"MYD88_P62071_x1",3,2.25,72.23,0.4147,0.1693,0.0138,26,24,"MYD88_P62071_x1_x2_model_3",1,2,"MYD88","MYD88_P62071_x1_2",3,3,NA
"MYD88_P62071_x1",4,1.03,74.44,0.4064,0.201,0.0218,30,27,"MYD88_P62071_x1_x2_model_4",1,2,"MYD88","MYD88_P62071_x1_2",2,4,NA
"MYD88_P62071_x1",5,4.62,73.98,0.3892,0.1849,0.0119,34,32,"MYD88_P62071_x1_x2_model_5",1,2,"MYD88","MYD88_P62071_x1_2",4,2,NA
"MYD88_P62340_x1",1,1.25,79.45,0.3919,0.1839,0.0022,24,24,"MYD88_P62340_x1_x2_model_1",1,2,"MYD88","MYD88_P62340_x1_2",3,3,NA
"MYD88_P62340_x1",2,5.07,80.97,0.393,0.0119,1e-04,6,5,"MYD88_P62340_x1_x2_model_2",2,2,"MYD88","MYD88_P62340_x1_2",5,1,NA
"MYD88_P62340_x1",3,1.74,80.56,0.4184,0.2194,0.0158,27,26,"MYD88_P62340_x1_x2_model_3",1,2,"MYD88","MYD88_P62340_x1_2",1,5,NA
"MYD88_P62340_x1",4,2.05,80.74,0.4031,0.1866,0.0086,23,22,"MYD88_P62340_x1_x2_model_4",1,2,"MYD88","MYD88_P62340_x1_2",2,4,NA
"MYD88_P62340_x1",5,0.89,79.22,0.3934,0.0191,3e-04,9,5,"MYD88_P62340_x1_x2_model_5",2,2,"MYD88","MYD88_P62340_x1_2",4,2,NA
"MYD88_P62492_x1",1,0.44,77.73,0.586,0.4328,0.287,67,73,"MYD88_P62492_x1_x2_model_1",1,2,"MYD88","MYD88_P62492_x1_2",3,3,NA
"MYD88_P62492_x1",2,0.53,78.64,0.5815,0.44,0.2777,58,60,"MYD88_P62492_x1_x2_model_2",1,2,"MYD88","MYD88_P62492_x1_2",4,2,NA
"MYD88_P62492_x1",3,0.67,80.48,0.7101,0.5769,0.4117,81,85,"MYD88_P62492_x1_x2_model_3",1,2,"MYD88","MYD88_P62492_x1_2",1,5,NA
"MYD88_P62492_x1",4,0.77,78.56,0.5845,0.4234,0.265,59,58,"MYD88_P62492_x1_x2_model_4",1,2,"MYD88","MYD88_P62492_x1_2",5,1,NA
"MYD88_P62492_x1",5,0.7,80.25,0.6958,0.5798,0.3921,78,79,"MYD88_P62492_x1_x2_model_5",1,2,"MYD88","MYD88_P62492_x1_2",2,4,NA
"MYD88_P62869_x1",1,1.39,71.87,0.3917,0.0211,2e-04,9,7,"MYD88_P62869_x1_x2_model_1",2,2,"MYD88","MYD88_P62869_x1_2",2,4,NA
"MYD88_P62869_x1",2,1.22,75.81,0.387,0.0014,0,2,1,"MYD88_P62869_x1_x2_model_2",2,2,"MYD88","MYD88_P62869_x1_2",5,1,"none"
"MYD88_P62869_x1",3,1.41,73.04,0.3919,0.0116,1e-04,7,5,"MYD88_P62869_x1_x2_model_3",2,2,"MYD88","MYD88_P62869_x1_2",3,3,NA
"MYD88_P62869_x1",4,1.83,75.37,0.3919,0.0014,0,2,1,"MYD88_P62869_x1_x2_model_4",2,2,"MYD88","MYD88_P62869_x1_2",5,1,"none"
"MYD88_P62869_x1",5,4.36,73.2,0.3934,0.0224,3e-04,12,12,"MYD88_P62869_x1_x2_model_5",1,2,"MYD88","MYD88_P62869_x1_2",1,5,NA
"MYD88_P63005_x1",1,0.9,82.05,0.5009,0.0663,0.0028,18,16,"MYD88_P63005_x1_x2_model_1",1,2,"MYD88","MYD88_P63005_x1_2",1,5,NA
"MYD88_P63005_x1",2,1.1,81.43,0.4988,0.0055,0,4,2,"MYD88_P63005_x1_x2_model_2",2,2,"MYD88","MYD88_P63005_x1_2",5,1,"none"
"MYD88_P63005_x1",3,4.13,81.79,0.4945,0.0196,3e-04,8,6,"MYD88_P63005_x1_x2_model_3",2,2,"MYD88","MYD88_P63005_x1_2",3,3,NA
"MYD88_P63005_x1",4,0.96,81.18,0.4959,0,0,0,0,"MYD88_P63005_x1_x2_model_4",2,2,"MYD88","MYD88_P63005_x1_2",5,1,"none"
"MYD88_P63005_x1",5,1.33,80.88,0.5035,0.0388,0.0011,14,11,"MYD88_P63005_x1_x2_model_5",1,2,"MYD88","MYD88_P63005_x1_2",2,4,NA
"MYD88_P63213_x1",1,0.69,76.81,0.4427,0.0181,3e-04,8,7,"MYD88_P63213_x1_x2_model_1",2,2,"MYD88","MYD88_P63213_x1_2",1,5,NA
"MYD88_P63213_x1",2,0.96,74.9,0.4239,0,0,0,0,"MYD88_P63213_x1_x2_model_2",2,2,"MYD88","MYD88_P63213_x1_2",5,1,"none"
"MYD88_P63213_x1",3,1.12,75.02,0.4263,0,0,0,0,"MYD88_P63213_x1_x2_model_3",2,2,"MYD88","MYD88_P63213_x1_2",5,1,"none"
"MYD88_P63213_x1",4,1.04,74.37,0.4238,0,0,0,0,"MYD88_P63213_x1_x2_model_4",2,2,"MYD88","MYD88_P63213_x1_2",5,1,"none"
"MYD88_P63213_x1",5,0.71,75.52,0.4232,0,0,0,0,"MYD88_P63213_x1_x2_model_5",2,2,"MYD88","MYD88_P63213_x1_2",5,1,"none"
"MYD88_P63318_x1",1,0.97,76.26,0.4279,0.0101,1e-04,7,5,"MYD88_P63318_x1_x2_model_1",2,2,"MYD88","MYD88_P63318_x1_2",2,4,NA
"MYD88_P63318_x1",2,2.08,76.39,0.436,0.0028,0,3,2,"MYD88_P63318_x1_x2_model_2",2,2,"MYD88","MYD88_P63318_x1_2",5,1,"none"
"MYD88_P63318_x1",3,4.73,75.27,0.4366,0,0,0,0,"MYD88_P63318_x1_x2_model_3",2,2,"MYD88","MYD88_P63318_x1_2",5,1,"none"
"MYD88_P63318_x1",4,6,77.05,0.4121,0.0014,0,2,1,"MYD88_P63318_x1_x2_model_4",2,2,"MYD88","MYD88_P63318_x1_2",5,1,"none"
"MYD88_P63318_x1",5,1.58,74.68,0.4528,0.2954,0.0621,36,31,"MYD88_P63318_x1_x2_model_5",1,2,"MYD88","MYD88_P63318_x1_2",1,5,NA
"MYD88_P68373_x1",1,1.52,81.67,0.6013,0.0014,0,2,1,"MYD88_P68373_x1_x2_model_1",2,2,"MYD88","MYD88_P68373_x1_2",5,1,"none"
"MYD88_P68373_x1",2,0.9,81.34,0.6025,0.0154,1e-04,9,6,"MYD88_P68373_x1_x2_model_2",2,2,"MYD88","MYD88_P68373_x1_2",3,3,NA
"MYD88_P68373_x1",3,1.4,84.6,0.6718,0.3508,0.1223,46,51,"MYD88_P68373_x1_x2_model_3",1,2,"MYD88","MYD88_P68373_x1_2",1,5,NA
"MYD88_P68373_x1",4,2.25,82.78,0.6046,0,0,0,0,"MYD88_P68373_x1_x2_model_4",2,2,"MYD88","MYD88_P68373_x1_2",5,1,"none"
"MYD88_P68373_x1",5,1.29,81.5,0.6013,0.0519,6e-04,19,15,"MYD88_P68373_x1_x2_model_5",1,2,"MYD88","MYD88_P68373_x1_2",2,4,NA
"MYD88_P68433_x1",1,2.55,70.88,0.4157,0.0249,3e-04,12,9,"MYD88_P68433_x1_x2_model_1",2,2,"MYD88","MYD88_P68433_x1_2",2,4,NA
"MYD88_P68433_x1",2,3.78,71.86,0.415,0,0,0,0,"MYD88_P68433_x1_x2_model_2",2,2,"MYD88","MYD88_P68433_x1_2",5,1,"none"
"MYD88_P68433_x1",3,2.95,69.99,0.4047,0.0601,5e-04,16,13,"MYD88_P68433_x1_x2_model_3",1,2,"MYD88","MYD88_P68433_x1_2",1,5,NA
"MYD88_P68433_x1",4,0.79,70.94,0.4086,0.0164,2e-04,9,5,"MYD88_P68433_x1_x2_model_4",2,2,"MYD88","MYD88_P68433_x1_2",3,3,NA
"MYD88_P68433_x1",5,3.79,71.11,0.4141,0.0032,0,4,2,"MYD88_P68433_x1_x2_model_5",2,2,"MYD88","MYD88_P68433_x1_2",5,1,"none"
"MYD88_P70290_x1",1,20.84,71.75,0.4239,0.0738,9e-04,20,31,"MYD88_P70290_x1_x2_model_1",1,2,"MYD88","MYD88_P70290_x1_2",4,2,NA
"MYD88_P70290_x1",2,2.43,72.03,0.4497,0.2218,0.0433,26,28,"MYD88_P70290_x1_x2_model_2",1,2,"MYD88","MYD88_P70290_x1_2",1,5,NA
"MYD88_P70290_x1",3,5.84,71.75,0.4241,0.1819,0.0092,32,43,"MYD88_P70290_x1_x2_model_3",1,2,"MYD88","MYD88_P70290_x1_2",2,4,NA
"MYD88_P70290_x1",4,0.72,74.36,0.4474,0.0214,3e-04,14,13,"MYD88_P70290_x1_x2_model_4",1,2,"MYD88","MYD88_P70290_x1_2",5,1,NA
"MYD88_P70290_x1",5,2.2,69.84,0.4245,0.11,0.0049,26,39,"MYD88_P70290_x1_x2_model_5",1,2,"MYD88","MYD88_P70290_x1_2",3,3,NA
"MYD88_P70295_x1",1,3.72,72.9,0.4713,0.045,0.0071,16,15,"MYD88_P70295_x1_x2_model_1",1,2,"MYD88","MYD88_P70295_x1_2",1,5,NA
"MYD88_P70295_x1",2,18.34,71.62,0.4153,0,0,0,0,"MYD88_P70295_x1_x2_model_2",2,2,"MYD88","MYD88_P70295_x1_2",5,1,"none"
"MYD88_P70295_x1",3,16.48,71.33,0.4544,0.0105,0.0012,6,4,"MYD88_P70295_x1_x2_model_3",2,2,"MYD88","MYD88_P70295_x1_2",2,4,NA
"MYD88_P70295_x1",4,2.64,74.84,0.4272,0.0055,0,5,3,"MYD88_P70295_x1_x2_model_4",2,2,"MYD88","MYD88_P70295_x1_2",5,1,"none"
"MYD88_P70295_x1",5,3.71,72.31,0.4213,0,0,0,0,"MYD88_P70295_x1_x2_model_5",2,2,"MYD88","MYD88_P70295_x1_2",5,1,"none"
"MYD88_P70452_x1",1,2.78,70.24,0.3911,0.1567,0.0089,25,16,"MYD88_P70452_x1_x2_model_1",1,2,"MYD88","MYD88_P70452_x1_2",1,5,NA
"MYD88_P70452_x1",2,5.82,70.31,0.3591,0,0,0,0,"MYD88_P70452_x1_x2_model_2",2,2,"MYD88","MYD88_P70452_x1_2",5,1,"none"
"MYD88_P70452_x1",3,1.84,70.39,0.3646,0.0191,3e-04,10,6,"MYD88_P70452_x1_x2_model_3",2,2,"MYD88","MYD88_P70452_x1_2",4,2,NA
"MYD88_P70452_x1",4,1.47,72.34,0.3732,0.0234,7e-04,17,11,"MYD88_P70452_x1_x2_model_4",1,2,"MYD88","MYD88_P70452_x1_2",3,3,NA
"MYD88_P70452_x1",5,1.04,71.63,0.4039,0.0587,0.0048,20,15,"MYD88_P70452_x1_x2_model_5",1,2,"MYD88","MYD88_P70452_x1_2",2,4,NA
"MYD88_P70459_x1",1,7.42,48.32,0.2908,0.2501,0.0454,43,38,"MYD88_P70459_x1_x2_model_1",1,2,"MYD88","MYD88_P70459_x1_2",4,2,NA
"MYD88_P70459_x1",2,15.74,47.86,0.3071,0.194,0.0436,26,20,"MYD88_P70459_x1_x2_model_2",1,2,"MYD88","MYD88_P70459_x1_2",5,1,NA
"MYD88_P70459_x1",3,37.53,47.94,0.3182,0.3952,0.1399,47,61,"MYD88_P70459_x1_x2_model_3",1,2,"MYD88","MYD88_P70459_x1_2",1,5,NA
"MYD88_P70459_x1",4,13.66,49.03,0.3232,0.3001,0.1372,39,36,"MYD88_P70459_x1_x2_model_4",1,2,"MYD88","MYD88_P70459_x1_2",2,4,NA
"MYD88_P70459_x1",5,13.12,47.83,0.2897,0.2397,0.0535,36,29,"MYD88_P70459_x1_x2_model_5",1,2,"MYD88","MYD88_P70459_x1_2",3,3,NA
"MYD88_P70671_x1",1,1.85,73.14,0.3832,0.2711,0.0578,33,32,"MYD88_P70671_x1_x2_model_1",1,2,"MYD88","MYD88_P70671_x1_2",1,5,NA
"MYD88_P70671_x1",2,3.03,73.19,0.4022,0.0318,0.002,16,10,"MYD88_P70671_x1_x2_model_2",2,2,"MYD88","MYD88_P70671_x1_2",3,3,NA
"MYD88_P70671_x1",3,3.7,74.31,0.4218,0.1283,0.014,23,17,"MYD88_P70671_x1_x2_model_3",1,2,"MYD88","MYD88_P70671_x1_2",2,4,NA
"MYD88_P70671_x1",4,1.33,74.89,0.3913,0,0,0,0,"MYD88_P70671_x1_x2_model_4",2,2,"MYD88","MYD88_P70671_x1_2",5,1,"none"
"MYD88_P70671_x1",5,2.41,72.97,0.3931,0.0071,1e-04,6,3,"MYD88_P70671_x1_x2_model_5",2,2,"MYD88","MYD88_P70671_x1_2",4,2,NA
"MYD88_P70699_x1",1,1.08,85.33,0.7338,0.0284,3e-04,12,13,"MYD88_P70699_x1_x2_model_1",1,2,"MYD88","MYD88_P70699_x1_2",3,3,NA
"MYD88_P70699_x1",2,1.35,85.36,0.7336,0.0036,0,4,2,"MYD88_P70699_x1_x2_model_2",2,2,"MYD88","MYD88_P70699_x1_2",5,1,"none"
"MYD88_P70699_x1",3,3.99,86.84,0.7289,0.037,0.0017,13,11,"MYD88_P70699_x1_x2_model_3",1,2,"MYD88","MYD88_P70699_x1_2",2,4,NA
"MYD88_P70699_x1",4,1.45,86.85,0.7306,0.003,0,4,2,"MYD88_P70699_x1_x2_model_4",2,2,"MYD88","MYD88_P70699_x1_2",5,1,"none"
"MYD88_P70699_x1",5,2.48,85.44,0.7387,0.3265,0.0631,35,32,"MYD88_P70699_x1_x2_model_5",1,2,"MYD88","MYD88_P70699_x1_2",1,5,NA
"MYD88_P81183_x1",1,9.04,49.45,0.2754,0.1247,0.0033,23,18,"MYD88_P81183_x1_x2_model_1",1,2,"MYD88","MYD88_P81183_x1_2",2,4,NA
"MYD88_P81183_x1",2,5.54,50.05,0.2822,0.0064,1e-04,6,3,"MYD88_P81183_x1_x2_model_2",2,2,"MYD88","MYD88_P81183_x1_2",5,1,NA
"MYD88_P81183_x1",3,8.81,50.15,0.2798,0.2321,0.0189,33,31,"MYD88_P81183_x1_x2_model_3",1,2,"MYD88","MYD88_P81183_x1_2",1,5,NA
"MYD88_P81183_x1",4,6.06,50.51,0.2829,0.0341,0.0013,16,10,"MYD88_P81183_x1_x2_model_4",2,2,"MYD88","MYD88_P81183_x1_2",3,3,NA
"MYD88_P81183_x1",5,7.64,49.45,0.2749,0.0076,1e-04,5,3,"MYD88_P81183_x1_x2_model_5",2,2,"MYD88","MYD88_P81183_x1_2",5,1,NA
"MYD88_P84096_x1",1,1.22,84.3,0.5839,0.5476,0.3566,64,72,"MYD88_P84096_x1_x2_model_1",1,2,"MYD88","MYD88_P84096_x1_2",1,5,NA
"MYD88_P84096_x1",2,1.04,79.47,0.4308,0.1763,0.0148,29,27,"MYD88_P84096_x1_x2_model_2",1,2,"MYD88","MYD88_P84096_x1_2",4,2,NA
"MYD88_P84096_x1",3,2.32,77.73,0.4311,0.1732,0.0151,26,22,"MYD88_P84096_x1_x2_model_3",1,2,"MYD88","MYD88_P84096_x1_2",3,3,NA
