Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,T:.Protein.names,Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,C:.Only.identified.by.site,C:.Reverse,C:.Potential.contami1000t,N:.Peptides,N:.Mol..weight.[kDa],Valid.values,N:.Valid.values.60.min,N:.Valid.values.unstim,60.min.FG199.neu,60.min.FG200.neu,60.min.FG201.neu,60.min.FG202.neu,unstim.FG196.neu,unstim.FG197.neu,unstim.FG198.neu,ORIGIN,PULLED_PROTEIN,KO
TRUE,1.91444250820413,-1.37249159812927,P35486,P35486,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",Pdha1,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,43.231,8,4,4,15.3970994949341,15.3415002822876,15.2034997940063,16.0673999786377,16.5401992797852,17.5340995788574,16.5503005981445,60,IRAK1,NONE
FALSE,0,-1.91956647237142,P35545,P35545,Ubiquitin-like protein FUBI,Fau,Color2 [DarkGray],1,4,NA,NA,NA,NA,1,7.7857,4,1,3,15.725700378418,NA,NA,NA,17.3918991088867,19.2844009399414,16.25950050354,60,IRAK1,NONE
FALSE,0.646755754872576,-2.30600968996684,P35601,P35601,Replication factor C subunit 1,Rfc1,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,125.98,7,4,3,8.32612037658691,11.2980003356934,8.80312061309814,10.3626003265381,12.7178001403809,14.5973997116089,8.69521045684814,60,IRAK1,NONE
FALSE,0.651830861479895,-0.346208413441975,P35700,P35700,Peroxiredoxin-1,Prdx1,Color2 [DarkGray],1,4,NA,NA,NA,NA,12,22.176,8,4,4,20.2747001647949,19.6826992034912,20.0214996337891,19.994800567627,19.8535995483398,20.5904006958008,20.5748996734619,60,IRAK1,NONE
FALSE,1.07744520678411,-1.22743169466654,P35922,P35922,Fragile X mental retardation protein 1 homolog,Fmr1,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,68.988,8,4,4,11.7059001922607,10.7964000701904,10.7841997146606,9.94244003295898,12.9194002151489,11.4352998733521,11.7493000030518,60,IRAK1,NONE
FALSE,0.0247156657290672,0.0128672917683907,P35979,P35979,60S ribosomal protein L12,Rpl12,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,17.804,8,4,4,17.2492008209229,17.7583999633789,17.1469993591309,17.4829998016357,17.3820991516113,17.5531997680664,17.2542991638184,60,IRAK1,NONE
FALSE,0.963958030505547,-0.736917495727539,P35980,P35980,60S ribosomal protein L18,Rpl18,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,21.644,8,4,4,17.683500289917,18.4501991271973,18.6807994842529,17.899299621582,19.07080078125,19.3565998077393,18.3187007904053,60,IRAK1,NONE
FALSE,0.338127133380748,0.510017077128092,P36371,P36371,Antigen peptide transporter 2,Tap2,Color2 [DarkGray],1,4,NA,NA,NA,NA,1,77.444,6,3,3,NA,11.7784004211426,13.1978998184204,11.993800163269,11.5545997619629,12.0720996856689,NA,60,IRAK1,NONE
FALSE,0.696840070867711,-2.62593332926432,P36916,P36916,Guanine nucleotide-binding protein-like 1,Gnl1,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,68.77,5,2,3,9.93101024627686,NA,9.9525899887085,NA,12.5520000457764,14.7329998016357,10.4182004928589,60,IRAK1,NONE
FALSE,1.36443950821918,-1.23108418782552,P37913,P37913,DNA ligase 1,Lig1,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,102.29,8,4,4,10.2386999130249,10.1734199523926,10.3355102539063,11.5434999465942,11.9137001037598,11.2463998794556,12.2515001296997,60,IRAK1,NONE
FALSE,0.063881858826399,0.118008295694986,P38060,P38060,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",Hmgcl,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,34.238,8,4,4,14.1087999343872,14.3320999145508,12.9595003128052,14.0683002471924,14.7871999740601,12.5690002441406,13.891300201416,60,IRAK1,NONE
FALSE,1.56703142677182,-1.03283262252808,P38647,P38647,"Stress-70 protein, mitochondrial",Hspa9,Color2 [DarkGray],1,4,NA,NA,NA,NA,18,73.46,8,4,4,17.1515998840332,17.3567008972168,16.9011993408203,17.6121006011963,18.6271991729736,18.6238994598389,17.6135997772217,60,IRAK1,NONE
FALSE,2.02640476726167,-1.23525857925415,P39054;Q8BZ98;P39053,P39054,Dynamin-2,Dnm2,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,98.144,8,4,4,12.6895999908447,11.8393001556396,12.3101997375488,12.4899997711182,13.4792003631592,14.0432996749878,13.180100440979,60,IRAK1,NONE
FALSE,0.0650585090435668,0.269292593002319,P39688;Q04736;P05480,P39688;Q04736;P05480,Tyrosine-protein kinase Fyn;Tyrosine-protein kinase Yes;Neuronal proto-oncogene tyrosine-protein kinase Src,Fyn;Yes1;Src,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,60.674,7,4,3,11.0243997573853,10.7143001556396,10.3544702529907,14.496600151062,11.2547998428345,NA,11.5015001296997,60,IRAK1,NONE
TRUE,1.89614989762687,-3.37076632181804,P39749,P39749,Flap endonuclease 1,Fen1,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,42.314,8,4,4,12.8800001144409,12.6328001022339,12.4794998168945,13.1905002593994,16.3962993621826,17.8397998809814,14.2632999420166,60,IRAK1,NONE
FALSE,0.391843243111753,-0.308075428009033,P40124,P40124,Adenylyl cyclase-associated protein 1,Cap1,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,51.564,8,4,4,13.404899597168,13.1684999465942,12.3858003616333,12.9109001159668,12.7890005111694,13.34730052948,13.6905002593994,60,IRAK1,NONE
FALSE,0.779459905019372,-0.269667069117228,P40142,P40142,Transketolase,Tkt,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,67.63,8,4,4,13.6915998458862,13.5216999053955,13.8317003250122,13.3529996871948,14.121600151062,13.8227005004883,13.663200378418,60,IRAK1,NONE
FALSE,0,NA,P40630,P40630,"Transcription factor A, mitochondrial",Tfam,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,27.987,3,0,3,NA,NA,NA,NA,16.2402000427246,17.6998996734619,13.0216999053955,60,IRAK1,NONE
FALSE,0.306061632995307,-0.370949983596802,P41105,P41105,60S ribosomal protein L28,Rpl28,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,15.733,8,4,4,15.625599861145,14.2251005172729,15.90269947052,15.6191997528076,15.6701002120972,16.2101993560791,15.2620000839233,60,IRAK1,NONE
FALSE,1.7100415414153,-0.677025000254313,P41241,P41241,Tyrosine-protein kinase CSK,Csk,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,50.716,8,4,4,14.6435995101929,15.0212001800537,14.688099861145,14.8666000366211,15.5719995498657,15.0906000137329,15.7831001281738,60,IRAK1,NONE
TRUE,2.16252750047216,-1.71330833435059,P42208,P42208,Septin-2,44441,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,41.525,8,4,4,12.7412004470825,12.3401002883911,12.6535997390747,13.1367998123169,14.7804002761841,14.8815002441406,13.631799697876,60,IRAK1,NONE
FALSE,0.965072770904355,-0.978379885355631,P42225,P42225,Signal transducer and activator of transcription 1,Stat1,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,87.196,7,3,4,9.43459987640381,9.21242046356201,10.223840713501,NA,11.1468000411987,9.91590023040771,10.7433004379272,60,IRAK1,NONE
FALSE,0.321486206098681,-0.392031987508139,P42232,P42232,Signal transducer and activator of transcription 5B,Stat5b,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,90.001,6,2,4,NA,NA,8.9664306640625,9.61013984680176,9.63188076019287,10.2665004730225,9.14257049560547,60,IRAK1,NONE
FALSE,0.243950914730276,0.35187323888143,P42337,P42337,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Pik3ca,Color2 [DarkGray],1,4,NA,NA,NA,NA,1,124.41,6,3,3,9.66355991363525,NA,8.69486045837402,8.6803503036499,8.17712020874023,NA,9.14498043060303,60,IRAK1,NONE
FALSE,0.631815025101254,-2.27311627070109,P42669,P42669,Transcriptional activator protein Pur-alpha,Pura,Color2 [DarkGray],1,4,NA,NA,NA,NA,1,34.883,5,2,3,NA,12.3880004882813,NA,11.7601003646851,13.6281003952026,16.6336994171143,12.7797002792358,60,IRAK1,NONE
FALSE,1.72868777775133,-0.877357800801594,P42932,P42932,T-complex protein 1 subunit theta,Cct8,Color2 [DarkGray],1,4,NA,NA,NA,NA,27,59.555,8,4,4,18.9890003204346,18.4866008758545,18.0435009002686,18.5100002288818,19.6149005889893,19.1383991241455,19.4006004333496,60,IRAK1,NONE
FALSE,0.671987310519021,-1.13465642929077,P43247,P43247,DNA mismatch repair protein Msh2,Msh2,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,104.15,6,3,3,NA,8.90802001953125,10.2725601196289,10.3481006622314,11.5015001296997,NA,10.4535999298096,60,IRAK1,NONE
TRUE,1.75994113056375,-2.71721649169922,P43274;Q07133;P43275,P43274,Histone H1.4,Hist1h1e,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,21.977,8,4,4,20.2103996276855,19.7455005645752,19.5347003936768,20.1492004394531,23.3616008758545,23.6842002868652,20.8356990814209,60,IRAK1,NONE
TRUE,1.27142200139461,-1.7817333539327,P43276,P43276,Histone H1.5,Hist1h1b,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,22.576,8,4,4,19.4330997467041,19.3705005645752,18.9414005279541,19.6562004089355,21.0846004486084,22.5755996704102,19.7359008789063,60,IRAK1,NONE
TRUE,1.56506035878048,-2.5216588973999,P43277,P43277,Histone H1.3,Hist1h1d,Color2 [DarkGray],1,4,NA,NA,NA,NA,11,22.099,8,4,4,21.4412994384766,20.6812000274658,20.8552989959717,21.6665000915527,24.4174003601074,24.7728996276855,21.8579006195068,60,IRAK1,NONE
FALSE,1.00109432813653,-0.657133420308432,P43404,P43404,Tyrosine-protein kinase ZAP-70,Zap70,Color2 [DarkGray],1,4,NA,NA,NA,NA,12,70.111,8,4,4,14.4570999145508,14.6373996734619,13.6213998794556,14.8368997573853,15.2327995300293,14.9302997589111,14.972900390625,60,IRAK1,NONE
FALSE,0.12273864039056,0.186441818873087,P45376,P45376,Aldose reductase,Akr1b1,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,35.732,8,4,4,13.8807001113892,14.0599002838135,12.8430004119873,13.9638996124268,12.8204002380371,14.566499710083,13.1143999099731,60,IRAK1,NONE
FALSE,0.820161791770046,-0.877466837565104,P46460,P46460,Vesicle-fusing ATPase,Nsf,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,82.613,8,4,4,12.7588996887207,12.5138998031616,11.4670000076294,13.2658004760742,13.7615003585815,13.6135997772217,12.7615003585815,60,IRAK1,NONE
FALSE,1.22001967541602,-0.778241634368896,P46471,P46471,26S protease regulatory subunit 7,Psmc2,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,48.647,8,4,4,12.4598999023438,13.3023996353149,13.2484998703003,12.474100112915,14.0162000656128,13.5903997421265,13.3417997360229,60,IRAK1,NONE
TRUE,1.5771882123354,-1.9126828511556,P46935,P46935,E3 ubiquitin-protein ligase NEDD4,Nedd4,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,102.71,7,3,4,11.5543003082275,10.916600227356,NA,10.0355501174927,12.5525999069214,13.4126996994019,12.2791996002197,60,IRAK1,NONE
FALSE,1.80523231605747,-0.869667212168377,P47738,P47738,"Aldehyde dehydrogenase, mitochondrial",Aldh2,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,56.537,8,4,4,16.1028995513916,15.6969003677368,15.3920001983643,15.9502000808716,16.7159004211426,16.94580078125,16.3038005828857,60,IRAK1,NONE
FALSE,1.21632582431956,-0.764775911966961,P47753,P47753,F-actin-capping protein subunit alpha-1,Capza1,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,32.939,8,4,4,16.6907997131348,17.0366992950439,15.9011001586914,16.1042995452881,17.2513008117676,17.305700302124,17.0370006561279,60,IRAK1,NONE
FALSE,0.756182890217417,-0.769741535186768,P47754,P47754,F-actin-capping protein subunit alpha-2,Capza2,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,32.967,8,4,4,17.201099395752,17.0307006835938,16.8945007324219,16.881799697876,18.6035995483398,16.672399520874,18.0393009185791,60,IRAK1,NONE
FALSE,0.792571604912381,-0.22444995244344,P47757,P47757,F-actin-capping protein subunit beta,Capzb,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,31.345,8,4,4,16.3332004547119,16.2712001800537,16.2483005523682,16.3246994018555,16.4262008666992,16.2987003326416,16.8314990997314,60,IRAK1,NONE
TRUE,1.37029447015316,-1.77785038948059,P47758,P47758,Signal recognition particle receptor subunit beta,Srprb,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,29.579,8,4,4,13.3741998672485,13.690899848938,12.5637998580933,12.4484996795654,15.3600997924805,15.5459003448486,13.4856004714966,60,IRAK1,NONE
TRUE,2.81427329615251,-2.16695340474447,P47791,P47791,"Glutathione reductase, mitochondrial",Gsr,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,53.662,7,3,4,10.0625905990601,9.96975040435791,10.842399597168,NA,12.4841003417969,12.5332002639771,12.3583002090454,60,IRAK1,NONE
FALSE,2.02501178786448,-0.983299891153971,P47809,P47809,Dual specificity mitogen-activated protein kinase kinase 4,Map2k4,Color2 [DarkGray],1,4,NA,NA,NA,NA,1,44.113,7,3,4,12.0060997009277,NA,12.0150003433228,11.7557001113892,12.7468996047974,12.6881999969482,13.291600227356,60,IRAK1,NONE
FALSE,1.26340398320762,-1.24107464154561,P47856,P47856,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,Gfpt1,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,78.538,8,4,4,12.5220003128052,13.1316003799438,12.7493000030518,13.2575998306274,14.4940996170044,14.8804998397827,13.0939998626709,60,IRAK1,NONE
FALSE,2.12968057334747,-1.09516684214274,P47857,P47857,"ATP-dependent 6-phosphofructokinase, muscle type",Pfkm,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,85.268,7,3,4,12.2579002380371,11.8268003463745,NA,12.5312995910645,13.3414001464844,13.4055004119873,13.1546001434326,60,IRAK1,NONE
FALSE,0.0861804883647117,0.0739332834879569,P47911,P47911,60S ribosomal protein L6,Rpl6,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,33.509,8,4,4,16.4123992919922,16.0576000213623,16.0228004455566,16.4867992401123,15.5305995941162,16.3712997436523,16.6110000610352,60,IRAK1,NONE
FALSE,1.20651769955747,-1.57572476069133,P47915,P47915,60S ribosomal protein L29,Rpl29,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,17.587,8,4,4,16.0013008117676,15.9687995910645,16.2059993743896,16.3470001220703,18.1124992370605,18.8022994995117,16.2047004699707,60,IRAK1,NONE
FALSE,1.13435733792369,-0.562174876530966,P47941,P47941,Crk-like protein,Crkl,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,33.83,8,4,4,13.6619005203247,13.0076999664307,13.2859001159668,13.3906002044678,13.4439001083374,14.1464004516602,14.1057996749878,60,IRAK1,NONE
FALSE,1.31476295834312,-1.30445798238118,P47963,P47963,60S ribosomal protein L13,Rpl13,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,24.305,8,4,4,17.2744007110596,17.1651992797852,16.9186000823975,17.1193008422852,18.4090995788574,19.4549999237061,17.4074001312256,60,IRAK1,NONE
FALSE,1.18128482866129,-1.53011647860209,P48024;Q9CXU9,P48024;Q9CXU9,Eukaryotic translation initiation factor 1;Eukaryotic translation initiation factor 1b,Eif1;Eif1b,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,12.746,8,4,4,14.61549949646,14.0803003311157,14.0745000839233,14.3963003158569,15.9715003967285,17.0515995025635,14.4421997070313,60,IRAK1,NONE
FALSE,0.18238735828383,-0.222133000691732,P48453;P63328,P48453;P63328,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform;Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,Ppp3cb;Ppp3ca,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,59.173,7,3,4,11.9196996688843,10.7489004135132,NA,11.1056003570557,11.2841997146606,12.0848999023438,11.0714998245239,60,IRAK1,NONE
TRUE,2.9073009060823,-1.44052465756734,P48678;P21619,P48678,Prelamin-A/C;Lamin-A/C,Lmna,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,74.237,8,4,4,13.6943998336792,14.1141004562378,13.5397996902466,14.0088005065918,15.3417997360229,15.5595998764038,14.9379997253418,60,IRAK1,NONE
TRUE,3.17207036969003,-1.50576655069987,P48962;Q3V132,P48962,ADP/ATP translocase 1,Slc25a4,Color2 [DarkGray],1,4,NA,NA,NA,NA,12,32.904,8,4,4,15.5759000778198,15.5066995620728,15.7978000640869,16.0888004302979,17.3027992248535,17.4815998077393,16.9598007202148,60,IRAK1,NONE
FALSE,1.57551804809507,-0.531299988428751,P49025,P49025,Citron Rho-interacting kinase,Cit,Color2 [DarkGray],1,4,NA,NA,NA,NA,35,235.39,8,4,4,14.7627000808716,14.9451999664307,14.6674003601074,15.1970996856689,15.6136999130249,15.200400352478,15.4590997695923,60,IRAK1,NONE
FALSE,0,-1.53464984893799,P49312,P49312,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed",Hnrnpa1,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,34.196,4,1,3,NA,12.6194000244141,NA,NA,14.7090997695923,13.5989999771118,NA,60,IRAK1,NONE
FALSE,3.0432832586614,-1.04389119148254,P49717,P49717,DNA replication licensing factor MCM4,Mcm4,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,96.735,8,4,4,13.7389001846313,14.0109004974365,13.7883005142212,14.0609998703003,15.0468997955322,15.1121997833252,14.6718997955322,60,IRAK1,NONE
TRUE,2.22057674842242,-1.62504951159159,P49718,P49718,DNA replication licensing factor MCM5,Mcm5,Color2 [DarkGray],1,4,NA,NA,NA,NA,19,82.406,8,4,4,16.3229999542236,16.3516006469727,15.6164999008179,16.1811008453369,17.8717002868652,18.2738990783691,17.0837001800537,60,IRAK1,NONE
FALSE,1.86155464466092,-0.747608502705893,P49813,P49813,Tropomodulin-1,Tmod1,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,40.466,8,4,4,14.9899997711182,15.0637998580933,14.7279996871948,14.9743003845215,15.6925001144409,15.3077001571655,16.059700012207,60,IRAK1,NONE
FALSE,0.0343241454986885,0.0620663166046143,P50247,P50247,Adenosylhomocysteinase,Ahcy,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,47.688,8,4,4,12.1888999938965,12.881199836731,12.6124000549316,11.353099822998,12.7249002456665,11.059100151062,12.8065004348755,60,IRAK1,NONE
FALSE,0,NA,P50580,P50580,Proliferation-associated protein 2G4,Pa2g4,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,43.698,2,0,2,NA,NA,NA,NA,11.0268001556396,11.3831996917725,NA,60,IRAK1,NONE
TRUE,1.14613354419628,-2.58925835291545,P51174,P51174,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial",Acadl,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,47.907,8,4,4,11.6817998886108,12.5159997940063,10.7706003189087,13.231499671936,15.0532999038696,16.3556995391846,12.5087003707886,60,IRAK1,NONE
TRUE,2.37053642476219,-4.46462535858154,P51410,P51410,60S ribosomal protein L9,Rpl9,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,21.881,8,4,4,18.8076000213623,17.2383003234863,16.6515007019043,17.5473003387451,21.8735008239746,23.5909004211426,20.613000869751,60,IRAK1,NONE
TRUE,2.48732141379305,-1.25280062357585,P51881,P51881,"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed",Slc25a5,Color2 [DarkGray],1,4,NA,NA,NA,NA,12,32.931,8,4,4,18.8421001434326,18.6380004882813,18.2064990997314,18.3694000244141,19.8360004425049,20.0769004821777,19.3875007629395,60,IRAK1,NONE
TRUE,1.76658468573917,-2.08549515406291,P52293,P52293,Importin subunit alpha-1,Kpna2,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,57.927,8,4,4,11.1754999160767,11.4618997573853,9.83502006530762,10.6471996307373,12.461799621582,13.858099937439,12.2763004302979,60,IRAK1,NONE
TRUE,1.81416247282751,-1.79225858052572,P52431,P52431,DNA polymerase delta catalytic subunit,Pold1,Color2 [DarkGray],1,4,NA,NA,NA,NA,11,123.79,8,4,4,13.0628004074097,13.6051998138428,12.7232999801636,13.461799621582,15.1295003890991,15.8403997421265,14.0467004776001,60,IRAK1,NONE
FALSE,1.62446240211592,-0.70811637242635,P52480;P53657,P52480,Pyruvate kinase PKM,Pkm,Color2 [DarkGray],1,4,NA,NA,NA,NA,22,57.844,8,4,4,18.2968006134033,18.2796993255615,18.2045993804932,18.423900604248,18.8938999176025,19.4986000061035,18.6355991363525,60,IRAK1,NONE
TRUE,1.96410797214785,-1.75157562891642,P53026,P53026,60S ribosomal protein L10a,Rpl10a,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,24.916,8,4,4,15.569299697876,15.6396999359131,16.1170997619629,16.4867992401123,17.8434009552002,18.3771991729736,16.8938007354736,60,IRAK1,NONE
FALSE,0.0140258922849922,0.0333817799886074,P53349,P53349,Mitogen-activated protein kinase kinase kinase 1,Map3k1,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,161.29,8,4,4,9.38856983184814,8.58720016479492,8.38715076446533,8.46738052368164,9.57719993591309,6.88371992111206,9.56166076660156,60,IRAK1,NONE
FALSE,0,NA,P53564,P53564,Homeobox protein cut-like 1,Cux1,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,165.59,3,0,3,NA,NA,NA,NA,8.9771900177002,NA,9.48200988769531,60,IRAK1,NONE
FALSE,0.289353019629965,-0.648833592732748,P53986,P53986,Monocarboxylate transporter 1,Slc16a1,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,53.267,8,4,4,11.1605997085571,10.8871002197266,11.7347002029419,12.7735996246338,11.3022003173828,14.1519002914429,11.4093999862671,60,IRAK1,NONE
FALSE,0.683358847110561,-0.941516399383545,P54071,P54071,"Isocitrate dehydrogenase [NADP], mitochondrial",Idh2,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,50.906,8,4,4,11.7367000579834,11.7172002792358,12.2690000534058,12.387300491333,12.958399772644,14.2503004074097,11.6984996795654,60,IRAK1,NONE
TRUE,1.74107949838809,-1.90743295351664,P54103,P54103,"DnaJ homolog subfamily C member 2;DnaJ homolog subfamily C member 2, N-terminally processed",Dnajc2,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,71.721,8,4,4,13.7199001312256,14.4165000915527,13.8529005050659,13.9827003479004,15.7355995178223,17.0550003051758,14.9106998443604,60,IRAK1,NONE
TRUE,1.42339555410911,-2.01018877824148,P54276,P54276,DNA mismatch repair protein Msh6,Msh6,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,151.08,8,4,4,9.17149066925049,10.023380279541,7.96435022354126,9.75949001312256,11.1613998413086,12.247200012207,10.3109998703003,60,IRAK1,NONE
FALSE,0.493683898715293,-0.248849868774414,P54775,P54775,26S protease regulatory subunit 6B,Psmc4,Color2 [DarkGray],1,4,NA,NA,NA,NA,1,47.408,7,4,3,10.8957996368408,11.2510004043579,10.9693002700806,11.2493000030518,NA,11.6177997589111,11.0626001358032,60,IRAK1,NONE
FALSE,1.83636486980132,-1.283908923467,P54822,P54822,Adenylosuccinate lyase,Adsl,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,54.866,8,4,4,15.4432001113892,15.5164995193481,15.1197996139526,15.6161994934082,16.6417007446289,17.4151000976563,16.0666999816895,60,IRAK1,NONE
FALSE,1.13357587127091,-0.88545815149943,P54823,P54823,Probable ATP-dependent RNA helicase DDX6,Ddx6,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,54.191,8,4,4,14.644100189209,13.8296003341675,13.141300201416,14.2624998092651,15.0052995681763,14.916600227356,14.6426000595093,60,IRAK1,NONE
FALSE,0.976562054336482,-1.1957274278005,P55937,P55937,Golgin subfamily A member 3,Golga3,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,167.22,8,4,4,8.7805004119873,8.80790042877197,10.389289855957,10.3486003875732,11.202600479126,11.0099000930786,10.1194000244141,60,IRAK1,NONE
TRUE,0.76821868568112,-4.32362159093221,P56183,P56183,Ribosomal RNA processing protein 1 homolog A,Rrp1,Color2 [DarkGray],1,4,NA,NA,NA,NA,9,54.776,5,2,3,9.88228988647461,NA,NA,10.4247999191284,15.3071994781494,17.201000213623,10.9232997894287,60,IRAK1,NONE
FALSE,1.24159855208798,-0.941382964452108,P56480,P56480,"ATP synthase subunit beta, mitochondrial",Atp5b,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,56.3,8,4,4,13.7523002624512,13.8858003616333,13.7294998168945,14.131799697876,15.0178995132446,15.4547996520996,13.9759998321533,60,IRAK1,NONE
FALSE,0.755652269402884,-1.74259972572327,P56959,P56959,RNA-binding protein FUS,Fus,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,52.673,7,4,3,13.3971996307373,13.1335000991821,12.3238000869751,14.481499671936,16.4202995300293,13.7328996658325,NA,60,IRAK1,NONE
FALSE,0.795920024113692,-0.678091128667194,P57776,P57776,Elongation factor 1-delta,Eef1d,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,31.293,8,4,4,15.9825000762939,15.1906003952026,15.8970003128052,15.9737997055054,16.8369998931885,16.8617992401123,15.6183996200562,60,IRAK1,NONE
FALSE,1.08458137245221,-0.472425301869711,P57780,P57780,Alpha-actinin-4,Actn4,Color2 [DarkGray],1,4,NA,NA,NA,NA,23,104.98,8,4,4,15.2224998474121,15.0213003158569,15.2069997787476,15.6618995666504,15.7662000656128,16.0470008850098,15.4385995864868,60,IRAK1,NONE
TRUE,2.18018268699433,-3.02316697438558,P57784,P57784,U2 small nuclear ribonucleoprotein A,Snrpa1,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,28.357,8,4,4,13.2596998214722,14.0571002960205,13.2763996124268,14.0668001174927,17.1247005462646,17.69700050354,15.2427997589111,60,IRAK1,NONE
FALSE,0,-0.516352971394857,P58021,P58021,Transmembrane 9 superfamily member 2,Tm9sf2,Color2 [DarkGray],1,4,NA,NA,NA,NA,1,75.329,5,1,4,NA,NA,NA,9.59621047973633,10.4451999664307,10.5452003479004,9.3472900390625,60,IRAK1,NONE
FALSE,2.19211517327432,-0.685250282287598,P58252,P58252,Elongation factor 2,Eef2,Color2 [DarkGray],1,4,NA,NA,NA,NA,23,95.313,8,4,4,16.4643993377686,16.6692008972168,16.1856002807617,16.5021991729736,17.2176990509033,17.2884006500244,16.9157009124756,60,IRAK1,NONE
TRUE,2.56703903926345,-3.07924779256185,P58281,P58281,"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1",Opa1,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,111.34,8,4,4,10.3535003662109,11.5284004211426,9.50964069366455,10.3240003585815,13.6895999908447,13.9485998153687,12.8861999511719,60,IRAK1,NONE
TRUE,1.99815728997496,-1.74124964078267,P58334,P58334,Krueppel-like factor 16,Klf16,Color2 [DarkGray],1,4,NA,NA,NA,NA,1,25.652,8,4,4,12.3640003204346,12.3464002609253,11.8194999694824,11.8775005340576,14.1848001480103,14.4364995956421,12.9079999923706,60,IRAK1,NONE
