Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,Protein.names,Gene.names,Potential.contaminant,Peptides,Valid.values,Valid.values.60.min,Valid.values.unstim,60.min.stim.FG159.neu,60.min.stim.FG160.neu,60.min.stim.FG161.neu,60.min.stim.FG162.neu,unstim.FG10.neu,unstim.FG11.neu,unstim.FG12.neu,unstim.FG9.neu,ORIGIN,PULLED_PROTEIN,KO
TRUE,3.71661517843421,-2.20542502403259,Q3TDQ1,Q3TDQ1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,Stt3b,NA,12,8,4,4,14.3235998153687,15.2255001068115,14.6743001937866,15.4285001754761,17.0307006835938,16.9909992218018,17.0279998779297,17.423900604248,60,MYD88,NONE
TRUE,4.39751574685902,-2.13517475128174,Q3TEA8,Q3TEA8,Heterochromatin protein 1-binding protein 3,Hp1bp3,NA,19,8,4,4,18.3365993499756,18.9134998321533,18.1781005859375,18.7950000762939,20.7637996673584,20.4683990478516,20.9053001403809,20.6263999938965,60,MYD88,NONE
TRUE,3.23834468436316,-3.69054937362671,Q3TFK5,Q3TFK5,G patch domain-containing protein 4,Gpatch4,NA,16,8,4,4,13.7152004241943,15.1731004714966,12.7086000442505,13.2572002410889,16.8771991729736,17.4587993621826,17.609899520874,17.6704006195068,60,MYD88,NONE
TRUE,2.95569656058116,2.1969747543335,Q3THE2,Q3THE2,Myosin regulatory light chain 12B,Myl12b,NA,17,8,4,4,25.8768997192383,27.1833992004395,25.7042007446289,26.910400390625,24.3166999816895,24.1630001068115,24.0417003631592,24.3656005859375,60,MYD88,NONE
TRUE,3.51158376916801,1.88557505607605,Q3THK7,Q3THK7,GMP synthase [glutamine-hydrolyzing],Gmps,NA,17,8,4,4,16.0977001190186,16.6429996490479,16.8994007110596,16.3547992706299,15.1160001754761,14.5973997116089,14.5110998153687,14.228099822998,60,MYD88,NONE
TRUE,1.71478022448784,-1.89140009880066,Q3TIV5,Q3TIV5,Zinc finger CCCH domain-containing protein 15,Zc3h15,NA,8,8,4,4,14.270899772644,16.0872001647949,13.4614000320435,14.4626998901367,15.8905000686646,16.5424003601074,17.0097999572754,16.4050998687744,60,MYD88,NONE
TRUE,1.17290315433662,-1.81490015983582,Q3TIX9,Q3TIX9,U4/U6.U5 tri-snRNP-associated protein 2,Usp39,NA,7,8,4,4,14.0945997238159,13.7790002822876,11.4827003479004,15.3515996932983,15.3718004226685,15.6949996948242,15.6464004516602,15.2543001174927,60,MYD88,NONE
TRUE,3.23564125706595,-2.62340021133423,Q3TJZ6,Q3TJZ6,Protein FAM98A,Fam98a,NA,17,8,4,4,18.7525005340576,20.1177005767822,18.6984004974365,19.6000003814697,21.9584007263184,21.4675006866455,22.4269008636475,21.8094005584717,60,MYD88,NONE
TRUE,2.12661987063653,-1.25082564353943,Q3TKT4,Q3TKT4,Transcription activator BRG1,Smarca4,NA,25,8,4,4,15.042799949646,16.2987995147705,15.4286003112793,16.0912990570068,16.7019004821777,16.8253002166748,17.2413005828857,17.0963001251221,60,MYD88,NONE
TRUE,3.17615081096696,-2.11637496948242,Q3TLH4,Q3TLH4,Protein PRRC2C,Prrc2c,NA,63,8,4,4,17.1753005981445,18.4827003479004,17.4923992156982,18.3153991699219,19.918399810791,19.793399810791,20.2264003753662,19.9930992126465,60,MYD88,NONE
TRUE,2.53046493993334,-2.23707485198975,Q3TLR7,Q3TLR7,Denticleless protein homolog,Dtl,NA,4,8,4,4,11.3028001785278,13.3699998855591,12.1656999588013,12.5815000534058,15.1099996566772,14.4674997329712,14.4282999038696,14.3625001907349,60,MYD88,NONE
TRUE,3.69488177701283,2.59134960174561,Q3TUH1,Q3TUH1,"Phosphatidate cytidylyltransferase, mitochondrial",Tamm41,NA,8,8,4,4,16.8150005340576,16.6527996063232,16.5564994812012,16.886999130249,14.0418996810913,14.5895004272461,13.2829999923706,14.6315002441406,60,MYD88,NONE
TRUE,4.05075159259499,-2.08004999160767,Q3TWW8,Q3TWW8,Serine/arginine-rich splicing factor 6,Srsf6,NA,11,8,4,4,21.3024005889893,21.3649997711182,20.5464992523193,21.4328002929688,23.461799621582,23.0900001525879,23.2998008728027,23.1152992248535,60,MYD88,NONE
TRUE,2.16897294749003,-1.72532486915588,Q3TX08,Q3TX08,tRNA (guanine(26)-N(2))-dimethyltransferase,Trmt1,NA,3,6,2,4,NA,NA,11.7425003051758,12.4401998519897,14.209400177002,13.8144998550415,13.3701000213623,13.8726997375488,60,MYD88,NONE
TRUE,3.85128213449528,2.31672477722168,Q3TXS7,Q3TXS7,26S proteasome non-ATPase regulatory subunit 1,Psmd1,NA,18,8,4,4,16.8237991333008,17.3309001922607,16.9062004089355,16.969799041748,14.3859996795654,14.1561002731323,15.1001996994019,15.1215000152588,60,MYD88,NONE
TRUE,1.28908423472602,3.10424518585205,Q3TYD6,Q3TYD6,Serine/threonine-protein kinase LMTK2,Lmtk2,NA,12,6,4,2,14.7335004806519,14.5537996292114,14.8449001312256,14.5401000976563,NA,9.72906017303467,13.3985996246338,NA,60,MYD88,NONE
TRUE,4.63459103672713,-3.33234977722168,Q3TZX8,Q3TZX8,Polynucleotide 5-hydroxyl-kinase NOL9,Nol9,NA,14,8,4,4,13.9727001190186,14.4141998291016,14.2642002105713,15.0380001068115,17.5769996643066,17.4209995269775,18.2213001251221,17.7992000579834,60,MYD88,NONE
TRUE,3.7000620261545,1.51247549057007,Q3TZZ7,Q3TZZ7,Extended synaptotagmin-2,Esyt2,NA,24,8,4,4,18.2173004150391,18.7400989532471,18.781400680542,18.4533004760742,17.2868995666504,16.6551990509033,17.0970993041992,17.1030006408691,60,MYD88,NONE
TRUE,2.66863046867079,5.66002464294434,Q3U1F9,Q3U1F9,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,Pag1,NA,9,6,4,2,19.036600112915,20.320499420166,18.256799697876,18.8803997039795,NA,14.2368001937866,NA,12.690299987793,60,MYD88,NONE
TRUE,3.64524106599426,-2.87845039367676,Q3U1G5,Q3U1G5,Interferon-stimulated 20 kDa exonuclease-like 2,Isg20l2,NA,11,7,3,4,16.2763996124268,16.3976993560791,NA,15.377799987793,18.8486003875732,18.5725002288818,19.1163005828857,19.0455989837646,60,MYD88,NONE
TRUE,2.73106316170368,-1.64619994163513,Q3U6K5,Q3U6K5,Spermatogenesis-associated protein 6,Spata6,NA,10,8,4,4,12.4453001022339,11.7575998306274,12.548999786377,12.8416004180908,13.9948997497559,13.9319000244141,14.6279001235962,13.6236000061035,60,MYD88,NONE
TRUE,4.36397218105278,-3.64429998397827,Q3U6N9,Q3U6N9,UPF0488 protein C8orf33 homolog,NA,NA,4,8,4,4,14.4868001937866,16.0888996124268,15.1621999740601,14.9552001953125,18.7276992797852,19.0615005493164,18.7737998962402,18.7073001861572,60,MYD88,NONE
TRUE,4.96826219215197,3.57299995422363,Q3U7R1,Q3U7R1,Extended synaptotagmin-1,Esyt1,NA,24,8,4,4,16.9342994689941,17.7110004425049,18.1630001068115,17.6487007141113,14.0418004989624,13.9770002365112,13.8797998428345,14.2664003372192,60,MYD88,NONE
TRUE,3.52088602251253,-3.29862451553345,Q3U821,Q3U821,NA,Wdr75,NA,21,8,4,4,12.6493997573853,14.3534002304077,13.9561004638672,14.451000213623,17.0846996307373,16.7418994903564,17.3806991577148,17.3971004486084,60,MYD88,NONE
TRUE,3.19970406162258,-1.83342504501343,Q3U9G9,Q3U9G9,Lamin-B receptor,Lbr,NA,13,8,4,4,17.6403999328613,18.6424007415771,18.5123996734619,18.8271007537842,20.1842994689941,20.0456008911133,20.5258007049561,20.2003002166748,60,MYD88,NONE
TRUE,2.29179392156508,-1.6642746925354,Q3UB74,Q3UB74,Transforming growth factor beta regulator 1,Tbrg1,NA,3,8,4,4,17.0995006561279,17.3705005645752,16.2817001342773,17.2239990234375,18.6907997131348,18.1033000946045,19.4855995178223,18.353099822998,60,MYD88,NONE
TRUE,1.35031909327874,2.03662967681885,Q3UDE2,Q3UDE2,Tubulin--tyrosine ligase-like protein 12,Ttll12,NA,7,8,4,4,12.0854997634888,14.5954999923706,13.3740997314453,11.109299659729,11.4484004974365,10.1513700485229,10.6996097564697,10.7185001373291,60,MYD88,NONE
TRUE,2.47113376135801,-3.8286919593811,Q3UFB2,Q3UFB2,Box C/D snoRNA protein 1,Znhit6,NA,5,7,3,4,9.39890003204346,12.1282997131348,11.6156997680664,NA,15.2772998809814,15.0712003707886,14.5187997817993,14.6380004882813,60,MYD88,NONE
TRUE,3.58931069091543,-1.85619974136353,Q3UFM5,Q3UFM5,Nucleolar MIF4G domain-containing protein 1,Nom1,NA,17,8,4,4,14.7520999908447,14.6358003616333,14.8470001220703,15.4660005569458,16.4687004089355,16.6000995635986,16.8899002075195,17.1669998168945,60,MYD88,NONE
TRUE,2.11700359772292,-1.14887523651123,Q3UHC0,Q3UHC0,Trinucleotide repeat-containing gene 6C protein,Tnrc6c,NA,15,8,4,4,13.3122997283936,14.0909004211426,13.3357000350952,14.4134998321533,14.9753999710083,14.7431001663208,14.8472003936768,15.1822004318237,60,MYD88,NONE
TRUE,4.20480591354261,-3.86107492446899,Q3UHK8,Q3UHK8,Trinucleotide repeat-containing gene 6A protein,Tnrc6a,NA,19,8,4,4,10.7723999023438,11.8324003219604,12.163800239563,12.4828004837036,15.6865005493164,15.7360000610352,15.3410997390747,15.9321002960205,60,MYD88,NONE
TRUE,6.24710574260902,-3.93452429771423,Q3UHX9,Q3UHX9,Putative methyltransferase C9orf114 homolog,D2Wsu81e,NA,15,8,4,4,13.8225002288818,14.5315999984741,13.8036003112793,14.0552997589111,17.9720001220703,17.8547992706299,18.1257991790771,17.998498916626,60,MYD88,NONE
TRUE,1.32331856149843,2.94490003585815,Q3UIR3,Q3UIR3,E3 ubiquitin-protein ligase DTX3L,Dtx3l,NA,5,6,4,2,14.353099822998,17.0363998413086,14.4535999298096,14.808500289917,NA,12.9229001998901,NA,11.5130996704102,60,MYD88,NONE
TRUE,1.40039800239733,-1.26765012741089,Q3UIW5,Q3UIW5,RING finger protein 10,Rnf10,NA,6,8,4,4,12.3739004135132,13.1897001266479,12.5193996429443,13.4948997497559,12.9865999221802,14.2781000137329,14.6721000671387,14.7117004394531,60,MYD88,NONE
TRUE,2.44583456794385,1.49654960632324,Q3UL36,Q3UL36,Arginine and glutamate-rich protein 1,Arglu1,NA,5,8,4,4,19.18869972229,19.5487995147705,19.1753997802734,19.9395008087158,17.7140007019043,17.3360004425049,18.3348999023438,18.4813003540039,60,MYD88,NONE
TRUE,2.96022272928795,-1.85592460632324,Q3UM18,Q3UM18,Large subunit GTPase 1 homolog,Lsg1,NA,21,8,4,4,16.4381999969482,17.2164001464844,16.4025001525879,17.0226993560791,18.9825992584229,17.915599822998,18.8418998718262,18.7633991241455,60,MYD88,NONE
TRUE,2.76763526393133,-1.49635076522827,Q3UMC0;Q9D3R6,Q3UMC0,Spermatogenesis-associated protein 5,Spata5,NA,35,8,4,4,16.2637996673584,17.1364994049072,16.1830997467041,17.1800994873047,18.3099002838135,18.0006999969482,18.239200592041,18.1991004943848,60,MYD88,NONE
TRUE,2.28797803576935,2.01119995117188,Q3UMT1,Q3UMT1,Protein phosphatase 1 regulatory subunit 12C,Ppp1r12c,NA,12,8,4,4,14.9639005661011,15.4204998016357,15.57200050354,15.5784997940063,14.2333002090454,12.3000001907349,12.9918003082275,13.9650001525879,60,MYD88,NONE
TRUE,3.19809884564566,-4.24069952964783,Q3URQ0,Q3URQ0,Testis-expressed sequence 10 protein,Tex10,NA,13,8,4,4,12.9498996734619,12.2909002304077,15.2384996414185,13.4940004348755,17.8822994232178,17.406400680542,17.5210990905762,18.1262989044189,60,MYD88,NONE
TRUE,4.06619683410933,5.22160005569458,Q3UW53,Q3UW53,Protein Niban,Fam129a,NA,15,6,4,2,16.8978996276855,17.6068000793457,16.7432994842529,17.4309997558594,NA,12.0931997299194,NA,11.8030996322632,60,MYD88,NONE
TRUE,3.7475713619174,-2.00727510452271,Q3UWW6,Q3UWW6,GAS2-like protein 3,Gas2l3,NA,8,8,4,4,12.9724998474121,13.1275997161865,13.7737998962402,13.6893005371094,15.2850999832153,15.631199836731,15.0492000579834,15.6268005371094,60,MYD88,NONE
TRUE,0.829018899461972,1.99885884920756,Q3UX10,Q3UX10,Tubulin alpha chain-like 3,Tubal3,NA,2,7,4,3,15.0959005355835,16.0179004669189,16.0356006622314,16.0079002380371,15.4672002792358,14.8059997558594,NA,11.0981998443604,60,MYD88,NONE
TRUE,3.89329386140038,-2.07509899139404,Q3UXZ9;P41230,Q3UXZ9,Lysine-specific demethylase 5A,Kdm5a,NA,39,8,4,4,14.0903005599976,14.8211002349854,14.7559003829956,14.8691005706787,17.05539894104,16.3920993804932,16.5186004638672,16.870698928833,60,MYD88,NONE
TRUE,2.78344306064035,-2.47347521781921,Q3UZ01,Q3UZ01,RNA-binding protein 40,Rnpc3,NA,9,8,4,4,12.97350025177,14.2700996398926,12.3399000167847,13.6887998580933,15.641300201416,15.5290002822876,16.3229999542236,15.6729001998901,60,MYD88,NONE
TRUE,1.32659432094982,-2.39099955558777,Q3V1H1,Q3V1H1,Cytoskeleton-associated protein 2,Ckap2,NA,5,8,4,4,10.0374002456665,13.8747005462646,11.8887004852295,13.5949001312256,15.0311002731323,13.6802997589111,15.3727998733521,14.8754997253418,60,MYD88,NONE
TRUE,3.33313674050266,-3.31442475318909,Q3V1V3,Q3V1V3,ESF1 homolog,Esf1,NA,17,8,4,4,12.292200088501,12.4713001251221,14.2434997558594,12.6138000488281,15.7216997146606,16.4153003692627,16.2947998046875,16.4466991424561,60,MYD88,NONE
TRUE,3.11166655965007,-1.36984968185425,Q3V300,Q3V300,Kinesin-like protein KIF22,Kif22,NA,17,8,4,4,15.1231002807617,15.7215003967285,15.256799697876,15.8493003845215,16.7971992492676,16.5146007537842,17.0368003845215,17.0814990997314,60,MYD88,NONE
TRUE,2.82722969521257,2.12832522392273,Q3V3R1,Q3V3R1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",Mthfd1l,NA,16,8,4,4,15.2981004714966,16.7159996032715,15.6068000793457,16.4447002410889,13.4610996246338,14.3390998840332,14.0211000442505,13.7309999465942,60,MYD88,NONE
TRUE,2.59975869891787,-1.56437540054321,Q4FK66,Q4FK66,Pre-mRNA-splicing factor 38A,Prpf38a,NA,9,8,4,4,16.7043991088867,17.179500579834,16.7667007446289,17.5767993927002,19.1219005584717,17.9657001495361,18.7077007293701,18.6895999908447,60,MYD88,NONE
TRUE,2.83627832478321,-1.41737461090088,Q4FZC9,Q4FZC9,Nesprin-3,Syne3,NA,22,8,4,4,14.7666997909546,15.6392002105713,15.0866003036499,15.8374004364014,16.7626991271973,16.7049999237061,16.6033000946045,16.9284000396729,60,MYD88,NONE
TRUE,3.25906024432049,-2.33990001678467,Q4FZF3,Q4FZF3,Probable ATP-dependent RNA helicase DDX49,Ddx49,NA,15,8,4,4,14.7904996871948,15.7573003768921,16.1091003417969,16.0688991546631,18.0750999450684,17.631799697876,18.4484004974365,17.9300994873047,60,MYD88,NONE
TRUE,2.36134375267295,1.95763301849365,Q4G0F8,Q4G0F8,Ubinuclein-1,Ubn1,NA,6,7,4,3,12.3126001358032,12.9618997573853,12.6150999069214,13.5204000473022,10.5682001113892,NA,11.496600151062,10.619800567627,60,MYD88,NONE
TRUE,1.70135475862882,-2.6719024181366,Q4QY64,Q4QY64,ATPase family AAA domain-containing protein 5,Atad5,NA,31,8,4,4,9.52270030975342,12.3166999816895,8.66450023651123,9.51648998260498,12.2646999359131,12.9053001403809,12.1368999481201,13.4011001586914,60,MYD88,NONE
TRUE,6.17036385461662,-2.39022445678711,Q4VA36,Q4VA36,Coiled-coil domain-containing protein 84,Ccdc84,NA,2,8,4,4,14.1912002563477,13.8537998199463,14.1808004379272,13.9987001419067,16.4573993682861,16.2413997650146,16.6156997680664,16.4708995819092,60,MYD88,NONE
TRUE,1.12050034839122,-1.46760010719299,Q4VBE8,Q4VBE8,WD repeat-containing protein 18,Wdr18,NA,6,8,4,4,12.1315002441406,13.2748003005981,12.4273996353149,14.0685005187988,15.1623001098633,13.6555004119873,13.4315004348755,15.5233001708984,60,MYD88,NONE
TRUE,1.73898806621329,-1.38499999046326,Q4VGL6,Q4VGL6,Roquin-1,Rc3h1,NA,17,8,4,4,14.8081998825073,15.1199998855591,14.8758001327515,16.557300567627,16.7021007537842,16.3768997192383,16.853099822998,16.9692001342773,60,MYD88,NONE
TRUE,2.82700843476336,-1.47262525558472,Q501J6,Q501J6,Probable ATP-dependent RNA helicase DDX17,Ddx17,NA,32,8,4,4,20.1618003845215,21.0902996063232,20.5140991210938,21.13450050354,22.3673000335693,21.8344993591309,22.3731002807617,22.2163009643555,60,MYD88,NONE
TRUE,1.56063711335412,-1.28963279724121,Q52KB6,Q52KB6,C2 domain-containing protein 3,C2cd3,NA,3,8,4,4,9.04409980773926,10.5303201675415,9.83160018920898,9.90435981750488,10.7222003936768,11.8859004974365,10.455810546875,11.4049997329712,60,MYD88,NONE
TRUE,2.54208949270356,-1.98647475242615,Q52KG5,Q52KG5,Kinesin-like protein KIF26A,Kif26a,NA,11,8,4,4,12.59730052948,13.0158996582031,12.538200378418,13.5627002716064,15.5784997940063,13.9822998046875,15.0417003631592,15.0574998855591,60,MYD88,NONE
TRUE,2.79620128471566,-1.53499984741211,Q569Z6,Q569Z6,Thyroid hormone receptor-associated protein 3,Thrap3,NA,33,8,4,4,19.493200302124,20.5697994232178,19.7616996765137,20.4430999755859,21.6523990631104,21.3404998779297,21.8570003509521,21.5578994750977,60,MYD88,NONE
TRUE,2.00147271835395,-2.23574995994568,Q56A08,Q56A08,G patch domain and KOW motifs-containing protein,Gpkow,NA,5,8,4,4,12.4000997543335,13.6281003952026,14.5566005706787,12.0079002380371,14.930100440979,15.4629001617432,15.5495004653931,15.5931997299194,60,MYD88,NONE
TRUE,3.22808649008557,-1.08637523651123,Q571H0,Q571H0,Nucleolar pre-ribosomal-associated protein 1,Urb1,NA,30,8,4,4,11.8685998916626,12.358099937439,12.1016998291016,12.2300004959106,13.3036003112793,12.9961004257202,13.5530004501343,13.0511999130249,60,MYD88,NONE
TRUE,1.61642802839835,-2.39982517560323,Q5BKS4,Q5BKS4,ERI1 exoribonuclease 2,Eri2,NA,3,7,3,4,9.5560998916626,NA,11.5559997558594,11.7346000671387,13.8163003921509,13.15149974823,12.3129005432129,14.1141996383667,60,MYD88,NONE
TRUE,2.09225597303795,1.52610842386881,Q5BU09,Q5BU09,E2F-associated phosphoprotein,Eapp,NA,1,7,4,3,12.4233999252319,12.5269002914429,11.6103000640869,12.9948997497559,10.8028001785278,10.6627998352051,NA,11.1226997375488,60,MYD88,NONE
TRUE,1.2110433440642,-2.66863369941711,Q5EBH1,Q5EBH1,Ras association domain-containing protein 5,Rassf5,NA,4,7,4,3,11.5345001220703,13.3431997299194,8.98859977722168,11.4372997283936,14.7362003326416,13.3309001922607,13.9165000915527,NA,60,MYD88,NONE
TRUE,3.4340534004596,-2.27097415924072,Q5F2E7,Q5F2E7,Nuclear fragile X mental retardation-interacting protein 2,Nufip2,NA,21,8,4,4,19.0279006958008,20.1354007720947,19.4465999603271,20.3024005889893,22.0335998535156,21.7241992950439,22.2390003204346,21.9993991851807,60,MYD88,NONE
TRUE,2.53073047133632,-1.69575047492981,Q5HZJ0,Q5HZJ0,Ribonuclease 3,Drosha,NA,13,8,4,4,13.8025999069214,14.250599861145,15.2897005081177,14.7649002075195,16.3194007873535,15.8080005645752,16.2945003509521,16.468900680542,60,MYD88,NONE
TRUE,1.07458275726805,-1.71489977836609,Q5NCC3,Q5NCC3,E3 ubiquitin-protein ligase TRIM41,Trim41,NA,11,8,4,4,14.351300239563,14.5853004455566,11.765100479126,11.5719003677368,14.7887001037598,14.4708003997803,14.5984001159668,15.2753000259399,60,MYD88,NONE
TRUE,3.76383221808343,-3.04292416572571,Q5ND52,Q5ND52,"rRNA methyltransferase 3, mitochondrial",Rnmtl1,NA,3,8,4,4,14.2750005722046,14.9575004577637,14.2068004608154,15.1021003723145,18.2927989959717,16.9552001953125,17.5160999298096,17.9489994049072,60,MYD88,NONE
TRUE,4.77459246094935,-2.66797542572021,Q5RJG1,Q5RJG1,Nucleolar protein 10,Nol10,NA,23,8,4,4,15.9173994064331,15.9174995422363,15.6916999816895,15.9875001907349,18.4559001922607,18.0090999603271,18.9368000030518,18.784200668335,60,MYD88,NONE
TRUE,3.72606727082185,-2.67446692784627,Q5RJH6,Q5RJH6,Protein SMG7,Smg7,NA,5,7,3,4,10.1838998794556,NA,9.7632999420166,10.8077001571655,13.0341005325317,12.9222002029419,13.0590000152588,12.6891002655029,60,MYD88,NONE
TRUE,2.96670672616769,-2.37435030937195,Q5SFM8,Q5SFM8,RNA-binding protein 27,Rbm27,NA,15,8,4,4,14.7423000335693,16.3722991943359,14.7855997085571,15.7404003143311,17.6887989044189,17.6515007019043,18.0368003845215,17.7609004974365,60,MYD88,NONE
TRUE,5.77641859997454,-2.45149946212769,Q5SSI6,Q5SSI6,U3 small nucleolar RNA-associated protein 18 homolog,Utp18,NA,19,8,4,4,17.2999992370605,17.6888999938965,17.6578006744385,17.6895008087158,20.1012001037598,19.8911991119385,20.2712001800537,19.8785991668701,60,MYD88,NONE
TRUE,2.30376710561853,-1.27587461471558,Q5SSK3,Q5SSK3,"Transcription elongation factor, mitochondrial",Tefm,NA,14,8,4,4,15.87380027771,15.979700088501,16.7667007446289,17.0212001800537,17.6770992279053,17.6284008026123,17.9018001556396,17.5375995635986,60,MYD88,NONE
TRUE,3.95597350479668,-2.31840014457703,Q5SSL4,Q5SSL4,Active breakpoint cluster region-related protein,Abr,NA,5,7,3,4,11.1290998458862,11.7135000228882,11.8676996231079,NA,13.7902002334595,13.9562997817993,13.7217998504639,14.0857000350952,60,MYD88,NONE
TRUE,2.88948717483613,1.09877443313599,Q5SUA5,Q5SUA5,Unconventional myosin-Ig,Myo1g,NA,56,8,4,4,23.9615993499756,24.586799621582,23.979700088501,24.1296997070313,22.7812004089355,23.0886001586914,22.997200012207,23.3957004547119,60,MYD88,NONE
TRUE,1.7152662862169,1.4768750667572,Q5SUR0,Q5SUR0,Phosphoribosylformylglycinamidine synthase,Pfas,NA,8,8,4,4,13.2995004653931,14.578800201416,12.7048997879028,13.8175001144409,11.9997997283936,11.5290002822876,12.6796998977661,12.2847003936768,60,MYD88,NONE
TRUE,3.07881707046049,3.14988875389099,Q5SV80,Q5SV80,Unconventional myosin-XIX,Myo19,NA,2,7,4,3,12.4518003463745,13.9442005157471,13.015700340271,13.5567998886108,NA,10.3332996368408,9.57746982574463,10.3659400939941,60,MYD88,NONE
TRUE,5.9692815584155,-2.5644006729126,Q5SWD9,Q5SWD9,Pre-rRNA-processing protein TSR1 homolog,Tsr1,NA,20,8,4,4,17.6177997589111,17.4811992645264,17.3491992950439,17.8638000488281,19.9803009033203,20.0788993835449,20.2684001922607,20.242000579834,60,MYD88,NONE
TRUE,2.61042651265813,1.82077527046204,Q5SWU9,Q5SWU9,Acetyl-CoA carboxylase 1;Biotin carboxylase,Acaca,NA,29,8,4,4,14.9879999160767,15.7476005554199,15.9629001617432,15.9133996963501,13.6665000915527,13.9266996383667,13.1831998825073,14.5523996353149,60,MYD88,NONE
TRUE,1.47473724176478,-2.26497530937195,Q5SXJ3,Q5SXJ3,Fanconi anemia group J protein homolog,Brip1,NA,3,6,2,4,10.4900999069214,12.5864000320435,NA,NA,13.680100440979,13.2761001586914,14.0896005630493,14.1670999526978,60,MYD88,NONE
TRUE,2.49078270957214,-1.38532495498657,Q5SXY1,Q5SXY1,Cytospin-B,Specc1,NA,27,8,4,4,16.7523002624512,17.6623001098633,17.6415004730225,17.4844989776611,18.3703994750977,18.5251007080078,18.9372997283936,19.2490997314453,60,MYD88,NONE
TRUE,2.41438597028892,-2.41410851478577,Q5U4C3,Q5U4C3,"Splicing factor, arginine/serine-rich 19",Scaf1,NA,9,7,3,4,11.9990005493164,12.3930997848511,NA,12.981499671936,14.0836000442505,15.3880004882813,15.520899772644,14.495400428772,60,MYD88,NONE
TRUE,3.04887432280484,-2.10209965705872,Q5U4E2,Q5U4E2,Replication initiator 1,Repin1,NA,8,8,4,4,13.3406000137329,14.4996004104614,13.3576002120972,14.2778005599976,15.7687997817993,15.9700002670288,16.4356994628906,15.7095003128052,60,MYD88,NONE
TRUE,3.79759633808069,-4.15187525749207,Q5U5Q9,Q5U5Q9,BRCA1-A complex subunit RAP80,Uimc1,NA,10,8,4,4,10.2666997909546,10.9674997329712,10.5714998245239,11.6851997375488,16.0431995391846,14.1398000717163,14.9124002456665,15.0030002593994,60,MYD88,NONE
TRUE,5.61213040160956,-2.41059923171997,Q5XG71,Q5XG71,Small subunit processome component 20 homolog,Utp20,NA,68,8,4,4,14.5389003753662,14.7700004577637,14.3611001968384,14.7146005630493,16.9071998596191,16.7789993286133,17.0792999267578,17.2614994049072,60,MYD88,NONE
TRUE,1.55270584400749,-1.57544326782227,Q5XJY4,Q5XJY4,"Presenilins-associated rhomboid-like protein, mitochondrial;P-beta",Parl,NA,1,5,3,2,11.2434997558594,10.7671699523926,11.6225004196167,NA,12.4773998260498,NA,13.0956001281738,NA,60,MYD88,NONE
TRUE,1.71272775692249,2.60347747802734,Q60591,Q60591,"Nuclear factor of activated T-cells, cytoplasmic 2",Nfatc2,NA,9,8,4,4,13.1928005218506,14.1602001190186,13.4700002670288,14.293399810791,12.6103000640869,11.4955005645752,8.96469020843506,11.6319999694824,60,MYD88,NONE
TRUE,2.39996063362578,1.22252488136292,Q60597,Q60597,"2-oxoglutarate dehydrogenase, mitochondrial",Ogdh,NA,16,8,4,4,15.0881004333496,15.6171998977661,15.9702997207642,16.0669002532959,14.0305004119873,14.4827003479004,14.7520999908447,14.5871000289917,60,MYD88,NONE
TRUE,6.435984689517,5.26935052871704,Q60605,Q60605,Myosin light polypeptide 6,Myl6,NA,9,8,4,4,24.6352005004883,25.55299949646,24.7919006347656,24.8192005157471,19.5394992828369,19.5851993560791,19.9197998046875,19.6774005889893,60,MYD88,NONE
TRUE,3.20492128204233,-1.36350011825562,Q60668,Q60668,Heterogeneous nuclear ribonucleoprotein D0,Hnrnpd,NA,8,8,4,4,20.2567005157471,20.8985004425049,20.4920997619629,21.1532001495361,22.0596008300781,21.907600402832,22.0988006591797,22.1884994506836,60,MYD88,NONE
TRUE,0.97992223119219,-2.74320006370544,Q60739,Q60739,BAG family molecular chaperone regulator 1,Bag1,NA,7,6,2,4,9.74680042266846,NA,13.2632999420166,NA,14.2149000167847,12.8955001831055,15.262300491333,14.6203002929688,60,MYD88,NONE
TRUE,2.74930782439794,-1.54967546463013,Q60749;Q9R226;Q9WU01,Q60749,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",Khdrbs1,NA,6,8,4,4,20.7705993652344,22.0408000946045,21.5974006652832,21.5944004058838,23.2742004394531,22.7119007110596,23.1291007995605,23.0867004394531,60,MYD88,NONE
TRUE,3.96783890033825,2.5920250415802,Q60790,Q60790,Ras GTPase-activating protein 3,Rasa3,NA,20,8,4,4,15.8817005157471,16.8425998687744,16.3577003479004,16.5188999176025,13.8228998184204,14.1326999664307,14.0628004074097,13.2144002914429,60,MYD88,NONE
TRUE,3.68993100890809,-4.44537496566772,Q60848,Q60848,Lymphocyte-specific helicase,Hells,NA,18,8,4,4,12.4373998641968,14.3424997329712,12.5030002593994,14.3815002441406,17.8313999176025,17.5814990997314,17.994800567627,18.038200378418,60,MYD88,NONE
