Significant,-LOG(P-value),Difference,T:.Protein.IDs,T:.Majority.protein.IDs,T:.Protein.names,T:.Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,C:.Only.identified.by.site,C:.Reverse,C:.Potential.contami1000t,N:.Peptides,N:.Mol..weight.[kDa],N:.Valid.values,N:.Valid.values.60.min,N:.Valid.values.unstim,60.min.FG199.neu,60.min.FG200.neu,60.min.FG201.neu,60.min.FG202.neu,unstim.FG196.neu,unstim.FG197.neu,unstim.FG198.neu,ORIGIN,PULLED_PROTEIN,KO
TRUE,1.34556302842336,-2.17918356259664,P34884,P34884,Macrophage migration inhibitory factor,Mif,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,12.504,8,4,4,14.3838005065918,14.9180002212524,15.1040000915527,15.6476001739502,17.589900970459,18.5300006866455,15.4576997756958,60,IRAK1,NONE
TRUE,3.88545710344636,-2.42167623837789,P35123;Q99K46;Q8R5H1,P35123,Ubiquitin carboxyl-terminal hydrolase 4,Usp4,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,108.34,8,4,4,9.24232006072998,9.74723052978516,9.13718032836914,9.48043060302734,11.4371004104614,12.0608997344971,11.9723997116089,60,IRAK1,NONE
TRUE,1.91444250820413,-1.37249159812927,P35486,P35486,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",Pdha1,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,43.231,8,4,4,15.3970994949341,15.3415002822876,15.2034997940063,16.0673999786377,16.5401992797852,17.5340995788574,16.5503005981445,60,IRAK1,NONE
TRUE,1.89614989762687,-3.37076632181804,P39749,P39749,Flap endonuclease 1,Fen1,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,42.314,8,4,4,12.8800001144409,12.6328001022339,12.4794998168945,13.1905002593994,16.3962993621826,17.8397998809814,14.2632999420166,60,IRAK1,NONE
TRUE,2.16252750047216,-1.71330833435059,P42208,P42208,Septin-2,44441,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,41.525,8,4,4,12.7412004470825,12.3401002883911,12.6535997390747,13.1367998123169,14.7804002761841,14.8815002441406,13.631799697876,60,IRAK1,NONE
TRUE,1.75994113056375,-2.71721649169922,P43274;Q07133;P43275,P43274,Histone H1.4,Hist1h1e,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,21.977,8,4,4,20.2103996276855,19.7455005645752,19.5347003936768,20.1492004394531,23.3616008758545,23.6842002868652,20.8356990814209,60,IRAK1,NONE
TRUE,1.27142200139461,-1.7817333539327,P43276,P43276,Histone H1.5,Hist1h1b,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,22.576,8,4,4,19.4330997467041,19.3705005645752,18.9414005279541,19.6562004089355,21.0846004486084,22.5755996704102,19.7359008789063,60,IRAK1,NONE
TRUE,1.56506035878048,-2.5216588973999,P43277,P43277,Histone H1.3,Hist1h1d,Color2 [DarkGray],1,4,NA,NA,NA,NA,11,22.099,8,4,4,21.4412994384766,20.6812000274658,20.8552989959717,21.6665000915527,24.4174003601074,24.7728996276855,21.8579006195068,60,IRAK1,NONE
TRUE,1.5771882123354,-1.9126828511556,P46935,P46935,E3 ubiquitin-protein ligase NEDD4,Nedd4,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,102.71,7,3,4,11.5543003082275,10.916600227356,NA,10.0355501174927,12.5525999069214,13.4126996994019,12.2791996002197,60,IRAK1,NONE
TRUE,1.37029447015316,-1.77785038948059,P47758,P47758,Signal recognition particle receptor subunit beta,Srprb,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,29.579,8,4,4,13.3741998672485,13.690899848938,12.5637998580933,12.4484996795654,15.3600997924805,15.5459003448486,13.4856004714966,60,IRAK1,NONE
TRUE,2.81427329615251,-2.16695340474447,P47791,P47791,"Glutathione reductase, mitochondrial",Gsr,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,53.662,7,3,4,10.0625905990601,9.96975040435791,10.842399597168,NA,12.4841003417969,12.5332002639771,12.3583002090454,60,IRAK1,NONE
TRUE,2.9073009060823,-1.44052465756734,P48678;P21619,P48678,Prelamin-A/C;Lamin-A/C,Lmna,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,74.237,8,4,4,13.6943998336792,14.1141004562378,13.5397996902466,14.0088005065918,15.3417997360229,15.5595998764038,14.9379997253418,60,IRAK1,NONE
TRUE,3.17207036969003,-1.50576655069987,P48962;Q3V132,P48962,ADP/ATP translocase 1,Slc25a4,Color2 [DarkGray],1,4,NA,NA,NA,NA,12,32.904,8,4,4,15.5759000778198,15.5066995620728,15.7978000640869,16.0888004302979,17.3027992248535,17.4815998077393,16.9598007202148,60,IRAK1,NONE
TRUE,2.22057674842242,-1.62504951159159,P49718,P49718,DNA replication licensing factor MCM5,Mcm5,Color2 [DarkGray],1,4,NA,NA,NA,NA,19,82.406,8,4,4,16.3229999542236,16.3516006469727,15.6164999008179,16.1811008453369,17.8717002868652,18.2738990783691,17.0837001800537,60,IRAK1,NONE
TRUE,1.14613354419628,-2.58925835291545,P51174,P51174,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial",Acadl,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,47.907,8,4,4,11.6817998886108,12.5159997940063,10.7706003189087,13.231499671936,15.0532999038696,16.3556995391846,12.5087003707886,60,IRAK1,NONE
TRUE,2.37053642476219,-4.46462535858154,P51410,P51410,60S ribosomal protein L9,Rpl9,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,21.881,8,4,4,18.8076000213623,17.2383003234863,16.6515007019043,17.5473003387451,21.8735008239746,23.5909004211426,20.613000869751,60,IRAK1,NONE
TRUE,2.48732141379305,-1.25280062357585,P51881,P51881,"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed",Slc25a5,Color2 [DarkGray],1,4,NA,NA,NA,NA,12,32.931,8,4,4,18.8421001434326,18.6380004882813,18.2064990997314,18.3694000244141,19.8360004425049,20.0769004821777,19.3875007629395,60,IRAK1,NONE
TRUE,1.76658468573917,-2.08549515406291,P52293,P52293,Importin subunit alpha-1,Kpna2,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,57.927,8,4,4,11.1754999160767,11.4618997573853,9.83502006530762,10.6471996307373,12.461799621582,13.858099937439,12.2763004302979,60,IRAK1,NONE
TRUE,1.81416247282751,-1.79225858052572,P52431,P52431,DNA polymerase delta catalytic subunit,Pold1,Color2 [DarkGray],1,4,NA,NA,NA,NA,11,123.79,8,4,4,13.0628004074097,13.6051998138428,12.7232999801636,13.461799621582,15.1295003890991,15.8403997421265,14.0467004776001,60,IRAK1,NONE
TRUE,1.96410797214785,-1.75157562891642,P53026,P53026,60S ribosomal protein L10a,Rpl10a,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,24.916,8,4,4,15.569299697876,15.6396999359131,16.1170997619629,16.4867992401123,17.8434009552002,18.3771991729736,16.8938007354736,60,IRAK1,NONE
TRUE,1.74107949838809,-1.90743295351664,P54103,P54103,"DnaJ homolog subfamily C member 2;DnaJ homolog subfamily C member 2, N-terminally processed",Dnajc2,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,71.721,8,4,4,13.7199001312256,14.4165000915527,13.8529005050659,13.9827003479004,15.7355995178223,17.0550003051758,14.9106998443604,60,IRAK1,NONE
TRUE,1.42339555410911,-2.01018877824148,P54276,P54276,DNA mismatch repair protein Msh6,Msh6,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,151.08,8,4,4,9.17149066925049,10.023380279541,7.96435022354126,9.75949001312256,11.1613998413086,12.247200012207,10.3109998703003,60,IRAK1,NONE
TRUE,0.76821868568112,-4.32362159093221,P56183,P56183,Ribosomal RNA processing protein 1 homolog A,Rrp1,Color2 [DarkGray],1,4,NA,NA,NA,NA,9,54.776,5,2,3,9.88228988647461,NA,NA,10.4247999191284,15.3071994781494,17.201000213623,10.9232997894287,60,IRAK1,NONE
TRUE,2.18018268699433,-3.02316697438558,P57784,P57784,U2 small nuclear ribonucleoprotein A,Snrpa1,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,28.357,8,4,4,13.2596998214722,14.0571002960205,13.2763996124268,14.0668001174927,17.1247005462646,17.69700050354,15.2427997589111,60,IRAK1,NONE
TRUE,2.56703903926345,-3.07924779256185,P58281,P58281,"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1",Opa1,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,111.34,8,4,4,10.3535003662109,11.5284004211426,9.50964069366455,10.3240003585815,13.6895999908447,13.9485998153687,12.8861999511719,60,IRAK1,NONE
TRUE,1.99815728997496,-1.74124964078267,P58334,P58334,Krueppel-like factor 16,Klf16,Color2 [DarkGray],1,4,NA,NA,NA,NA,1,25.652,8,4,4,12.3640003204346,12.3464002609253,11.8194999694824,11.8775005340576,14.1848001480103,14.4364995956421,12.9079999923706,60,IRAK1,NONE
TRUE,1.70055618086225,-2.84089144070943,P58468,P58468,Protein FAM207A,Fam207a,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,24.814,8,4,4,14.6028995513916,14.5927000045776,13.5213003158569,14.7069997787476,17.6140995025635,18.5534000396729,15.4230995178223,60,IRAK1,NONE
TRUE,1.35570145286184,-3.92749945322672,P58501,P58501,PAX3- and PAX7-binding protein 1,Paxbp1,Color2 [DarkGray],1,4,NA,NA,NA,NA,16,104.83,7,3,4,11.8557004928589,10.3850002288818,NA,11.9524002075195,15.6648998260498,17.3097991943359,13.0009002685547,60,IRAK1,NONE
TRUE,2.11257101483164,-1.39121659596761,P60335,P60335,Poly(rC)-binding protein 1,Pcbp1,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,37.497,8,4,4,17.0634002685547,16.8024005889893,16.9615001678467,16.304500579834,17.970100402832,18.7737007141113,17.7786998748779,60,IRAK1,NONE
TRUE,1.90112065475551,-5.00009981791179,P60762,P60762,Mortality factor 4-like protein 1,Morf4l1,Color2 [DarkGray],1,4,NA,NA,NA,NA,9,41.492,8,4,4,14.5243997573853,12.9640998840332,11.9722003936768,13.927300453186,18.7975997924805,20.4384002685547,15.8052997589111,60,IRAK1,NONE
TRUE,1.29931103712618,-2.2870667775472,P60867,P60867,40S ribosomal protein S20,Rps20,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,13.373,8,4,4,20.8834991455078,17.9386005401611,20.0606994628906,20.6172008514404,22.1681995391846,23.0104999542236,21.3075008392334,60,IRAK1,NONE
TRUE,2.70432861527435,-2.43379974365234,Q8BSL7;P84078;P61205,Q8BSL7;P84078;P61205,ADP-ribosylation factor 2;ADP-ribosylation factor 1;ADP-ribosylation factor 3,Arf2;Arf1;Arf3,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,20.746,7,3,4,13.2665996551514,NA,13.4961004257202,13.149299621582,15.9532995223999,16.1564998626709,15.1035995483398,60,IRAK1,NONE
TRUE,1.26011997060178,-2.07341623306274,P61211,P61211,ADP-ribosylation factor-like protein 1,Arl1,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,20.411,6,2,4,11.5586004257202,NA,12.808500289917,NA,14.5894002914429,14.6842994689941,13.497200012207,60,IRAK1,NONE
TRUE,2.15890724385122,-2.01037510236104,P61222,P61222,ATP-binding cassette sub-family E member 1,Abce1,Color2 [DarkGray],1,4,NA,NA,NA,NA,11,67.314,8,4,4,14.9689998626709,14.2258005142212,13.4567003250122,13.9418001174927,16.2665004730225,16.6343002319336,15.5753002166748,60,IRAK1,NONE
TRUE,1.84958454671587,-2.32390069961548,P61255,P61255,60S ribosomal protein L26,Rpl26,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,17.258,8,4,4,17.7199001312256,17.3237991333008,17.3286991119385,17.9643993377686,20.0727996826172,21.0631008148193,18.588399887085,60,IRAK1,NONE
TRUE,2.64214023391,-2.83700021107991,P61514,P61514,60S ribosomal protein L37a,Rpl37a,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,10.275,8,4,4,19.1508007049561,19.1077995300293,18.3904991149902,18.1984996795654,21.1275997161865,22.5093002319336,21.0097999572754,60,IRAK1,NONE
TRUE,2.38982400517269,-1.41787489255269,P61979,P61979,Heterogeneous nuclear ribonucleoprotein K,Hnrnpk,Color2 [DarkGray],1,4,NA,NA,NA,NA,9,50.976,8,4,4,16.252799987793,16.4039001464844,15.8098001480103,16.3616008758545,17.6177997589111,18.1103000640869,17.1466007232666,60,IRAK1,NONE
TRUE,1.64360751462776,-3.75517511367798,P62082,P62082,40S ribosomal protein S7,Rps7,Color2 [DarkGray],1,4,NA,NA,NA,NA,12,22.127,8,4,4,20.6229000091553,19.774299621582,19.4801006317139,20.5972003936768,24.3749008178711,25.8663997650146,21.3801002502441,60,IRAK1,NONE
TRUE,1.94101498287016,-1.29293394088745,P62242,P62242,40S ribosomal protein S8,Rps8,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,24.205,8,4,4,20.0741996765137,19.153299331665,19.5177993774414,20.0499000549316,21.092399597168,21.3502006530762,20.532600402832,60,IRAK1,NONE
TRUE,1.8873292659833,-2.91309992472331,P62245,P62245,40S ribosomal protein S15a,Rps15a,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,14.839,8,4,4,17.7947006225586,17.4104995727539,16.9610996246338,17.5016994476318,20.5613994598389,21.7420997619629,18.6868000030518,60,IRAK1,NONE
TRUE,2.01663801158598,-2.61695003509521,P62264,P62264,40S ribosomal protein S14,Rps14,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,16.273,8,4,4,21.8176002502441,21.3791999816895,21.2616004943848,21.806999206543,24.5105991363525,25.2711009979248,22.7681999206543,60,IRAK1,NONE
TRUE,2.0116569978291,-1.47859923044841,P62267,P62267,40S ribosomal protein S23,Rps23,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,15.807,8,4,4,19.8250999450684,19.8924007415771,19.6438007354736,19.3675003051758,21.1851005554199,21.8454990386963,20.4517993927002,60,IRAK1,NONE
TRUE,2.01089303035356,-2.70074144999186,P62270,P62270,40S ribosomal protein S18,Rps18,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,17.718,8,4,4,21.2339992523193,20.6415004730225,20.389799118042,21.4764003753662,24.005199432373,24.6406002044678,22.2626991271973,60,IRAK1,NONE
TRUE,1.67449297131342,-2.72776730855306,P62274,P62274,40S ribosomal protein S29,Rps29,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,6.6767,8,4,4,17.6644992828369,17.9120006561279,15.0132999420166,17.0361995697021,20.1571006774902,19.6986999511719,19.0470008850098,60,IRAK1,NONE
TRUE,1.46517427116798,-2.92636617024739,P62301,P62301,40S ribosomal protein S13,Rps13,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,17.222,8,4,4,18.4990997314453,18.0109996795654,18.3756008148193,18.4015007019043,21.2546997070313,23.326099395752,19.1637001037598,60,IRAK1,NONE
TRUE,1.62570701260451,-1.90435798962911,P62305,P62305,Small nuclear ribonucleoprotein E,Snrpe,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,10.803,8,4,4,16.0193004608154,14.536600112915,15.2109994888306,14.9370002746582,16.5988998413086,18.1833000183105,16.4587993621826,60,IRAK1,NONE
TRUE,2.01571039010291,-2.5207085609436,P62315,P62315,Small nuclear ribonucleoprotein Sm D1,Snrpd1,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,13.281,8,4,4,16.6266002655029,16.702299118042,16.0590991973877,17.2136993408203,19.5361995697021,20.0884990692139,17.8887004852295,60,IRAK1,NONE
TRUE,1.40960536171824,-2.98030805587769,P62317,P62317,Small nuclear ribonucleoprotein Sm D2,Snrpd2,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,13.527,8,4,4,12.6107997894287,12.9731998443604,14.6733999252319,15.2946996688843,17.0998992919922,18.2875995635986,15.2174997329712,60,IRAK1,NONE
TRUE,1.39624518047499,-1.75626667340596,P62320,P62320,Small nuclear ribonucleoprotein Sm D3,Snrpd3,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,13.916,8,4,4,15.3607997894287,15.069299697876,15.4471998214722,16.0291004180908,17.6933994293213,18.1611003875732,15.8440999984741,60,IRAK1,NONE
TRUE,1.5794920133959,-1.40744201342265,P62482,P62482,Voltage-gated potassium channel subunit beta-2,Kcnab2,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,41.021,8,4,4,14.7102003097534,14.4294996261597,14.9460000991821,15.3652000427246,16.4237003326416,16.9813003540039,15.4055004119873,60,IRAK1,NONE
TRUE,1.23718325069847,-2.09383312861125,P62702,P62702,"40S ribosomal protein S4, X isoform",Rps4x,Color2 [DarkGray],1,4,NA,NA,NA,NA,14,29.597,8,4,4,19.8936996459961,19.1956996917725,19.6291007995605,19.926700592041,22.3015003204346,23.1355991363525,19.8283004760742,60,IRAK1,NONE
TRUE,1.83552657676383,-2.79806693394979,P62751,P62751,60S ribosomal protein L23a,Rpl23a,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,17.695,8,4,4,21.6483001708984,21.2353000640869,21.2304992675781,22.695499420166,24.9932994842529,25.5223007202148,22.9857997894287,60,IRAK1,NONE
TRUE,1.65274638023496,-1.42958339055379,P62754,P62754,40S ribosomal protein S6,Rps6,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,28.68,8,4,4,18.5930995941162,18.2957000732422,18.3024005889893,17.9881992340088,19.959400177002,20.4358997344971,18.7779998779297,60,IRAK1,NONE
TRUE,2.22804631178887,-2.11520036061605,P62830,P62830,60S ribosomal protein L23,Rpl23,Color2 [DarkGray],1,4,NA,NA,NA,NA,9,14.865,8,4,4,20.2248001098633,20.1021995544434,19.858699798584,19.9435005187988,22.2273006439209,23.0387001037598,21.1765003204346,60,IRAK1,NONE
TRUE,1.31251084889666,-3.7152783870697,P62843,P62843,40S ribosomal protein S15,Rps15,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,17.04,8,4,4,14.7520999908447,14.0013999938965,14.5515003204346,10.0004205703735,16.8558006286621,18.2530002593994,16.0160999298096,60,IRAK1,NONE
TRUE,1.97782768532906,-1.80914942423503,P62849,P62849,40S ribosomal protein S24,Rps24,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,15.423,8,4,4,19.926399230957,19.5242004394531,19.7686996459961,20.1585006713867,21.5396995544434,22.5872993469238,20.8337993621826,60,IRAK1,NONE
TRUE,1.45924016687679,-1.46357409159343,P62852,P62852,40S ribosomal protein S25,Rps25,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,13.742,8,4,4,24.3803005218506,24.1534004211426,23.0239009857178,24.6417007446289,25.4034996032715,26.1506996154785,24.9860000610352,60,IRAK1,NONE
TRUE,1.15730885873872,-1.81458314259847,P62892,P62892,60S ribosomal protein L39,Rpl39,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,6.4066,8,4,4,25.4589996337891,25.3947010040283,25.2243995666504,22.8561000823975,26.7397994995117,26.9731006622314,25.9314994812012,60,IRAK1,NONE
TRUE,1.03458392223385,-1.93047491709391,P62900,P62900,60S ribosomal protein L31,Rpl31,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,14.463,8,4,4,18.3682994842529,18.5358009338379,18.6741008758545,18.8922996520996,20.2511005401611,22.5834999084473,18.809700012207,60,IRAK1,NONE
TRUE,2.12712067143442,-1.65972582499186,P62908,P62908,40S ribosomal protein S3,Rps3,Color2 [DarkGray],1,4,NA,NA,NA,NA,16,26.674,8,4,4,18.4011993408203,18.3297996520996,17.882999420166,18.6502990722656,20.0034999847412,20.6506004333496,19.2733001708984,60,IRAK1,NONE
TRUE,2.08362879710505,-2.28794153531392,P62915,P62915,Transcription initiation factor IIB,Gtf2b,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,34.819,8,4,4,11.4785003662109,11.6106996536255,11.2313003540039,12.4596004486084,14.1316003799438,14.8088998794556,13.0083999633789,60,IRAK1,NONE
TRUE,3.78770313542399,1.27043374379476,P62983;P0CG49;P0CG50,P62983;P0CG49;P0CG50,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin;Ubiquitin-related 1;Ubiquitin-related 2,Rps27a;Ubb;Ubc,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,17.951,8,4,4,20.5750007629395,20.6056995391846,20.8159008026123,21.0130004882813,19.4213008880615,19.4613990783691,19.5631999969482,60,IRAK1,NONE
TRUE,1.9014153610763,-1.41961638132731,P63017;P17156;Q61696;P16627;P17879,P63017,Heat shock cognate 71 kDa protein,Hspa8,Color2 [DarkGray],1,4,NA,NA,NA,NA,23,70.87,8,4,4,18.1200008392334,18.3675994873047,17.9654006958008,18.3560009002686,19.7304000854492,20.2959003448486,18.8393001556396,60,IRAK1,NONE
TRUE,2.00154974296338,-4.60321648915609,P63158,P63158,High mobility group protein B1,Hmgb1,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,24.893,8,4,4,16.7563991546631,15.3730001449585,15.9303998947144,17.7672004699707,21.7444000244141,22.6138000488281,18.8216991424561,60,IRAK1,NONE
TRUE,1.29708181396147,-1.8370499610900899,P63242;Q8BGY2,P63242;Q8BGY2,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-2,Eif5a;Eif5a2,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,16.832,8,4,4,13.1806001663208,14.12619972229,14.1569995880127,14.3788003921509,14.7482995986938,17.2975997924805,15.3472003936768,60,IRAK1,NONE
TRUE,1.75854726496663,-2.90291674931844,P63276,P63276,40S ribosomal protein S17,Rps17,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,15.524,8,4,4,20.9738006591797,20.3404998779297,20.297399520874,21.1133003234863,23.7919006347656,25.1117992401123,21.8488006591797,60,IRAK1,NONE
TRUE,1.37463067939833,-3.79796679814656,P63325,P63325,40S ribosomal protein S10,Rps10,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,18.916,8,4,4,15.1431999206543,15.0719995498657,15.0536003112793,15.8191995620728,19.1748008728027,21.8808994293213,16.1541996002197,60,IRAK1,NONE
TRUE,1.71021668836144,-3.40598376592,P67984,P67984,60S ribosomal protein L22,Rpl22,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,14.759,8,4,4,24.3754997253418,23.394100189209,23.1837005615234,24.0552997589111,27.6487007141113,28.8320007324219,24.9937000274658,60,IRAK1,NONE
TRUE,1.12839762955861,-2.03919982910156,P68181,P68181,cAMP-dependent protein kinase catalytic subunit beta,Prkacb,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,40.707,7,3,4,12.4233999252319,12.470100402832,10.9623003005981,NA,13.5923004150391,15.336199760437,13.0448999404907,60,IRAK1,NONE
TRUE,1.54905063000352,-1.46876653035482,P68372;Q9D6F9;CON__ENSEMBL:ENSBTAP00000025008;A2AQ07,P68372;Q9D6F9,Tubulin beta-4B chain;Tubulin beta-4A chain,Tubb4b;Tubb4a,Color2 [DarkGray],1,4,NA,NA,NA,NA,17,49.83,8,4,4,19.3997001647949,19.4515991210938,18.1567001342773,19.3064002990723,20.4118995666504,21.2511005401611,19.9790992736816,60,IRAK1,NONE
TRUE,1.08029111446413,-2.1514585018158,P70168,P70168,Importin subunit beta-1,Kpnb1,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,97.183,8,4,4,11.1528997421265,11.4146003723145,9.2101001739502,11.1450996398926,12.9055995941162,14.5087003707886,11.2321004867554,60,IRAK1,NONE
TRUE,1.95951968639982,-1.83575010299683,P70303,P70303,CTP synthase 2,Ctps2,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,65.514,8,4,4,11.0116004943848,12.2185001373291,11.8432998657227,12.7103996276855,13.5773000717163,14.242600440979,13.5251998901367,60,IRAK1,NONE
TRUE,1.79218275397489,-4.3518664042155,Q60817;P70670,Q60817;P70670,"Nascent polypeptide-associated complex subunit alpha;Nascent polypeptide-associated complex subunit alpha, muscle-specific form",Naca,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,23.384,7,3,4,13.8563003540039,NA,12.370400428772,14.1330003738403,17.9561996459961,19.3532009124756,16.105899810791,60,IRAK1,NONE
TRUE,1.94497610044908,-1.56759182612101,P84099,P84099,60S ribosomal protein L19,Rpl19,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,23.466,8,4,4,17.1744003295898,16.7071990966797,16.5984001159668,16.3258991241455,18.6784000396729,18.6786003112793,17.4501991271973,60,IRAK1,NONE
TRUE,1.45226122144902,-3.14649168650309,P84104;Q8BL97,P84104,Serine/arginine-rich splicing factor 3,Srsf3,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,19.329,8,4,4,17.6450004577637,17.2350997924805,15.8064994812012,18.5321006774902,21.0825004577637,21.8509998321533,18.4200000762939,60,IRAK1,NONE
TRUE,1.99039734112547,-2.7562255859375,P97351,P97351,40S ribosomal protein S3a,Rps3a,Color2 [DarkGray],1,4,NA,NA,NA,NA,12,29.885,8,4,4,19.2087993621826,19.0020999908447,18.9426002502441,19.2439994812012,21.7931003570557,23.2970008850098,20.4766998291016,60,IRAK1,NONE
TRUE,1.96521125303327,-2.62058353424072,P97376,P97376,Protein FRG1,Frg1,Color2 [DarkGray],1,4,NA,NA,NA,NA,13,29.127,8,4,4,20.1618995666504,19.9242992401123,20.0137004852295,20.9930992126465,23.4547996520996,23.7486991882324,21.4780006408691,60,IRAK1,NONE
TRUE,1.23647404815891,-2.74467444419861,P97461,P97461,"40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed",Rps5,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,22.889,8,4,4,13.8685998916626,11.9463005065918,14.336199760437,14.7114000320435,15.5440998077393,18.4958992004395,15.3408994674683,60,IRAK1,NONE
TRUE,1.55428930395227,-1.98507873217265,P97770,P97770,THUMP domain-containing protein 3,Thumpd3,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,56.431,8,4,4,10.2715501785278,11.5165996551514,11.2404003143311,12.2558002471924,13.3522996902466,14.168999671936,12.3971996307373,60,IRAK1,NONE
TRUE,3.7745191845813,-2.79764986038208,P97855,P97855,Ras GTPase-activating protein-binding protein 1,G3bp1,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,51.828,8,4,4,11.5728998184204,10.742600440979,11.1225004196167,11.7706003189087,14.2180995941162,14.0999002456665,13.9814004898071,60,IRAK1,NONE
TRUE,1.55450734388893,-2.39334297180176,P97868,P97868,E3 ubiquitin-protein ligase RBBP6,Rbbp6,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,199.59,8,4,4,11.2747001647949,10.1385202407837,10.1984405517578,11.2335004806519,13.7897996902466,14.0535001754761,11.4706001281738,60,IRAK1,NONE
TRUE,3.88446039811273,-2.14144086837769,P98083,P98083,SHC-transforming protein 1,Shc1,Color2 [DarkGray],1,4,NA,NA,NA,NA,1,62.607,8,4,4,11.233099937439,11.0790996551514,10.5058698654175,10.6751003265381,12.964599609375,13.0132999420166,13.0663003921509,60,IRAK1,NONE
TRUE,1.87536488377336,-1.36339966456096,P99024,P99024,Tubulin beta-5 chain,Tubb5,Color2 [DarkGray],1,4,NA,NA,NA,NA,16,49.67,8,4,4,18.3348999023438,18.3703002929688,17.8633995056152,18.1406002044678,19.6070995330811,20.2024002075195,18.8125991821289,60,IRAK1,NONE
TRUE,1.66593809269109,-3.73698647816976,Q00417;Q924A0;Q9Z1J1,Q00417,Transcription factor 7,Tcf7,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,45.465,7,3,4,10.1110401153564,11.8870000839233,NA,11.6094999313354,15.0665998458862,16.3600997924805,13.3917999267578,60,IRAK1,NONE
