Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,Protein.names,Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,Potential.contami1000t,Peptides,Valid.values,Valid.values.60.min,Valid.values.unstim,60.min.FG207.neu,60.min.FG208.neu,60.min.FG209.neu,60.min.FG210.neu,unstim.FG38.neu,unstim.FG39.neu,unstim.FG40.neu,ORIGIN,PULLED_PROTEIN,KO
TRUE,2.1978594573731,-4.52307033538818,P56960,P56960,Exosome component 10,Exosc10,Color2 [DarkGray],1,4,NA,NA,13,7,4,3,10.4508867263794,14.0641260147095,12.7545261383057,11.0012168884277,16.7013263702393,16.9792251586914,16.0917263031006,60,IRAK4,NONE
TRUE,3.75495797137203,-4.03170855840047,P57780,P57780,Alpha-actinin-4,Actn4,Color2 [DarkGray],1,4,NA,NA,59,7,4,3,20.1405258178711,19.3788261413574,19.3226261138916,19.6670265197754,23.8114261627197,24.2738265991211,22.8916263580322,60,IRAK4,NONE
TRUE,2.22370986021719,-2.4129163424174,P58742,P58742,Aladin,Aaas,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,17.456226348877,16.6953258514404,18.034725189209,16.328426361084,19.6444263458252,20.0433254241943,18.9370250701904,60,IRAK4,NONE
TRUE,2.21499603457032,-4.2432078520457,P58771,P58771,Tropomyosin alpha-1 chain,Tpm1,Color2 [DarkGray],1,4,NA,NA,12,7,4,3,17.4038257598877,16.691125869751,16.4624252319336,15.4780263900757,22.6044254302979,20.2723255157471,19.3794250488281,60,IRAK4,NONE
TRUE,3.10423962943049,-3.55844521522522,P58871,P58871,182 kDa tankyrase-1-binding protein,Tnks1bp1,Color2 [DarkGray],1,4,NA,NA,14,7,4,3,11.1749267578125,10.7704963684082,9.54329681396484,11.1125364303589,14.2599258422852,14.5955257415771,13.7708263397217,60,IRAK4,NONE
TRUE,2.83694085326095,-3.58465830485026,P59708,P59708,Splicing factor 3B subunit 6,Sf3b6,Color2 [DarkGray],1,4,NA,NA,2,7,4,3,12.3917264938354,13.7867259979248,13.5232257843018,12.5571260452271,17.3817253112793,16.786226272583,15.7801265716553,60,IRAK4,NONE
TRUE,4.15513750586294,-4.68842474619548,P59999,P59999,Actin-related protein 2/3 complex subunit 4,Arpc4,Color2 [DarkGray],1,4,NA,NA,11,7,4,3,21.230525970459,21.1152267456055,20.4392261505127,20.8314266204834,25.7959270477295,26.1491260528564,24.8325252532959,60,IRAK4,NONE
TRUE,2.59054781755177,-3.60461703936259,P60229,P60229,Eukaryotic translation initiation factor 3 subunit E,Eif3e,Color2 [DarkGray],1,4,NA,NA,16,7,4,3,15.8444261550903,16.4014263153076,15.8071260452271,14.188925743103,19.2705268859863,19.7614269256592,18.4633255004883,60,IRAK4,NONE
TRUE,2.74986130142987,-4.86056645711263,P60710,P60710,"Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed",Actb,Color2 [DarkGray],1,4,NA,NA,39,6,3,3,13.9784259796143,12.1257266998291,NA,14.0793266296387,18.2567253112793,18.5448265075684,17.9636268615723,60,IRAK4,NONE
TRUE,3.74628385963928,-3.22434075673421,P61027,P61027,Ras-related protein Rab-10,Rab10,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,12.6663265228271,12.8040266036987,13.2689266204834,12.3281259536743,16.3733253479004,16.1422252655029,15.458025932312,60,IRAK4,NONE
TRUE,3.90152127654712,-5.45829137166341,P61161,P61161,Actin-related protein 2,Actr2,Color2 [DarkGray],1,4,NA,NA,15,7,4,3,20.5595264434814,19.2991256713867,19.3413257598877,20.2080268859863,25.5120258331299,25.9131259918213,24.5057258605957,60,IRAK4,NONE
TRUE,2.82020928837788,-2.77349217732747,P84078;P61205;Q8BSL7,P84078;P61205;Q8BSL7,ADP-ribosylation factor 1;ADP-ribosylation factor 3;ADP-ribosylation factor 2,Arf1;Arf3;Arf2,Color2 [DarkGray],1,4,NA,NA,8,7,4,3,17.6322269439697,16.9008255004883,16.5210266113281,16.1711254119873,19.945426940918,19.7841262817383,19.0098266601563,60,IRAK4,NONE
TRUE,2.66691967611778,1.38610013326009,P61222,P61222,ATP-binding cassette sub-family E member 1,Abce1,Color2 [DarkGray],1,4,NA,NA,17,7,4,3,17.7279262542725,18.1066265106201,18.252025604248,17.5807266235352,16.8271255493164,16.5576267242432,16.207426071167,60,IRAK4,NONE
TRUE,3.17033099423916,-2.72003348668416,P61358,P61358,60S ribosomal protein L27,Rpl27,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,21.2537269592285,21.5396251678467,21.3198261260986,20.5921268463135,24.0425262451172,24.3720264434814,23.2745265960693,60,IRAK4,NONE
TRUE,3.69602419005846,-3.25028347969055,P61406,P61406,Telomerase-binding protein EST1A,Smg6,Color2 [DarkGray],1,4,NA,NA,11,7,4,3,11.3252267837524,11.6513261795044,11.6016263961792,11.4518566131592,15.0141258239746,15.2641258239746,13.9951257705688,60,IRAK4,NONE
TRUE,1.86404426487382,2.63858350118001,P61514,P61514,60S ribosomal protein L37a,Rpl37a,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,22.0183258056641,24.386926651001,24.119026184082,23.4984264373779,21.1242256164551,21.3874263763428,20.0896263122559,60,IRAK4,NONE
TRUE,2.55632289113948,-2.64511696497599,P61620,P61620,Protein transport protein Sec61 subunit alpha isoform 1,Sec61a1,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,14.02392578125,14.9705257415771,14.0816259384155,13.410626411438,16.6552257537842,17.4338264465332,16.2113265991211,60,IRAK4,NONE
TRUE,2.90495685824348,-2.66459131240845,P61750,P61750,ADP-ribosylation factor 4,Arf4,Color2 [DarkGray],1,4,NA,NA,6,7,4,3,14.3800258636475,15.1220264434814,15.3987264633179,14.2196264266968,17.4256267547607,17.926025390625,16.9824256896973,60,IRAK4,NONE
TRUE,1.91437215694831,-3.79854885737101,P61965,P61965,WD repeat-containing protein 5,Wdr5,Color2 [DarkGray],1,4,NA,NA,7,5,2,3,12.7317266464233,14.1404266357422,NA,NA,17.926025390625,17.0377254486084,16.7401256561279,60,IRAK4,NONE
TRUE,2.6236944063765,-2.33776632944743,P61979,P61979,Heterogeneous nuclear ribonucleoprotein K,Hnrnpk,Color2 [DarkGray],1,4,NA,NA,16,7,4,3,19.0783252716064,19.9958267211914,19.9171257019043,18.8892269134521,21.8897266387939,22.2574253082275,21.2765254974365,60,IRAK4,NONE
TRUE,2.89367127280674,-3.81281685829163,P62046;Q3UMG5,P62046,Leucine-rich repeat and calponin homology domain-containing protein 1,Lrch1,Color2 [DarkGray],1,4,NA,NA,18,7,4,3,15.1651258468628,13.3058261871338,13.6191263198853,14.6798257827759,18.1570262908936,18.4803256988525,17.3785266876221,60,IRAK4,NONE
TRUE,1.01641506107428,2.37381664911906,P62082,P62082,40S ribosomal protein S7,Rps7,Color2 [DarkGray],1,4,NA,NA,11,7,4,3,23.0255260467529,26.2637252807617,25.7748260498047,23.4674263000488,23.0409259796143,23.0365257263184,20.6997261047363,60,IRAK4,NONE
TRUE,4.45615013380891,-4.09473339716594,P62137,P62137,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,Ppp1ca,Color2 [DarkGray],1,4,NA,NA,18,7,4,3,18.5406265258789,18.6443252563477,18.1003265380859,18.7420253753662,22.8347263336182,22.9458255767822,22.0241260528564,60,IRAK4,NONE
TRUE,4.18118260245315,-4.40570831298828,P62141,P62141,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,Ppp1cb,Color2 [DarkGray],1,4,NA,NA,17,7,4,3,17.7267265319824,18.3885269165039,17.2282257080078,18.1559257507324,22.4173259735107,22.6059265136719,21.8184261322021,60,IRAK4,NONE
TRUE,1.72943996343126,-2.00033330917358,P62192,P62192,26S protease regulatory subunit 4,Psmc1,Color2 [DarkGray],1,4,NA,NA,11,7,4,3,15.5403261184692,17.2550258636475,16.1049270629883,15.4930257797241,17.950626373291,18.831226348877,17.5141258239746,60,IRAK4,NONE
TRUE,1.43305716321789,-2.08434168497721,P62196,P62196,26S protease regulatory subunit 8,Psmc5,Color2 [DarkGray],1,4,NA,NA,10,7,4,3,15.4571266174316,15.5314264297485,12.9634265899658,14.5538263320923,16.7099266052246,17.1507263183594,16.2717266082764,60,IRAK4,NONE
TRUE,1.20427171268559,2.07800833384196,P62270,P62270,40S ribosomal protein S18,Rps18,Color2 [DarkGray],1,4,NA,NA,11,7,4,3,23.824125289917,26.7257270812988,25.9964256286621,24.6785259246826,23.1476268768311,24.1034259796143,22.4335250854492,60,IRAK4,NONE
TRUE,1.95722186636355,-2.18316634496053,P62281,P62281,40S ribosomal protein S11,Rps11,Color2 [DarkGray],1,4,NA,NA,8,7,4,3,20.6453266143799,22.814826965332,21.7842254638672,21.2817268371582,23.7703266143799,24.081226348877,23.5925254821777,60,IRAK4,NONE
TRUE,2.02324311081179,-3.56626621882121,P62331,P62331,ADP-ribosylation factor 6,Arf6,Color2 [DarkGray],1,4,NA,NA,3,5,2,3,14.3068265914917,15.4474258422852,NA,NA,18.2737255096436,19.0751266479492,17.9813251495361,60,IRAK4,NONE
TRUE,1.54138524203821,-1.85414950052897,P62334,P62334,26S protease regulatory subunit 10B,Psmc6,Color2 [DarkGray],1,4,NA,NA,7,7,4,3,14.0405263900757,15.4523258209229,14.7973260879517,13.2885265350342,16.4064254760742,16.6806259155273,15.6594257354736,60,IRAK4,NONE
TRUE,2.43511042657493,4.21614948908488,P62482,P62482,Voltage-gated potassium channel subunit beta-2,Kcnab2,Color2 [DarkGray],1,4,NA,NA,5,7,4,3,17.4460258483887,19.7198257446289,18.0691261291504,16.9397258758545,13.9873266220093,14.5729265213013,12.9223260879517,60,IRAK4,NONE
TRUE,3.94230269964893,-4.24560038248698,P62717,P62717,60S ribosomal protein L18a,Rpl18a,Color2 [DarkGray],1,4,NA,NA,6,7,4,3,18.1896266937256,17.949125289917,17.5361251831055,18.2072257995605,22.5762252807617,22.6759262084961,21.3962268829346,60,IRAK4,NONE
TRUE,1.4683387934204,-2.12592442830404,P62754,P62754,40S ribosomal protein S6,Rps6,Color2 [DarkGray],1,4,NA,NA,7,7,4,3,20.5637264251709,22.4518260955811,21.8192253112793,20.1628265380859,23.6503257751465,23.9759254455566,22.4997253417969,60,IRAK4,NONE
TRUE,2.02077638071597,-1.58690826098124,P62814,P62814,"V-type proton ATPase subunit B, brain isoform",Atp6v1b2,Color2 [DarkGray],1,4,NA,NA,5,7,4,3,13.7008266448975,13.9366264343262,13.177526473999,12.4860258102417,15.0891265869141,14.7593259811401,14.8880262374878,60,IRAK4,NONE
TRUE,2.93591069034708,-2.04573361078898,P62827;Q61820,P62827;Q61820,"GTP-binding nuclear protein Ran;GTP-binding nuclear protein Ran, testis-specific isoform",Ran;Rasl2-9,Color2 [DarkGray],1,4,NA,NA,6,7,4,3,18.7108268737793,18.7660255432129,18.0045261383057,18.5635261535645,20.5600261688232,21.0280265808105,20.0828266143799,60,IRAK4,NONE
TRUE,1.86144821573224,-4.80978258450826,P62835,P62835,Ras-related protein Rap-1A,Rap1a,Color2 [DarkGray],1,4,NA,NA,6,7,4,3,13.4975261688232,12.3372268676758,17.0011253356934,15.9372262954712,19.5340251922607,19.9866256713867,18.988525390625,60,IRAK4,NONE
TRUE,2.51643644401928,3.01621659596761,P62852,P62852,40S ribosomal protein S25,Rps25,Color2 [DarkGray],1,4,NA,NA,7,7,4,3,26.2826271057129,27.7800254821777,27.0693264007568,25.8707256317139,24.0562267303467,24.0245265960693,23.1226253509521,60,IRAK4,NONE
TRUE,2.84290854559419,4.23469209671021,P62862,P62862,40S ribosomal protein S30,Fau,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,27.3962268829346,29.0459251403809,27.0353260040283,26.8767261505127,23.511625289917,23.9103260040283,22.6396255493164,60,IRAK4,NONE
TRUE,3.14139727849814,-4.00159962972005,P62880;P29387,P62880,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,Gnb2,Color2 [DarkGray],1,4,NA,NA,12,6,3,3,17.0241260528564,16.9803256988525,NA,16.6497268676758,21.1852264404297,21.3987255096436,20.0750255584717,60,IRAK4,NONE
TRUE,1.56306086481764,-2.55543390909831,P62889,P62889,60S ribosomal protein L30,Rpl30,Color2 [DarkGray],1,4,NA,NA,6,7,4,3,19.2324256896973,22.271125793457,20.8590259552002,19.9663257598877,23.3794269561768,23.5945262908936,22.4390258789063,60,IRAK4,NONE
TRUE,2.19036491960226,-3.99264987309774,P62911,P62911,60S ribosomal protein L32,Rpl32,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,17.3111267089844,19.1627254486084,18.8933258056641,18.6671257019043,22.3670253753662,24.1032257080078,21.03342628479,60,IRAK4,NONE
TRUE,2.2812206432745,-3.55634911855062,P62918,P62918,60S ribosomal protein L8,Rpl8,Color2 [DarkGray],1,4,NA,NA,5,7,4,3,19.8146266937256,21.0658264160156,20.2192268371582,18.4354267120361,23.7378253936768,24.0385265350342,22.5440254211426,60,IRAK4,NONE
TRUE,3.2032935702179,-3.37662442525228,P62960;Q9Z2C8,P62960,Nuclease-sensitive element-binding protein 1,Ybx1,Color2 [DarkGray],1,4,NA,NA,15,7,4,3,20.5737266540527,20.5754261016846,19.7080268859863,19.7196254730225,23.6590251922607,24.1307258605957,22.77272605896,60,IRAK4,NONE
TRUE,2.16464381700011,-3.46456654866537,P62962;CON__P02584,P62962,Profilin-1,Pfn1,Color2 [DarkGray],1,4,NA,NA,3,6,3,3,12.7833261489868,13.3203258514404,14.8551263809204,NA,16.58642578125,17.420825958252,17.3452262878418,60,IRAK4,NONE
TRUE,2.37813136936354,-2.47879997889201,P62983,P62983,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a,Rps27a,Color2 [DarkGray],1,4,NA,NA,6,7,4,3,21.621826171875,23.3120269775391,22.1152267456055,22.6734256744385,24.9346256256104,25.4144268035889,24.3792266845703,60,IRAK4,NONE
TRUE,1.23731440000413,-2.26332481702169,P62996,P62996,Transformer-2 protein homolog beta,Tra2b,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,15.039026260376,17.8152256011963,14.1822261810303,15.3591260910034,17.7948265075684,17.9831256866455,17.8087253570557,60,IRAK4,NONE
TRUE,3.66943740444437,-3.75215816497803,P63001;Q05144;P60764,P63001;Q05144;P60764,Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 2;Ras-related C3 botulinum toxin substrate 3,Rac1;Rac2;Rac3,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,14.9713258743286,16.3807258605957,16.0955257415771,15.6728258132935,19.8119258880615,19.5955257415771,19.1893253326416,60,IRAK4,NONE
TRUE,1.35208989952404,-1.93913332621256,P63005,P63005,Platelet-activating factor acetylhydrolase IB subunit alpha,Pafah1b1,Color2 [DarkGray],1,4,NA,NA,2,5,2,3,13.0544261932373,12.8510265350342,NA,NA,15.015326499939,15.5954265594482,14.0648260116577,60,IRAK4,NONE
TRUE,2.19237578783644,-1.7660994529724099,P63017;Q61696;P16627;P17879,P63017,Heat shock cognate 71 kDa protein,Hspa8,Color2 [DarkGray],1,4,NA,NA,27,7,4,3,20.8066253662109,21.9021263122559,21.2643260955811,20.5714263916016,23.2984256744385,22.8719253540039,22.5363254547119,60,IRAK4,NONE
TRUE,2.69494719963765,-3.31254927317302,P63037,P63037,DnaJ homolog subfamily A member 1,Dnaja1,Color2 [DarkGray],1,4,NA,NA,14,7,4,3,15.90842628479,15.4484262466431,16.29172706604,15.8129262924194,19.2196254730225,20.242525100708,18.071626663208,60,IRAK4,NONE
TRUE,2.14561058509576,-3.85618241628011,P63073,P63073,Eukaryotic translation initiation factor 4E,Eif4e,Color2 [DarkGray],1,4,NA,NA,5,5,2,3,14.5249261856079,15.3588266372681,NA,NA,19.2091255187988,19.1566257476807,18.0284252166748,60,IRAK4,NONE
TRUE,3.08050597405092,-2.61661609013875,P63087,P63087,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,Ppp1cc,Color2 [DarkGray],1,4,NA,NA,15,7,4,3,14.5142259597778,14.0529260635376,14.0783262252808,14.7544260025024,17.299825668335,17.3605251312256,16.2394256591797,60,IRAK4,NONE
TRUE,3.35018700823532,-4.41727534929911,P63094;Q6R0H7;Q8CGK7,P63094;Q6R0H7,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,Gnas,Color2 [DarkGray],1,4,NA,NA,8,7,4,3,14.3920259475708,13.3623266220093,12.8179264068604,14.5855264663696,18.3969268798828,18.5166263580322,17.7066268920898,60,IRAK4,NONE
TRUE,1.23258150382446,4.88282505671183,P63158,P63158,High mobility group protein B1,Hmgb1,Color2 [DarkGray],1,4,NA,NA,5,7,4,3,19.2318267822266,24.6407260894775,23.3704261779785,17.6112251281738,15.71142578125,16.1918258666992,17.0889263153076,60,IRAK4,NONE
TRUE,2.44717712207583,-2.46985880533854,P63260,P63260,"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed",Actg1,Color2 [DarkGray],1,4,NA,NA,40,7,4,3,26.13942527771,26.4488258361816,25.5638256072998,25.8111267089844,28.5602264404297,29.2766265869141,27.5451259613037,60,IRAK4,NONE
TRUE,3.20101159629347,-3.19865043958028,P63323,P63323,40S ribosomal protein S12,Rps12,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,16.2328262329102,15.8846263885498,15.6363258361816,15.0093259811401,18.7691268920898,19.5416259765625,18.3575267791748,60,IRAK4,NONE
TRUE,2.93500877215786,2.41986608505249,P63330,P63330,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,Ppp2ca,Color2 [DarkGray],1,4,NA,NA,10,7,4,3,20.3947257995605,20.7366256713867,19.9321250915527,21.1030254364014,17.8362255096436,18.6300258636475,17.8990268707275,60,IRAK4,NONE
TRUE,1.96959831482958,4.605299949646,P67984,P67984,60S ribosomal protein L22,Rpl22,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,26.1750259399414,29.9027252197266,28.4240264892578,26.1259269714355,23.4469261169434,23.6209259033203,22.0870265960693,60,IRAK4,NONE
TRUE,1.38884408106025,-1.77135054270427,P68033;P62737;P63268;P68134,P68033;P62737;P63268;P68134,"Actin, alpha cardiac muscle 1;Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle;Actin, alpha skeletal muscle",Actc1;Acta2;Actg2;Acta1,Color2 [DarkGray],1,4,NA,NA,28,7,4,3,24.6352252960205,24.1458263397217,22.9883251190186,24.8165264129639,26.2364253997803,26.5963268280029,24.920726776123,60,IRAK4,NONE
TRUE,4.06541154512161,2.12670866648356,P68040,P68040,"Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",Gnb2l1,Color2 [DarkGray],1,4,NA,NA,13,7,4,3,20.2589263916016,20.4172267913818,20.4169254302979,19.9581260681152,18.2643260955811,18.3234252929688,17.8205261230469,60,IRAK4,NONE
TRUE,2.1735948127352,-2.38693332672119,P68254,P68254,14-3-3 protein theta,Ywhaq,Color2 [DarkGray],1,4,NA,NA,8,7,4,3,17.5555267333984,18.5407257080078,16.7870254516602,18.0868263244629,20.238826751709,20.6851253509521,19.4644260406494,60,IRAK4,NONE
TRUE,1.89384560781321,-1.68595782915751,P68369;P05214,P68369;P05214,Tubulin alpha-1A chain;Tubulin alpha-3 chain,Tuba1a;Tuba3a,Color2 [DarkGray],1,4,NA,NA,20,7,4,3,14.4697265625,16.1315269470215,15.7732257843018,15.9223260879517,17.2900257110596,17.2914257049561,17.1990261077881,60,IRAK4,NONE
TRUE,2.04449352995948,-2.17222531636556,P68372;A2AQ07,P68372,Tubulin beta-4B chain,Tubb4b,Color2 [DarkGray],1,4,NA,NA,24,7,4,3,21.807825088501,23.1207256317139,21.6799259185791,21.6383266448975,24.4461269378662,24.7543258666992,23.5013256072998,60,IRAK4,NONE
TRUE,3.410482018602,-4.91896708806356,P68433,P68433,Histone H3.1,Hist1h3a,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,19.801326751709,21.610725402832,20.5687255859375,21.2989253997803,25.635425567627,26.4825267791748,25.098726272583,60,IRAK4,NONE
TRUE,1.82125834413159,-3.67953300476074,P68510,P68510,14-3-3 protein eta,Ywhah,Color2 [DarkGray],1,4,NA,NA,7,6,3,3,14.6971263885498,13.3524265289307,NA,16.0004253387451,18.8200263977051,18.8619251251221,17.4066257476807,60,IRAK4,NONE
TRUE,3.1793984678068,-2.5318922996521,P70168,P70168,Importin subunit beta-1,Kpnb1,Color2 [DarkGray],1,4,NA,NA,18,7,4,3,14.6995258331299,15.52272605896,15.1631259918213,14.3494262695313,17.2650260925293,17.8085269927979,17.3232269287109,60,IRAK4,NONE
TRUE,2.76338191123929,3.0268079439799,P70218,P70218,Mitogen-activated protein kinase kinase kinase kinase 1,Map4k1,Color2 [DarkGray],1,4,NA,NA,18,7,4,3,21.1116256713867,20.0162258148193,19.7283267974854,21.2830257415771,17.6071262359619,17.8387260437012,17.0781269073486,60,IRAK4,NONE
TRUE,1.41581776659195,-3.0432383219401,P70227,P70227,"Inositol 1,4,5-trisphosphate receptor type 3",Itpr3,Color2 [DarkGray],1,4,NA,NA,34,7,4,3,13.6903257369995,14.6992263793945,11.2293262481689,11.1432065963745,15.7031259536743,16.3074264526367,15.1907262802124,60,IRAK4,NONE
TRUE,2.14388019475039,-2.26692819595337,P70257;Q02780,P70257,Nuclear factor 1 X-type,Nfix,Color2 [DarkGray],1,4,NA,NA,3,5,2,3,10.4638662338257,10.5705966949463,NA,NA,13.0827264785767,13.015326499939,12.2544260025024,60,IRAK4,NONE
TRUE,2.30030173866403,-3.50297474861145,P70271,P70271,PDZ and LIM domain protein 4,Pdlim4,Color2 [DarkGray],1,4,NA,NA,8,7,4,3,12.5182266235352,13.1944265365601,12.7651262283325,13.7024259567261,16.8720264434814,17.737325668335,15.0347261428833,60,IRAK4,NONE
TRUE,2.23353804701951,-2.97103977203369,P70290,P70290,55 kDa erythrocyte membrane protein,Mpp1,Color2 [DarkGray],1,4,NA,NA,3,6,3,3,11.9514265060425,12.4724264144897,NA,11.3605060577393,14.8170261383057,15.7191257476807,14.1613264083862,60,IRAK4,NONE
TRUE,1.72207526804183,-3.55403296152751,P70315,P70315,Wiskott-Aldrich syndrome protein homolog,Was,Color2 [DarkGray],1,4,NA,NA,4,6,3,3,14.348726272583,11.3960266113281,NA,13.6977262496948,16.8800258636475,17.0387268066406,16.1858253479004,60,IRAK4,NONE
TRUE,1.85081698297717,-3.88902521133423,P70333,P70333,Heterogeneous nuclear ribonucleoprotein H2,Hnrnph2,Color2 [DarkGray],1,4,NA,NA,12,7,4,3,11.7334260940552,14.8617258071899,14.9573259353638,12.8311262130737,18.5637264251709,17.2986259460449,16.5924263000488,60,IRAK4,NONE
TRUE,2.84361109888831,-3.89898316065471,P70372,P70372,ELAV-like protein 1,Elavl1,Color2 [DarkGray],1,4,NA,NA,12,7,4,3,17.4755268096924,18.3059253692627,16.7581253051758,16.1915264129639,21.1424255371094,21.6510257720947,20.4518260955811,60,IRAK4,NONE
TRUE,2.39486334834957,-5.63605825106303,P70398,P70398,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,Usp9x,Color2 [DarkGray],1,4,NA,NA,11,5,2,3,NA,NA,9.12681674957275,7.46178579330444,13.8261260986328,14.412425994873,13.552526473999,60,IRAK4,NONE
TRUE,2.33694223440659,-3.84794330596924,P70460,P70460,Vasodilator-stimulated phosphoprotein,Vasp,Color2 [DarkGray],1,4,NA,NA,4,5,2,3,NA,11.3086261749268,NA,10.6592063903809,14.8200263977051,15.4272260665894,14.2483263015747,60,IRAK4,NONE
TRUE,1.98477201615104,-4.30663251876831,P70658,P70658,C-X-C chemokine receptor type 4,Cxcr4,Color2 [DarkGray],1,4,NA,NA,3,5,2,3,11.7111263275146,NA,NA,12.3751268386841,16.295825958252,17.3206253051758,15.4328260421753,60,IRAK4,NONE
TRUE,0.98602864265531,4.0048496723175,Q60817;P70670,Q60817;P70670,"Nascent polypeptide-associated complex subunit alpha;Nascent polypeptide-associated complex subunit alpha, muscle-specific form",Naca,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,16.9380264282227,20.9137268066406,19.5265254974365,14.6380262374878,11.9296264648438,13.4458265304565,16.6222267150879,60,IRAK4,NONE
TRUE,2.41256726952161,-1.54795789718628,P70698,P70698,CTP synthase 1,Ctps1,Color2 [DarkGray],1,4,NA,NA,17,7,4,3,16.4444255828857,16.2208271026611,16.2775268554688,15.6080265045166,18.1693267822266,17.597225189209,17.2904262542725,60,IRAK4,NONE
TRUE,1.12690643426761,-2.06269152959188,P70700,P70700,DNA-directed RNA polymerase I subunit RPA2,Polr1b,Color2 [DarkGray],1,4,NA,NA,5,5,2,3,NA,10.9237861633301,NA,9.49601650238037,11.4484262466431,12.4788265228271,12.8905258178711,60,IRAK4,NONE
TRUE,1.68369710852017,-2.31736691792806,P83887;Q8VCK3,P83887;Q8VCK3,Tubulin gamma-1 chain;Tubulin gamma-2 chain,Tubg1;Tubg2,Color2 [DarkGray],1,4,NA,NA,6,6,3,3,13.9656257629395,NA,15.1236257553101,13.0951261520386,16.5533256530762,16.6295261383057,15.9536266326904,60,IRAK4,NONE
TRUE,2.75839375065682,-5.17464860280355,P84091,P84091,AP-2 complex subunit mu,Ap2m1,Color2 [DarkGray],1,4,NA,NA,8,7,4,3,11.1494960784912,13.9240264892578,12.8407258987427,14.0631265640259,18.1729259490967,18.7924251556396,17.5416259765625,60,IRAK4,NONE
TRUE,1.89089161962742,-3.20804953575134,P84096,P84096,Rho-related GTP-binding protein RhoG,Rhog,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,14.3811264038086,14.8912258148193,12.7507257461548,13.332426071167,17.1142253875732,18.301025390625,15.7255258560181,60,IRAK4,NONE
TRUE,2.12960870343989,-2.5707418123881,P84099,P84099,60S ribosomal protein L19,Rpl19,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,19.8144264221191,20.2954254150391,19.8529262542725,18.4278259277344,22.1767253875732,22.8846263885498,21.443826675415,60,IRAK4,NONE
TRUE,2.02142235846283,-2.81556638081868,P84228,P84228,Histone H3.2,Hist1h3b,Color2 [DarkGray],1,4,NA,NA,3,6,3,3,NA,15.2608261108398,16.9678268432617,15.5598258972168,18.4781265258789,19.3325252532959,18.4245262145996,60,IRAK4,NONE
TRUE,2.72093248863365,-2.36045964558919,P97329,P97329,Kinesin-like protein KIF20A,Kif20a,Color2 [DarkGray],1,4,NA,NA,5,6,3,3,NA,11.2433261871338,11.1204261779785,11.3677463531494,14.0421257019043,13.7818260192871,12.9889259338379,60,IRAK4,NONE
TRUE,3.5511880324044802,7.41094128290812,P97376,P97376,Protein FRG1,Frg1,Color2 [DarkGray],1,4,NA,NA,11,7,4,3,22.4656257629395,24.9416255950928,24.4609260559082,22.4958267211914,16.1236267089844,16.8191261291504,15.5974264144897,60,IRAK4,NONE
TRUE,4.18023114869954,-6.38789987564087,P97379,P97379,Ras GTPase-activating protein-binding protein 2,G3bp2,Color2 [DarkGray],1,4,NA,NA,16,7,4,3,15.2706260681152,16.248025894165,14.4627265930176,15.2127265930176,22.0191268920898,22.0607261657715,20.9794254302979,60,IRAK4,NONE
TRUE,3.33380723860373,-4.14903291066488,P97434,P97434,Myosin phosphatase Rho-interacting protein,Mprip,Color2 [DarkGray],1,4,NA,NA,57,7,4,3,18.2713260650635,16.4319267272949,17.7204265594482,17.1984252929688,21.8055267333984,21.824125289917,21.0340251922607,60,IRAK4,NONE
